ec5_uuid;date;1_TIme;2_NC;4_MS_Behavior;5_Contact;6_AR;7_3M;8_Notes;10_NH_Behavior;11_Contact;12_AR;13_3M;14_Notes;16_MN_Behavior;17_Contact;18_AR;19_3M;20_Notes;22_NY_Behavior;23_Contact;24_AR;25_3M;26_Notes;highlight;msm;corrected_msm
5e106da1-8d6b-4953-ba2a-373a38b0e26c;2025-04-16;1900-01-01 09:53:00;Yes;E;;;;;RS;;;;;RS;;;;;RL;;;;;green;593;592.0
5a16761b-d18c-47d7-9cb5-d40306666c76;2025-04-16;1900-01-01 09:55:00;;RS;;;;;GR;MN;;;;GG;NH;;;;RL;;;;;;595;594.0
b5abc0f1-f790-47cf-bea0-1a504f046122;2025-04-16;1900-01-01 09:57:00;;RS;;;;;GM;MN;;;;GM;NH;;;;RL;;;;;red;597;596.0
17a9d3fc-6f80-4918-97f7-12acf9562d19;2025-04-16;1900-01-01 09:59:00;Yes;RS;;;;;GM;MN;;;;GM;NH;;;;RL;;;;;green;599;598.0
49603aa0-077b-426e-b06e-09d550dc410c;2025-04-16;1900-01-01 10:01:00;;RL;;;NH;;SD;;;MS;;M;;;;;RL;;;;;red;601;600.0
dab728ec-47b9-4dfc-a457-300fda2a9313;2025-04-16;1900-01-01 10:03:00;Yes;RL;;;NH;;SD;;;MS;;M;;;;;RL;;;;;green;603;602.0
a327e5b5-607f-4444-9a4e-86e9a0994077;2025-04-16;1900-01-01 10:05:00;Yes;RL;;;NH;;SD;;;MS;;M;;;;;RL;;;;;green;605;604.0
ce027d35-6dea-40d3-8b1a-f12cdbe50fb9;2025-04-16;1900-01-01 10:07:00;;RL;;;NH;;RS;;;MS;;M;;NY;;;M;;MN;;;;607;606.0
d84ffa92-9fd9-4337-9620-2c55d4dfd47c;2025-04-16;1900-01-01 10:09:00;;RL;;;NH;;RS;;;MS;;RS;;NY;;;M;;MN;;;;609;608.0
b84e410e-b1a5-4f3e-9ea6-6df6ac2e439e;2025-04-16;1900-01-01 10:11:00;;RL;;;NH;;RS;;;MS;;SD;;;NY;;RS;;;MN;;red;611;610.0
369ed860-1a49-471c-b1db-ae842157355d;2025-04-16;1900-01-01 10:13:00;Yes;RL;;;NH;;RS;;;MS;;SD;;;NY;;RS;;;MN;;green;613;612.0
8a4bdbf1-c8bd-4a98-a88f-348dd7f69e02;2025-04-16;1900-01-01 10:14:00;;GR;MN;;NH;;RS;;;MN, MS;;GG;MS;;NH;;RS;;;;;;614;614.0
bb882607-53b3-4f24-91b6-7c2513cb8825;2025-04-16;1900-01-01 10:17:00;;GR;MN;NH;;;RS;;MN, MS;;;GG;MS;NH;;;RS;;;;;red;617;616.0
d856607f-6e3c-4875-aeb8-c9f5e9460b97;2025-04-16;1900-01-01 10:19:00;Yes;GR;MN;NH;;;RS;;MN, MS;;;GG;MS;NH;;;RS;;;;;green;619;618.0
ee1a8638-82db-4bdc-8a66-44b8aa9b33f3;2025-04-16;1900-01-01 10:21:00;;GR;MN;;NH;;RL;;;MN, MS;;GG;MS;;NH;;RS;;;;;red;621;620.0
ed0cf21c-7e11-4352-9244-90ee25046a42;2025-04-16;1900-01-01 10:23:00;Yes;GR;MN;;NH;;RL;;;MN, MS;;GG;MS;;NH;;RS;;;;;green;623;622.0
fe8e0371-0bcd-4846-92ba-d8cdb2f8cd53;2025-04-16;1900-01-01 10:25:00;Yes;GR;MN;;NH;;RL;;;MN, MS;;GG;MS;;NH;;RS;;;;;green;625;624.0
26590f2f-5dd2-4918-86e2-4860238dfe6c;2025-04-16;1900-01-01 10:27:00;;RS;;;NH;;RS;;;MS;;RS;;;NY;;RS;;;MN;;;627;626.0
7f3cc488-c2ac-4339-8f94-37c56247900d;2025-04-16;1900-01-01 10:29:00;;M;;;;;RS;;;;;DS;;;;With stick towards cage c;M;;;;;;629;628.0
9e7f4adf-46b9-4050-90ff-ad45ab1c7ff0;2025-04-16;1900-01-01 10:53:00;;M;;;;;AG;MN, NY;;;;AG;NH, NY;;;Ag towards ny;AG;NH, MN;;;;;653;653.0
1c807d5f-f6ee-4f99-8262-7093058d0410;2025-04-16;1900-01-01 10:56:00;NO;RS;;;;All for of them displayed toward cage c;M;;;;;M;;;;;RL;;;;;;656;655.0
96b5bc45-609a-4e46-942d-899748f2e30b;2025-04-16;1900-01-01 10:57:00;;DS;;;;;DS;;;MN, NY;;DS;;;NH, NY;;DS;;;NH, MN;All of them displayed toward cage c;;657;657.0
ff813c1d-5619-460a-aec6-ff3b486f19ae;2025-04-16;1900-01-01 10:59:00;;RS;;;;;RS;;;MN;;SD;;;NH;;RS;;;;;;659;659.0
436694f7-439c-4953-8e57-85d27f8d94e7;2025-04-16;1900-01-01 11:01:00;;RS;;;NH;;RS;;;MS;;RS;;;;;RS;;;;;;661;661.0
093468c4-ae83-46e9-8cfa-79496fa9c324;2025-04-16;1900-01-01 11:03:00;;RL;;NH;;;RS;;MS;;;RS;;;;;RL;;;;;red;663;663.0
858119a9-8b2f-402b-8d07-6e93eb910c2c;2025-04-16;1900-01-01 11:05:00;Yes;RL;;NH;;;RS;;MS;;;RS;;;;;RL;;;;;green;665;665.0
1ae8da86-b42b-4ec7-ad11-3f9d39d2fea4;2025-04-16;1900-01-01 11:07:00;Yes;RL;;NH;;;RS;;MS;;;RS;;;;;RL;;;;;green;667;667.0
b866ef00-6ade-40bf-b757-75ba243e0c34;2025-04-16;1900-01-01 11:09:00;;RS;;NH;;;RS;;MS;;;M;;;;;RL;;;;;red;669;669.0
90cc271f-9a73-43a1-96bf-0f7319bd60a1;2025-04-16;1900-01-01 11:10:00;Yes;RS;;NH;;;RS;;MS;;;M;;;;;RL;;;;;green;670;671.0
0afb0986-89a7-49ce-b882-255b35529340;2025-04-16;1900-01-01 11:13:00;Yes;RS;;NH;;;RS;;MS;;;M;;;;;RL;;;;;green;673;673.0
8d9ea1d9-dca5-4215-b41f-08a84740df91;2025-04-16;1900-01-01 11:15:00;;RL;;NH;;;RS;;MS;;;M;;;;;M;;;;;;675;675.0
32d0e847-e0dd-444d-a3b8-25e1cce0b6bb;2025-04-16;1900-01-01 11:16:00;;RL;;NH;;;SD;;MS;;;RS;;;;;RS;;;;;red;676;677.0
e4b5ed73-deb1-4091-bc50-07ed3dcbde4b;2025-04-16;1900-01-01 11:18:00;Yes;RL;;NH;;;SD;;MS;;;RS;;;;;RS;;;;;green;678;
ae00c76b-12eb-4451-8d9b-58357c17e7a5;2025-04-16;1900-01-01 11:19:00;Yes;RL;;NH;;;SD;;MS;;;RS;;;;;RS;;;;;green;679;679.0
7fcc8536-5798-4533-8cfb-0a3f53a56d4c;2025-04-16;1900-01-01 11:21:00;;RL;;;NH;;SD;;;MS;;RS;;;;;RS;;;;;red;681;681.0
9a865ea8-3434-4dfd-ad75-d327fa20f61b;2025-04-16;1900-01-01 11:23:00;Yes;RL;;;NH;;SD;;;MS;;RS;;;;;RS;;;;;green;683;683.0
73d7ebc4-e556-4882-a95f-814a10670998;2025-04-16;1900-01-01 11:25:00;;RL;;;NH;;RL;;;MS;;RS;;;;;RS;;;;;red;685;685.0
e77fb4cb-7ca8-42a7-96fa-fdbaf47055e0;2025-04-16;1900-01-01 11:27:00;Yes;RL;;;NH;;RL;;;MS;;RS;;;;;RS;;;;;green;687;687.0
87e65d0f-da38-408f-97fd-21781822f93d;2025-04-16;1900-01-01 11:28:00;Yes;RL;;;NH;;RL;;;MS;;RS;;;;;RS;;;;;green;688;689.0
eee8596e-4d21-42ce-9b8a-b0063d8998a5;2025-04-16;1900-01-01 11:31:00;Yes;RL;;;NH;;RL;;;MS;;RS;;;;;RS;;;;;green;691;691.0
687451a2-280b-4825-9364-9cc35ec9fd13;2025-04-16;1900-01-01 11:33:00;;RL;;;NH;;RS;;;MS;;RL;;;;;RS;;;;;red;693;693.0
b2b6c9b2-b726-48c4-84a2-15d8293c22c3;2025-04-16;1900-01-01 11:35:00;Yes;RL;;;NH;;RS;;;MS;;RL;;;;;RS;;;;;green;695;695.0
d0fde775-0082-4a43-a8c5-0a661b39bb68;2025-04-16;1900-01-01 11:36:00;Yes;RL;;;NH;;RS;;;MS;;RL;;;;;RS;;;;;green;696;697.0
7bc824fc-c91e-4cf9-bbc3-e09e88d970b8;2025-04-16;1900-01-01 11:39:00;Yes;RL;;;NH;;RS;;;MS;;RL;;;;;RS;;;;;green;699;699.0
58b2fd7b-951c-48df-bfdc-af5534f67bcc;2025-04-16;1900-01-01 11:41:00;;RS;;;;;M;;;;;RS;;;NY;;RS;;;MN;;;701;701.0
a4f0cb5a-f26e-4402-834a-ad98d292cfe1;2025-04-16;1900-01-01 11:43:00;;M;;;;;RS;;;;;RS;;;NY;;RS;;;MN;;;703;703.0
f381887e-6660-4cd5-ae5a-824aa95dbd87;2025-04-16;1900-01-01 11:45:00;;RS;;;;;RS;;;;;RS;;;NY;;RS;;;MN;;;705;705.0
baef0857-cca6-4d3f-a216-68b19bdc5705;2025-04-16;1900-01-01 13:17:00;;E;;;NH, NY;;E;;;MS, NY;;RS;;;;;E;;;MS, NH;;;797;797.0
985096b4-f626-4f16-b161-b8b906f1e8c3;2025-04-16;1900-01-01 13:19:00;;RS;;;;;E;;;MN, NY;;E;;;NH, NY;;E;;;NH, MN;;red;799;799.0
b8a43ae3-e197-41c7-8d21-42b50613c017;2025-04-16;1900-01-01 13:21:00;Yes;RS;;;;;E;;;MN, NY;;E;;;NH, NY;;E;;;NH, MN;;green;801;801.0
dc30b4e4-e876-4d6a-90a0-fff45a75cbcf;2025-04-16;1900-01-01 13:23:00;Yes;RS;;;;;E;;;MN, NY;;E;;;NH, NY;;E;;;NH, MN;;green;803;803.0
15913e89-f2d1-4a0a-add5-019c2885ca83;2025-04-16;1900-01-01 13:25:00;Yes;RS;;;;;E;;;MN, NY;;E;;;NH, NY;;E;;;NH, MN;;green;805;805.0
c66feaea-130f-4ec1-a902-2f0edacef399;2025-04-16;1900-01-01 13:27:00;;E;;;MN, NH, NY;;E;;;MN, MS, NY;;E;;;MS, NH, NY;;E;;;MS, NH, MN;;;807;807.0
2730d34e-2979-4e2f-90d2-26d376d225e0;2025-04-16;1900-01-01 13:29:00;;E;;;;;E;;;;;E;;;;;E;;;;;;809;809.0
c929d9c3-869d-4d3f-be9b-67f4f666e27d;2025-04-16;1900-01-01 13:31:00;;M;;;;;E;;;;;RS;;;;;M;;;;;;811;811.0
7b0f08cc-2b5a-4df6-8176-35c112a3a3da;2025-04-16;1900-01-01 13:33:00;;E;;;;;E;;;MN, NY;;E;;;NH;;E;;;NH;;;813;813.0
fd5ab2d0-feb7-4974-afc2-61f33e811db9;2025-04-16;1900-01-01 13:35:00;;RS;;;;;RS;;;;;E;;;;;E;;;;;;815;815.0
46ceb258-8d5e-4246-a4b1-2b26df7e7ba0;2025-04-16;1900-01-01 13:37:00;;RL;;;;;RS;;;;;RS;;;;;RS;;;;;;817;817.0
c751d01e-2297-488d-9858-479c795bc07c;2025-04-16;1900-01-01 13:39:00;;RL;;;;;RS;;;;;M;;;;;RL;;;;;;819;819.0
e4751524-fc79-438e-9585-cd79e5f8a5ae;2025-04-16;1900-01-01 13:41:00;;RL;;;;;RS;;;;;RS;;;;;RL;;;;;red;821;821.0
df90280b-33c1-4681-abc9-25daf63c674d;2025-04-16;1900-01-01 13:43:00;Yes;RL;;;;;RS;;;;;RS;;;;;RL;;;;;green;823;823.0
234d006a-e672-4d33-accd-35e0603b8701;2025-04-16;1900-01-01 13:45:00;Yes;RL;;;;;RS;;;;;RS;;;;;RL;;;;;green;825;825.0
efbc8bc6-0248-4e19-a946-4557e6f0be9d;2025-04-16;1900-01-01 13:47:00;Yes;RL;;;;;RS;;;;;RS;;;;;RL;;;;;green;827;827.0
0ac49196-28af-4274-9d9b-fa44ef68fd06;2025-04-16;1900-01-01 13:49:00;Yes;RL;;;;;RS;;;;;RS;;;;;RL;;;;;green;829;829.0
44718ff4-dd9b-451d-a232-6a7f97d9f190;2025-04-16;1900-01-01 13:51:00;Yes;RL;;;;;RS;;;;;RS;;;;;RL;;;;;green;831;831.0
490b13bc-1ca0-4ae9-804e-63d7115c94ef;2025-04-16;1900-01-01 13:53:00;Yes;RL;;;;;RS;;;;;RS;;;;;RL;;;;;green;833;833.0
ca24c3d9-4910-4532-8fac-9d58ffa5ff7a;2025-04-16;1900-01-01 13:55:00;Yes;RL;;;;;RS;;;;;RS;;;;;RL;;;;;green;835;835.0
0cccca72-7138-4a5f-8f9e-b67dfbade650;2025-04-16;1900-01-01 13:57:00;Yes;RL;;;;;RS;;;;;RS;;;;;RL;;;;;green;837;837.0
a86c6bbe-fc0e-4c63-adec-fb6239799b5d;2025-04-16;1900-01-01 13:59:00;;RL;;;;;E;;MN;;;E;;NH;;;RL;;;;;red;839;839.0
34b0537e-c941-45ac-85e7-8e4a7eabeed4;2025-04-16;1900-01-01 14:01:00;Yes;RL;;;;;E;;MN;;;E;;NH;;;RL;;;;;green;841;841.0
ef8c8d6b-29a3-498e-9c04-1de763eb36aa;2025-04-16;1900-01-01 14:03:00;Yes;RL;;;;;E;;MN;;;E;;NH;;;RL;;;;;green;843;843.0
82fd8a8c-f15a-47eb-bb1d-a6ec1c3adf51;2025-04-16;1900-01-01 14:05:00;Yes;RL;;;;;E;;MN;;;E;;NH;;;RL;;;;;green;845;845.0
9312f2b0-468c-4d02-a5e8-250bfb1eb6e7;2025-04-16;1900-01-01 14:07:00;Yes;RL;;;;;E;;MN;;;E;;NH;;;RL;;;;;green;847;847.0
ca2145de-5424-4050-bf09-2798906e38c4;2025-04-16;1900-01-01 14:09:00;Yes;RL;;;;;E;;MN;;;E;;NH;;;RL;;;;;green;849;849.0
10386e9b-3c82-4604-95bd-1edf87e3e3e0;2025-04-16;1900-01-01 14:11:00;;RL;;;;;E;;;MN;;E;;;NH;;RL;;;;;red;851;851.0
2df9ce47-3ebc-4dcc-87e3-1bd5b0616281;2025-04-16;1900-01-01 14:13:00;Yes;RL;;;;;E;;;MN;;E;;;NH;;RL;;;;;green;853;853.0
9c6d14fe-65fc-4bed-badb-7cae40a32b08;2025-04-16;1900-01-01 14:15:00;Yes;RL;;;;;E;;;MN;;E;;;NH;;RL;;;;;green;855;855.0
8d5cde0c-0920-47c7-8c82-5d641c9513b8;2025-04-16;1900-01-01 14:17:00;Yes;RL;;;;;E;;;MN;;E;;;NH;;RL;;;;;green;857;857.0
46116836-926f-4e20-a29e-d64b6ffcb8a4;2025-04-16;1900-01-01 14:19:00;;RL;;;;;E;;;;;M;;;;;RL;;;;;;859;859.0
910539f1-8f5e-49bf-8b1f-1e5616c2f024;2025-04-16;1900-01-01 14:21:00;;RL;;;;;E;;;;;RS;;;;;RS;;;;;red;861;861.0
f3a405f1-0b51-491e-996f-660f3b0a7b10;2025-04-16;1900-01-01 14:23:00;Yes;RL;;;;;E;;;;;RS;;;;;RS;;;;;green;863;863.0
b84a9e42-7d3a-4041-b5cf-3d26cca67b0b;2025-04-16;1900-01-01 14:25:00;Yes;RL;;;;;E;;;;;RS;;;;;RS;;;;;green;865;865.0
aaba7a1b-1e8b-4d37-bafe-22c163b47303;2025-04-16;1900-01-01 14:27:00;Yes;RL;;;;;E;;;;;RS;;;;;RS;;;;;green;867;867.0
385a404b-2f09-4b56-9c68-a9c0618bd490;2025-04-16;1900-01-01 14:29:00;;RS;;;NY;;RS;;;;;RS;;;;;M;;;MS;;;869;869.0
0e91bf27-7d0a-4774-94e5-e927204421c8;2025-04-16;1900-01-01 14:31:00;;RS;;;NH, NY;;GM;NY;;MS;;RS;;;;;GR;NH;;MS;;;871;871.0
76cef9e0-895d-4428-930a-7144584637b6;2025-04-16;1900-01-01 14:33:00;;RL;;;NH, NY;;GG;NY;;MS;;RS;;;;;GR;NH;;MS;;red;873;873.0
ea66b2bb-b49b-4a30-976c-a662b420b580;2025-04-16;1900-01-01 14:35:00;Yes;RL;;;NH, NY;;GG;NY;;MS;;RS;;;;;GR;NH;;MS;;green;875;875.0
33bf8845-deca-4dac-be5d-18eff67081d3;2025-04-16;1900-01-01 14:37:00;Yes;RL;;;NH, NY;;GG;NY;;MS;;RS;;;;;GR;NH;;MS;;green;877;877.0
c32ae66b-2b85-464d-b788-afd066b4e9ed;2025-04-16;1900-01-01 14:39:00;Yes;RL;;;NH, NY;;GG;NY;;MS;;RS;;;;;GR;NH;;MS;;green;879;879.0
7fad3c66-d8f6-42fe-8ea1-5d7084c728c7;2025-04-16;1900-01-01 14:41:00;Yes;RL;;;NH, NY;;GG;NY;;MS;;RS;;;;;GR;NH;;MS;;green;881;881.0
7e779746-78fe-4251-98af-7c179e562ba0;2025-04-16;1900-01-01 14:43:00;;RS;;;;;GG;NY;;MN;;RS;;;NH, NY;;GR;NH;;MN;;;883;883.0
129013aa-27cd-4873-8e4d-c769f1feb32a;2025-04-16;1900-01-01 14:45:00;;RS;;;;;GG;NY;MN;;;GM;NY;NH;;;GR;MN;NH;;;;885;885.0
