ec5_uuid;date;1_TIme;2_NC;4_MZ_Behavior;5_Contact;6_AR;7_3M;8_Occurence;9_Notes;11_SB_Behavior;12_Contact;13_AR;14_3M;15_Occurence;16_Notes;18_GG_Behavior;19_Contact;20_AR;21_3M;22_Occurence;23_Notes;25_TN_Behavior;26_Contact;27_AR;28_3M;29_Occurence;30_Notes;32_SR_Behavior;33_Contact;34_AR;35_3M;36_Occurence;37_Notes;highlight;msm;corrected_msm
365668fa-e527-416e-be9e-ae8735932f81;2025-04-08;1900-01-01 09:52:00;NO;E;;;;;;E;;;;;;PL;;TN;;;;PL;;GG;;;;M;;;;;;;592;592.0
571d3a81-56f3-46d4-aa4d-756ac5d19863;2025-04-08;1900-01-01 09:54:00;NO;E;;;SR;;;E;;SR;;;;E;;TN;;;Playing with TN;E;;GG;;;;RS;;SB;MZ;;;;594;594.0
95c4a6cf-ff37-4bde-8968-8f0155c25304;2025-04-08;1900-01-01 09:56:00;NO;SD;;;SB, SR;;;RS;;;SR, MZ;;;RS;;;;;;E;;;;;;RS;;;MZ, SB;;;;596;596.0
cd97e594-5e96-44cd-aa5b-471dcd737266;2025-04-08;1900-01-01 09:58:00;NO;M;;SR;SB;;;RS;;;MZ, SR;;;E;;;;;;E;;;;;;RS;;MZ;SB;;;;598;598.0
04ae2c0c-4053-432e-97c0-066e77d15c7f;2025-04-08;1900-01-01 10:00:00;NO;M;;;GG, SR;;;RS;;SR;;;;E;;;MZ;;;RS;;;;;;RS;;SB;MZ;;;;600;600.0
b773cd5b-856e-4f31-97bf-bfcfad5915d4;2025-04-08;1900-01-01 10:02:00;NO;M;;;;;;M;;;GG;;;E;;;SB;;;E;;;;;;RS;;;;;;;602;602.0
95033043-e177-44da-afd6-345e85c97bda;2025-04-08;1900-01-01 10:04:00;NO;GG;SB;SR;GG;;;GR;MZ;;GG, SR;;;E;;;MZ, SB;;;E;;;;;;RS;;MZ;SB;;;;604;604.0
007639f2-fae2-4fcf-bd5e-b8e3173308c3;2025-04-08;1900-01-01 10:06:00;NO;GG;SB;SR;;;;GR;MZ;;SR;;;M;;;;;;M;;;;;;RS;;MZ;SB;;;;606;606.0
b7977a73-e950-46a3-9595-efabbf564c22;2025-04-08;1900-01-01 10:08:00;NO;GG;SB;SR;GG;;;GR;MZ;GG;SR;;;E;;SB;MZ;;;M;;;;;;RS;;MZ;SB;;;;608;608.0
b2d4d073-bba4-48fd-a163-04801fcc218e;2025-04-08;1900-01-01 10:10:00;NO;M;;GG, SB;SR;;;E;;GG, MZ;;;;E;;SB, MZ;;;;E;;;;;;RS;;;MZ;;;red;610;610.0
2b600775-e1bf-43cd-a632-253651111380;2025-04-08;1900-01-01 10:12:00;Yes;M;;GG, SB;SR;;;E;;GG, MZ;;;;E;;SB, MZ;;;;E;;;;;;RS;;;MZ;;;green;612;612.0
50838418-af8a-42a5-afd4-ebe2e4404938;2025-04-08;1900-01-01 10:14:00;NO;M;;;;;;M;;;;;;E;;;SR;;;E;;;;;;RS;;;GG;;;;614;614.0
819f4ae9-b3f5-4431-9081-5f322a08d6dd;2025-04-08;1900-01-01 10:16:00;NO;M;;;;;;RS;;;;;;RS;;;SR;;;RS;;;;;;RS;;;GG;;;;616;616.0
32b97707-d028-4a15-a1f6-314f5ba3fc54;2025-04-08;1900-01-01 10:18:00;NO;E;;;;;;RS;;;;;;RS;;;SR;;;RS;;;;;;RS;;;GG;;;;618;618.0
cf4ce46e-8bd0-4808-ac28-8307d166a2e4;2025-04-08;1900-01-01 10:20:00;NO;E;;;;;;RS;;;;;;RL;;;SR;;;RS;;;;;;RS;;;GG;;;;620;620.0
46bcd23d-8786-4372-b261-94aea9854c5c;2025-04-08;1900-01-01 10:22:00;NO;GG;TN;;;;;RS;;;;;;RL;;;SR;;;GR;MZ;;;;;RS;;;GG;;;;622;622.0
0fad6e83-de7c-470e-8551-3e17721275be;2025-04-08;1900-01-01 10:24:00;NO;GG;TN;;;;;M;;;;;;RL;;;SR;;;GR;MZ;;;;;RS;;;GG;;;;624;624.0
1b7466a5-ac06-41a1-ab4c-4d5f083e2324;2025-04-08;1900-01-01 10:26:00;NO;RS;;TN;;;;E;;;;;;RS;;;SR;;;RS;;MZ;;;;RS;;;GG;;;;626;626.0
44669a37-cbfc-4880-986b-c01459a46a15;2025-04-08;1900-01-01 10:28:00;NO;M;;;;;Call from other cage;M;;;;;;RS;;;SR;;;RS;;;;;;RS;;;GG;;;;628;628.0
82586364-51b8-4129-ab25-3ccbeae05674;2025-04-08;1900-01-01 10:31:00;NO;GR;TN;;;;;M;;;;;Display;RS;;;SR;;;GG;MZ;;;;;RS;;;GG;;;;631;630.0
a335d8a1-2d0c-45ee-8aea-7911c7ead2a3;2025-04-08;1900-01-01 10:47:00;NO;E;;;;;;E;;;SR;;;RS;;;;;;E;;;;;;RS;;;SB;;;;647;647.0
1d3b9343-f4cd-4a0b-aae9-31b9fe4c9242;2025-04-08;1900-01-01 10:48:00;NO;E;;;;;;E;;SR;;;;RS;;;;;;E;;;;;;RS;;SB;;;;;648;649.0
78fdc323-df05-4a18-8ddb-48f7a9c13a6d;2025-04-08;1900-01-01 10:50:00;NO;E;;;;;;GG;SR;;;;;RS;;;;;;E;;;;;;GR;SB;;;;;;650;651.0
6a98a52c-70d1-4eaf-bdeb-312fc1571d76;2025-04-08;1900-01-01 10:52:00;NO;M;;;;;Calling;SD;;;SR;;;RS;;;;;;RS;;;;;;RS;;;SB;;;;652;653.0
44009e15-3539-41e7-ae64-ce7fdafd4ea8;2025-04-08;1900-01-01 10:54:00;NO;E;;;;;;RS;;;SR;;;RL;;;;;;RS;;;;;;RS;;;SB;;;red;654;655.0
efc2ec8c-1af0-4b8b-ae1e-6a879d196fdd;2025-04-08;1900-01-01 10:56:00;Yes;E;;;;;;RS;;;SR;;;RL;;;;;;RS;;;;;;RS;;;SB;;;green;656;657.0
d7e0ad01-e888-4b33-8f3d-49148dcb2331;2025-04-08;1900-01-01 10:58:00;Yes;E;;;;;;RS;;;SR;;;RL;;;;;;RS;;;;;;RS;;;SB;;;green;658;659.0
4cafcd4b-c4f1-4208-a23d-8d0b32e4b6e4;2025-04-08;1900-01-01 11:00:00;NO;E;;;;;;SD;;;;;;RL;;;;;;SD;;;;;;RS;;;;;;;660;661.0
3d0a3514-0cc9-4773-8ab0-37300b339004;2025-04-08;1900-01-01 11:02:00;NO;E;;;;;;RS;SR;;;;;RL;;;;;;RS;;;;;;RS;SB;;;;;;662;663.0
427779be-676f-4400-bc92-19d0a9d0d8e2;2025-04-08;1900-01-01 11:04:00;NO;RL;;;;;;RS;;;SR;;Answers call of other cage;RL;;;;;;RS;;;;;;RS;;;;;;;664;665.0
28973919-e114-476b-b5f4-b9e84d42f8cc;2025-04-08;1900-01-01 11:06:00;NO;RL;;;;;;RS;;;SR;;;RL;;;;;;RS;;;;;;E;;;SB;;;red;666;667.0
3e3377d0-bd78-4dd9-9a48-3a53516ea0a0;2025-04-08;1900-01-01 11:08:00;Yes;RL;;;;;;RS;;;SR;;;RL;;;;;;RS;;;;;;E;;;SB;;;green;668;669.0
d4ba6ce3-6c76-4add-a223-7483ab8081b2;2025-04-08;1900-01-01 11:10:00;Yes;RL;;;;;;RS;;;SR;;;RL;;;;;;RS;;;;;;E;;;SB;;;green;670;671.0
0096dcb7-1a30-42b7-b668-eefe281d7314;2025-04-08;1900-01-01 11:12:00;Yes;RL;;;;;;RS;;;SR;;;RL;;;;;;RS;;;;;;E;;;SB;;;green;672;673.0
9d0a9dc5-75a5-41a9-899a-13906ea89b35;2025-04-08;1900-01-01 11:14:00;NO;RL;;;;;;M;;;;;;PL;;TN;;;;PL;;GG;;;;M;;;;;;red;674;675.0
66b2dd33-9c03-4a77-9b51-7b2e0a5ae440;2025-04-08;1900-01-01 11:16:00;Yes;RL;;;;;;M;;;;;;PL;;TN;;;;PL;;GG;;;;M;;;;;;green;676;677.0
13d0325e-78e8-4742-9fb2-a1142da878ff;2025-04-08;1900-01-01 11:18:00;NO;RL;;;;;;E;;;;;;PL;;TN;;;;PL;;GG;;;;RS;;;;;;;678;679.0
4a2f18bd-cb04-4729-af9c-5bbb96da03fe;2025-04-08;1900-01-01 11:20:00;NO;RL;;;;;;PL;;TN, GG;;;Calling;PL;;TN, SB;;;;PL;;GG, SB;;;;RS;;;;;;;680;681.0
d3f5fc3a-2c14-406f-9a36-ba3387322939;2025-04-08;1900-01-01 11:23:00;NO;RS;;;;;;RS;;;;;;RS;;;;;;RS;;;;;;RS;;;;;;;683;683.0
e57570bb-91f8-415e-888b-09fc944e5d86;2025-04-08;1900-01-01 11:25:00;NO;RS;;;;;;RS;;;;;;PL;;TN;;;;PL;;GG;;;;RS;;;;;;;685;685.0
afe03494-4aa3-4939-a2d6-8de9d01804cd;2025-04-08;1900-01-01 11:26:00;NO;RS;;;;;;E;;;;;;RS;;;SR;;;M;;;;;;RS;;;GG;;;;686;687.0
59b823f1-96f1-45f1-a621-c712bb1c9cd9;2025-04-08;1900-01-01 11:29:00;NO;RS;;TN;;;;RS;;;;;;RS;;;;;;M;;MZ;;;;RS;;;;;;;689;689.0
f9479014-bc31-481d-91e7-a55d338bbe39;2025-04-08;1900-01-01 11:31:00;NO;RS;;;;;;RS;;;;;;RS;;;;;;RS;;;;;;RS;;;;;;;691;691.0
477c4f4f-d361-40f9-bbe0-e41765338d56;2025-04-08;1900-01-01 11:33:00;NO;GG;TN;;GG;;;E;;;;;;RS;;;TN, MZ;;;GR;MZ;;GG;;;RS;;;;;;;693;693.0
df3b0e2e-9cdb-4e22-9391-4c86d6c112cc;2025-04-08;1900-01-01 11:35:00;NO;M;;;;;;RS;;;GG;;;RS;;;SB;;;M;;;;;;RS;;;;;;;695;695.0
2bb69d3d-3fca-409f-ab54-cb12fc768499;2025-04-08;1900-01-01 11:36:00;NO;RS;;;;;;RS;;;;;;RS;;;;;;RS;;;;;;RS;;;;;;;696;697.0
865578c9-853b-46b5-b4f8-cf0398e40e7b;2025-04-08;1900-01-01 11:38:00;NO;RS;;;;;;RS;;;;;;RS;;;;;;RS;;;;;;RS;;;;;;;698;699.0
7a44a0f7-5cf0-4b77-b2e1-5e574e36bd5e;2025-04-08;1900-01-01 11:41:00;NO;RS;;;;;;RS;;;;;;RS;;;;;;RS;;;;;;RS;;;;;;;701;701.0
d2940ee7-a9aa-429c-b1a5-702e3d32275f;2025-04-08;1900-01-01 11:42:00;NO;RL;;;;;;SD;;;;;;RS;;;;;;RS;;;;;;RS;;;;;;red;702;703.0
63eb1bb9-c377-471f-8adc-00c3e949056e;2025-04-08;1900-01-01 11:44:00;Yes;RL;;;;;;SD;;;;;;RS;;;;;;RS;;;;;;RS;;;;;;green;704;705.0
3d4c8bb4-9fe4-4aab-88ed-795034280a85;2025-04-08;1900-01-01 13:18:00;NO;E;;;;;;RS;;;;;;E;;;;;;RS;;;;;;RS;;;;;;;798;797.0
1fd0b37a-c35f-499c-a37d-b6c13a7ed178;2025-04-08;1900-01-01 13:20:00;NO;RS;;TN;;;;RS;;;;;;E;;;;;;RS;;MZ;;;;RS;;;;;;;800;799.0
6455f397-a3f1-46a0-8586-1ec29e079045;2025-04-08;1900-01-01 13:22:00;NO;E;;;;;;E;;;;;;E;;;TN;;;E;;;GG;;;RS;;;;;;red;802;801.0
789441d1-5382-4498-9b6e-e21b2e5c8ff4;2025-04-08;1900-01-01 13:25:00;Yes;E;;;;;;E;;;;;;E;;;TN;;;E;;;GG;;;RS;;;;;;green;805;805.0
8e9fb2fe-a729-4cee-b982-dcd807904bc8;2025-04-08;1900-01-01 13:26:00;NO;M;;;;;;E;;;;;;E;;;TN;;;E;;;GG;;;RS;;;;;;red;806;807.0
070e8ec7-9a14-4667-8dfa-5382b5ac8707;2025-04-08;1900-01-01 13:28:00;Yes;M;;;;;;E;;;;;;E;;;TN;;;E;;;GG;;;RS;;;;;;green;808;809.0
ce7f3775-1395-41ea-bfb2-e15a6636c559;2025-04-08;1900-01-01 13:30:00;NO;E;;;;;;RL;;;;;;E;;;;;;E;;;;;;RL;;;;;;red;810;811.0
860f021c-dae2-4613-9c7a-364da16d79a6;2025-04-08;1900-01-01 13:32:00;Yes;E;;;;;;RL;;;;;;E;;;;;;E;;;;;;RL;;;;;;green;812;813.0
b9a4e622-167e-40fa-a603-5f4a46bf01ba;2025-04-08;1900-01-01 13:34:00;NO;E;;;;;;RL;;;GG;;;E;;;SB;;;E;;;;;;RL;;;;;;red;814;815.0
3bb83707-3eb3-490c-afc5-c89738aec1be;2025-04-08;1900-01-01 13:36:00;Yes;E;;;;;;RL;;;GG;;;E;;;SB;;;E;;;;;;RL;;;;;;green;816;817.0
81ecb772-f7ea-485a-ae02-f0cc1bf46d0f;2025-04-08;1900-01-01 13:38:00;NO;RS;;;;;Intens calling in next door cage;RL;;;GG;;;E;;;SB;;;E;;;;;;RS;;;;;;;818;819.0
1afaca97-cb4a-4e33-9f99-f4d42024e5d9;2025-04-08;1900-01-01 13:40:00;NO;E;;;;;;RS;;;GG;;;E;;;SB;;;E;;;;;;RS;;;;;;red;820;821.0
5f48aa80-7d23-40f4-97d8-11082ceb9b98;2025-04-08;1900-01-01 13:42:00;Yes;E;;;;;;RS;;;GG;;;E;;;SB;;;E;;;;;;RS;;;;;;green;822;823.0
d9c7b60b-e4b1-461f-84d5-a5f0ff22005a;2025-04-08;1900-01-01 13:44:00;Yes;E;;;;;;RS;;;GG;;;E;;;SB;;;E;;;;;;RS;;;;;;green;824;825.0
08098dc0-9bc2-4ac2-9d83-23b82620d2d0;2025-04-08;1900-01-01 13:46:00;Yes;E;;;;;;RS;;;GG;;;E;;;SB;;;E;;;;;;RS;;;;;;green;826;827.0
f36a4fc3-f5fc-4d4a-a16c-13034db7f994;2025-04-08;1900-01-01 13:49:00;Yes;E;;;;;;RS;;;GG;;;E;;;SB;;;E;;;;;;RS;;;;;;green;829;829.0
41756578-b795-444f-a8d9-975939946159;2025-04-08;1900-01-01 13:50:00;NO;RL;;;;;;SD;;;;;;RS;;;;;;E;;;;;;RS;;;;;;red;830;831.0
f3292102-9f4a-434f-81cc-a0b991774883;2025-04-08;1900-01-01 13:52:00;Yes;RL;;;;;;SD;;;;;;RS;;;;;;E;;;;;;RS;;;;;;green;832;833.0
988e5283-7fcd-446f-8939-6ebcac3bbd70;2025-04-08;1900-01-01 13:54:00;Yes;RL;;;;;;SD;;;;;;RS;;;;;;E;;;;;;RS;;;;;;green;834;835.0
08d854fd-97a8-4294-a0af-ce82678682ed;2025-04-08;1900-01-01 13:56:00;NO;RL;;;TN;;;RS;;;SR;;;RL;;;;;;E;;;MZ;;;RS;;;SB;;;red;836;837.0
75f67bfa-6d30-4ccb-8564-29a8a3aa9d03;2025-04-08;1900-01-01 13:58:00;Yes;RL;;;TN;;;RS;;;SR;;;RL;;;;;;E;;;MZ;;;RS;;;SB;;;green;838;839.0
485b6051-09b0-4b62-8a19-a85e691b0f30;2025-04-08;1900-01-01 14:00:00;NO;E;;;;;;RS;;;SR;;;RL;;;;;;E;;;;;;RS;;;SB;;;;840;841.0
8c573a65-83b8-4ac3-9727-2d5adde9e2b6;2025-04-08;1900-01-01 14:02:00;NO;RS;;;;;;RS;;;SR;;;RL;;;;;;RS;;;;;;RS;;;SB;;;red;842;843.0
85521195-721a-47fb-bd30-8059a879bd62;2025-04-08;1900-01-01 14:04:00;Yes;RS;;;;;;RS;;;SR;;;RL;;;;;;RS;;;;;;RS;;;SB;;;green;844;845.0
3d4764b9-c1b9-4b52-8770-12da424f5193;2025-04-08;1900-01-01 14:06:00;NO;RS;;;;;;RS;;;SR;;;E;;;;;;RS;;;;;;RS;;;SB;;;red;846;847.0
b33b1a88-236b-4276-b20c-cbf35e468a2f;2025-04-08;1900-01-01 14:08:00;Yes;RS;;;;;;RS;;;SR;;;E;;;;;;RS;;;;;;RS;;;SB;;;green;848;849.0
113979a0-a1f4-407e-823a-ba04a4ca2edc;2025-04-08;1900-01-01 14:10:00;NO;RS;;;;;;RS;;;;;;SD;;;;;;RS;;;;;;RS;;;;;;;850;851.0
6875cafb-e294-495c-aa84-e94b26e58cb1;2025-04-08;1900-01-01 14:12:00;NO;M;;;;;;RS;;;;;;GG;SR;;;;;RS;;;;;;GR;GG;;;;;;852;853.0
1f9456dd-6a99-4135-b083-567d2e20a894;2025-04-08;1900-01-01 14:14:00;NO;RL;;;TN;;;RS;;;SR;;;RS;;;SR;;;RS;;;MZ;;;RS;;;SB, GG;;;;854;855.0
3a895109-b461-447f-aefb-dc0f8530c8ce;2025-04-08;1900-01-01 14:16:00;NO;RL;;;TN;;;RS;;;;;;RS;;;SR;;;RS;;;MZ;;;M;;;GG;;;;856;857.0
891d15b9-d8df-4331-8310-a5ee3a77fcef;2025-04-08;1900-01-01 14:18:00;NO;RL;;;TN;;;RS;;GG;SR;;;RS;;SB, SR;;;;RS;;;MZ;;;RS;;GG;SB;;;;858;859.0
51a90fef-6fa7-4743-a008-50edebe546df;2025-04-08;1900-01-01 14:20:00;NO;RL;;;TN;;;M;;SR;GG;;;RS;;SB;SB;;;RS;;;MZ;;;M;;SB, GG;;;;;860;861.0
a309668a-9403-42e2-ac5e-76ee7b2a9704;2025-04-08;1900-01-01 14:22:00;NO;RL;;;TN;;;RS;;;SR;;;RS;;;SR;;;M;;;MZ;;;RS;;;SB, GG;;;;862;863.0
47551109-71ca-4a0a-bd57-aad3331e5ac9;2025-04-08;1900-01-01 14:24:00;NO;RL;;;;;;RS;;;;;;RS;;;SR;;;E;;;;;;RS;;;GG;;;red;864;865.0
a252fc0a-3e16-4331-a10d-eca1084cd6e5;2025-04-08;1900-01-01 14:26:00;Yes;RL;;;;;;RS;;;;;;RS;;;SR;;;E;;;;;;RS;;;GG;;;green;866;867.0
34edf2dc-1a00-4f1b-8358-fe14d1b60ef1;2025-04-08;1900-01-01 14:28:00;NO;M;;;TN;;;RS;;;;;;RS;;;SR;;;E;;;MZ;;;RS;;;GG;;;;868;869.0
aa3e7691-b026-4919-af9f-6c5cc9afccbf;2025-04-08;1900-01-01 14:30:00;NO;RS;;TN;;;;RS;;;;;;RS;;;SR;;;E;;MZ;;;;RS;;;GG;;;;870;871.0
b5bd7170-85a8-42a4-8f37-918b218d29e4;2025-04-08;1900-01-01 14:32:00;NO;RS;;;TN;;;RS;;;;;;RS;;;SR;;;E;;;MZ;;;RS;;;GG;;;;872;873.0
4a823890-902d-44cb-8193-ef2687eb9d6e;2025-04-08;1900-01-01 14:34:00;NO;RS;;;;;;RS;;;;;;RS;;SR;;;;E;;;;;;RS;;GG;;;;;874;875.0
8c7ac39b-9927-42fe-871a-0b2fdc4e263e;2025-04-08;1900-01-01 14:36:00;NO;RS;;;;;;RL;;;SR;;;M;;;SR;;;M;;;;;;RS;;;SB, GG;;;;876;877.0
4febd9d5-7d6e-4519-bcda-7bfb1a71c1ca;2025-04-08;1900-01-01 14:38:00;NO;M;;;;;;RL;;;SR;;;RS;;;SR;;;E;;;;;;RS;;;GG, SB;;;;878;879.0
cef127b0-7064-4e40-b83a-4d25b4c17a42;2025-04-08;1900-01-01 14:40:00;NO;RS;;;;;;RL;;;SR;;;RS;;;;;;RS;;;;;;RS;;;SB;;;;880;881.0
2fec1b8d-63f4-4efb-96ca-e087c7891fb2;2025-04-08;1900-01-01 14:42:00;NO;E;;;;;;RL;;;SR;;;RS;;;;;;E;;;;;;RS;;;SB;;;;882;883.0
00d198d6-998d-4344-8fdf-fa8c2c42196a;2025-04-08;1900-01-01 14:44:00;NO;E;;TN;;;;RS;;;SR;;;RS;;;;;;E;;MZ;;;;RS;;;SB;;;;884;885.0
