ec5_uuid,created_at,1_TIme,2_NC,4_ST_Behavior,5_Contact,6_AR,7_3M,8_Notes,10_NY_Behavior,11_Contact,12_AR,13_3M,14_Notes,16_SR_Behavior,17_Contact,18_AR,19_3M,20_Notes,22_TK_Behavior,23_Contact,24_AR,25_3M,26_Notes,28_TN_Behavior,29_Contact,30_AR,31_3M,32_Notes,34_LN_Behavior,35_Contact,36_AR,37_3M,38_Notes,40_MT_Behavior,41_Contact,42_AR,43_3M,44_Notes,46_NR_Behavior,47_Contact,48_AR,49_3M,50_Notes,date_dt,date_str,condition,date,msm,group,Ind1,behaviour,partner,notes,playing,aggression,trial,phase,block_ID,qualifier,4_MS_Behavior,10_ST_Behavior,16_NH_Behavior,22_LN_Behavior,28_NR_Behavior,34_MN_Behavior,40_NY_Behavior,4_MZ_Behavior,8_Occurence,9_Notes,11_SB_Behavior,12_Contact,13_AR,14_3M,15_Occurence,16_Notes,18_GG_Behavior,19_Contact,20_AR,21_3M,22_Occurence,23_Notes,25_TN_Behavior,26_Contact,27_AR,28_3M,29_Occurence,30_Notes,32_SR_Behavior,33_Contact,34_AR,35_3M,36_Occurence,37_Notes,38_MS_Behavior,39_Contact,40_AR,41_3M,42_Occurence,43_Notes,44_LN_Behavior,45_Contact,46_AR,47_3M,48_Occurence,49_Notes,50_NR_Behavior,51_Contact,52_AR,53_3M,54_Occurence,55_Notes
84b6eb6b-8259-40cc-a8b7-41ef420b46f9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_Occurrence,19-05-2025,618.0,B,MN,DS,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0ca64fd8-4b09-4dc3-9d63-86a8ae0339f8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_Occurrence,19-05-2025,620.0,B,NH,DS,,Towards cage c,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0ca64fd8-4b09-4dc3-9d63-86a8ae0339f8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_Occurrence,19-05-2025,620.0,B,MN,DS,,Display towards cage c and then runs away,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d0479311-f0f4-4c78-a8a7-a141ac5cd3bb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_Occurrence,20-05-2025,690.0,B,NH,RS,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d0479311-f0f4-4c78-a8a7-a141ac5cd3bb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_Occurrence,20-05-2025,690.0,B,MN,DS,,Towards cage c,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fa1173c5-fdae-4a79-a07b-615427603b70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_Occurrence,30-05-2025,866.0,B,NR,PL,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fa1173c5-fdae-4a79-a07b-615427603b70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_Occurrence,30-05-2025,866.0,B,MN,PL,,Minato Norio play,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f341e77c-c1ff-4de0-90fa-2723120e335b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_Occurrence,30-05-2025,869.0,B,NR,PL,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f341e77c-c1ff-4de0-90fa-2723120e335b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_Occurrence,30-05-2025,869.0,B,MN,PL,,Minato Norio play,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e7aa0734-8663-41c9-aed0-b5cba8f4cfbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_Occurrence,31-05-2025,588.0,B,NR,PL,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e7aa0734-8663-41c9-aed0-b5cba8f4cfbe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_Occurrence,31-05-2025,588.0,B,MN,PL,,Norio Minato play,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d233dd38-e546-4d3f-a7a5-5ed500477ba0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_Occurrence,31-05-2025,846.0,B,NR,PL,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d233dd38-e546-4d3f-a7a5-5ed500477ba0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_Occurrence,31-05-2025,846.0,B,MN,PL,,Minato Naoya played,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d97395a8-f967-45bf-ad22-6c3f2b76f04a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_Occurrence,31-05-2025,859.0,B,NR,PL,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d97395a8-f967-45bf-ad22-6c3f2b76f04a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_Occurrence,31-05-2025,859.0,B,MN,PL,,Norio Minato play,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2b04628-495d-4a6d-aa06-afbedb5b9bea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_Occurrence,16-04-2025,579.0,B,MN,DS,,Towards cage c,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f3e5dfea-8396-4bf4-b44a-8a3d62935e7e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_Occurrence,16-04-2025,583.0,B,NH,DS,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f3e5dfea-8396-4bf4-b44a-8a3d62935e7e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_Occurrence,16-04-2025,583.0,B,NH,DS,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f3e5dfea-8396-4bf4-b44a-8a3d62935e7e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_Occurrence,16-04-2025,583.0,B,MN,DS,,Displayed pan hoot,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9e7f4adf-46b9-4050-90ff-ad45ab1c7ff0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_Occurrence,16-04-2025,653.0,B,NH,AG,"MN, NY",,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9e7f4adf-46b9-4050-90ff-ad45ab1c7ff0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_Occurrence,16-04-2025,653.0,B,MN,AG,"NH, NY",Ag towards ny,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9e7f4adf-46b9-4050-90ff-ad45ab1c7ff0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_Occurrence,16-04-2025,653.0,B,NY,AG,"NH, MN",,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1c807d5f-f6ee-4f99-8262-7093058d0410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_Occurrence,16-04-2025,656.0,B,MS,DS,,All for of them displayed toward cage c,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1c807d5f-f6ee-4f99-8262-7093058d0410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_Occurrence,16-04-2025,656.0,B,NH,DS,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1c807d5f-f6ee-4f99-8262-7093058d0410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_Occurrence,16-04-2025,656.0,B,MN,DS,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1c807d5f-f6ee-4f99-8262-7093058d0410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_Occurrence,16-04-2025,656.0,B,NY,DS,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96b5bc45-609a-4e46-942d-899748f2e30b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_Occurrence,16-04-2025,657.0,B,MS,DS,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96b5bc45-609a-4e46-942d-899748f2e30b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_Occurrence,16-04-2025,657.0,B,NH,DS,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96b5bc45-609a-4e46-942d-899748f2e30b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_Occurrence,16-04-2025,657.0,B,MN,DS,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96b5bc45-609a-4e46-942d-899748f2e30b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_Occurrence,16-04-2025,657.0,B,NY,DS,,All of them displayed toward cage c,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f01b9606-a535-4c4a-834f-f7659f6475b8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_Occurrence,17-04-2025,881.0,B,MS,PL,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f01b9606-a535-4c4a-834f-f7659f6475b8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_Occurrence,17-04-2025,881.0,B,NY,PL,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1633cc6d-7444-45df-bae9-a1296ff55643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_Occurrence,30-04-2025,608.0,B,MN,AG,,Ag towards cage c,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1633cc6d-7444-45df-bae9-a1296ff55643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_Occurrence,30-04-2025,608.0,B,MN,DS,,Ag towards cage c,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c5f2bdd-596a-40b6-a8c0-50fb1a5ea65d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_Occurrence,30-04-2025,620.0,B,MS,PL,NY,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c5f2bdd-596a-40b6-a8c0-50fb1a5ea65d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_Occurrence,30-04-2025,620.0,B,NY,PL,MS,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4e4ddc5-7b29-4cae-a6b3-f9fdad537e26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_Occurrence,30-04-2025,622.0,B,MS,PL,NY,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4e4ddc5-7b29-4cae-a6b3-f9fdad537e26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_Occurrence,30-04-2025,622.0,B,NY,PL,MS,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7d19fe0a-98e5-4f45-bfff-aab5eff828ea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_Occurrence,30-04-2025,624.0,B,MS,PL,NY,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7d19fe0a-98e5-4f45-bfff-aab5eff828ea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_Occurrence,30-04-2025,624.0,B,NY,PL,MS,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14b4f314-6807-4296-a002-f7864aa0cdb3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_Occurrence,30-04-2025,798.0,B,NY,AG,MS,Towards MS,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e49d37a8-6aad-444a-a0d9-ed75f9aaad62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_Occurrence,30-04-2025,806.0,B,MN,AG,,Towards cage c,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1a889edf-4872-4e2e-9289-4627e9e5145c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_Occurrence,30-04-2025,838.0,B,MS,AG,,AG TOWARDS NY,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ef6cfab1-3700-4470-82dc-f7b09cada5bf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_Occurrence,05-01-2025,611.0,B,MN,AG,,Towards cage c,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a194f187-e0dc-4fb7-8f90-089c5f5bbba1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_Occurrence,05-01-2025,613.0,B,NH,DS,,Towards cage c,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a194f187-e0dc-4fb7-8f90-089c5f5bbba1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_Occurrence,05-01-2025,613.0,B,MN,DS,,Towards cage c,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77597533-b63b-4103-87b8-57279ab1e9da,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_Occurrence,05-01-2025,615.0,B,NH,AG,,Towards cage c,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77f63139-8051-4f35-b7f8-2a4c6685c15d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_Occurrence,05-01-2025,663.0,B,MS,PL,NY,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77f63139-8051-4f35-b7f8-2a4c6685c15d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_Occurrence,05-01-2025,663.0,B,NY,PL,MS,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1a21849d-25b2-4991-acbc-5cdb128e8799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_Occurrence,05-01-2025,665.0,B,MS,PL,NY,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1a21849d-25b2-4991-acbc-5cdb128e8799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_Occurrence,05-01-2025,665.0,B,NY,PL,MS,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47002f4d-a318-43c5-a2a9-282be2496a20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_Occurrence,05-01-2025,667.0,B,MS,PL,NY,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47002f4d-a318-43c5-a2a9-282be2496a20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_Occurrence,05-01-2025,667.0,B,NY,PL,MS,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116b0769-9c10-4d37-a141-6b15c6eefb8a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_Occurrence,05-01-2025,669.0,B,MS,PL,NY,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116b0769-9c10-4d37-a141-6b15c6eefb8a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_Occurrence,05-01-2025,669.0,B,NY,PL,MS,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a7d514f9-4d2d-4aca-b9c4-bc869fc0c352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_Occurrence,05-01-2025,671.0,B,MS,PL,NY,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a7d514f9-4d2d-4aca-b9c4-bc869fc0c352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_Occurrence,05-01-2025,671.0,B,NY,PL,MS,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5cf73e78-6a0f-45e8-9314-796f62e0078b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_Occurrence,05-01-2025,673.0,B,MS,PL,NY,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5cf73e78-6a0f-45e8-9314-796f62e0078b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_Occurrence,05-01-2025,673.0,B,NY,PL,MS,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16b23895-d4fb-4b5a-b0ad-369f97db1ba7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_Occurrence,05-01-2025,675.0,B,MS,PL,NY,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16b23895-d4fb-4b5a-b0ad-369f97db1ba7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_Occurrence,05-01-2025,675.0,B,NY,PL,MS,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1ffbee03-6fe3-4bc5-a6f3-2025976c5e65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_Occurrence,05-01-2025,677.0,B,MS,PL,NY,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1ffbee03-6fe3-4bc5-a6f3-2025976c5e65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_Occurrence,05-01-2025,677.0,B,NY,PL,MS,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12a5383b-eacc-477c-895f-b31373242f98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_Occurrence,05-01-2025,817.0,B,MS,PL,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12a5383b-eacc-477c-895f-b31373242f98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_Occurrence,05-01-2025,817.0,B,NY,PL,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4e7dfab7-6087-44f6-aa87-05eb126bb2d9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_Occurrence,15-05-2025,630.0,B,MN,DS,,Displayed toward cage a,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d9b1b2fa-cea3-42e0-9951-c94b94984aca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_Occurrence,15-05-2025,646.0,B,NY,AG,,AG towards MS,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3d03a54d-cec2-4479-8d8e-6bec75deb0eb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All_Occurrence,15-05-2025,871.0,B,MS,DS,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2021bc8-d46f-47e4-8a32-24726700a0b6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Playback,12-03-2025,843.0,B_1,NH,D,,,0.0,1.0,1,enrich,enrich_B_1_trial1_sec_play,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7e373872-3d0f-4779-889f-01102d52128e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Playback,12-03-2025,845.0,B_1,NH,D,,,0.0,1.0,1,enrich,enrich_B_1_trial1_sec_play,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecfc7357-f1d3-4a3e-9c03-68040660035b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Playback,12-03-2025,847.0,B_1,ST,D,NH,,0.0,1.0,1,enrich,enrich_B_1_trial1_sec_play,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecfc7357-f1d3-4a3e-9c03-68040660035b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Playback,12-03-2025,847.0,B_1,NH,D,ST,,0.0,1.0,1,enrich,enrich_B_1_trial1_sec_play,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9de25b42-d6c4-4733-b67e-5080ea954b05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Playback,12-03-2025,849.0,B_1,ST,D,NH,,0.0,1.0,1,enrich,enrich_B_1_trial1_sec_play,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9de25b42-d6c4-4733-b67e-5080ea954b05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Playback,12-03-2025,849.0,B_1,NH,D,ST,,0.0,1.0,1,enrich,enrich_B_1_trial1_sec_play,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7042277d-2331-47be-9021-80a990a01672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Playback,12-03-2025,861.0,B_1,NH,D,,,0.0,1.0,1,enrich,enrich_B_1_trial1_sec_play,S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eb57ce1a-0fc2-4b11-bece-1a215981a5a6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Playback,12-03-2025,867.0,B_1,MS,PL,NH,,1.0,0.0,1,enrich,enrich_B_1_trial1_sec_play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eb57ce1a-0fc2-4b11-bece-1a215981a5a6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Playback,12-03-2025,867.0,B_1,NH,PL,MS,,1.0,0.0,1,enrich,enrich_B_1_trial1_sec_play,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
