ec5_uuid;date;1_TIme;2_NC;4_MZ_Behavior;5_Contact;6_AR;7_3M;8_Occurence;9_Notes;11_SB_Behavior;12_Contact;13_AR;14_3M;15_Occurence;16_Notes;18_GG_Behavior;19_Contact;20_AR;21_3M;22_Occurence;23_Notes;25_TN_Behavior;26_Contact;27_AR;28_3M;29_Occurence;30_Notes;32_SR_Behavior;33_Contact;34_AR;35_3M;36_Occurence;37_Notes;highlight;msm;corrected_msm
048cf693-e370-42c9-889c-5dc7cffb713b;2025-04-09;1900-01-01 11:12:00;Yes;RL;;;;;;RS;;;;;;RS;;TN;;;;RS;;GG;;;;;;;;;;green;672;671.0
3755b038-93cd-4b4e-bcdc-f9d915f1aac3;2025-04-09;1900-01-01 11:13:00;Yes;RL;;;;;;RS;;;;;;RS;;TN;;;;RS;;GG;;;;;;;;;;green;673;673.0
d477bdfd-d5a2-4f98-a26d-27b7e4e898c9;2025-04-09;1900-01-01 11:16:00;NO;RL;;;;;;RS;;;;;;RS;;;;;;RS;;;;;;;;;;;;red;676;675.0
826a9a1d-7b5b-474f-b59a-9dbf1bd22485;2025-04-09;1900-01-01 11:17:00;Yes;RL;;;;;;RS;;;;;;RS;;;;;;RS;;;;;;;;;;;;green;677;677.0
fcad9f33-a045-46ba-a886-cfa85b7d29bd;2025-04-09;1900-01-01 11:20:00;NO;RL;;;;;;RS;;;;;;RS;;;;;;E;;;;;;;;;;;;red;680;679.0
15da0978-500e-4105-90a2-f4c3ef1d47b2;2025-04-09;1900-01-01 11:22:00;Yes;RL;;;;;;RS;;;;;;RS;;;;;;E;;;;;;;;;;;;green;682;681.0
cc537aac-ea40-4871-827d-b7e3936371ee;2025-04-09;1900-01-01 11:24:00;Yes;RL;;;;;;RS;;;;;;RS;;;;;;E;;;;;;;;;;;;green;684;683.0
64a828cd-350c-4a91-8da4-a73709350a99;2025-04-09;1900-01-01 11:26:00;NO;E;;;;;;RS;;;;;;M;;;;;;E;;;;;;;;;;;;;686;685.0
48fbbee3-bf0e-4842-ae49-1e8c34379c25;2025-04-09;1900-01-01 11:27:00;NO;RS;;;;;;RS;;;;;;GG;TN;;;;;GR;GG;;;;;;;;;;;red;687;687.0
74ac8c1b-142b-4124-bbdf-89e3c076982e;2025-04-09;1900-01-01 11:30:00;Yes;RS;;;;;;RS;;;;;;GG;TN;;;;;GR;GG;;;;;;;;;;;green;690;689.0
9c0cd685-a3f2-4977-b0cd-23f59ec776f8;2025-04-09;1900-01-01 11:31:00;NO;GR;TN;GG;;;;RS;;;;;;RS;;MZ, TN;;;;GG;MZ;GG;;;;;;;;;;;691;691.0
618e9bb7-c1fe-4333-a5b0-f058b2e4e577;2025-04-09;1900-01-01 11:33:00;NO;E;;GG, TN;;;;RS;;;;;;RS;;TN, MZ;;;;RS;;MZ, GG;;;;;;;;;;red;693;693.0
4d1811c3-1689-4638-8805-37126e075bd3;2025-04-09;1900-01-01 11:36:00;Yes;E;;GG, TN;;;;RS;;;;;;RS;;TN, MZ;;;;RS;;MZ, GG;;;;;;;;;;green;696;695.0
c5422823-2de8-4345-bc33-10f9b59dbe78;2025-04-09;1900-01-01 11:38:00;Yes;E;;GG, TN;;;;RS;;;;;;RS;;TN, MZ;;;;RS;;MZ, GG;;;;;;;;;;green;698;697.0
94d0a6c1-6475-4c28-aef6-7b80dbf33a2b;2025-04-09;1900-01-01 11:40:00;NO;RS;;GG, TN;;;;RS;;;;;;RS;;TN, MZ;;;;RS;;MZ, GG;;;;;;;;;;red;700;699.0
83747087-e967-4edc-8131-c35933fcaedd;2025-04-09;1900-01-01 11:42:00;Yes;RS;;GG, TN;;;;RS;;;;;;RS;;TN, MZ;;;;RS;;MZ, GG;;;;;;;;;;green;702;701.0
b22c3bda-0155-4550-86fc-2ba3e4f3893e;2025-04-09;1900-01-01 11:44:00;Yes;RS;;GG, TN;;;;RS;;;;;;RS;;TN, MZ;;;;RS;;MZ, GG;;;;;;;;;;green;704;703.0
3f05bc2a-891b-4f89-80fd-e672f8300035;2025-04-09;1900-01-01 11:46:00;Yes;RS;;GG, TN;;;;RS;;;;;;RS;;TN, MZ;;;;RS;;MZ, GG;;;;;;;;;;green;706;705.0
4da73b13-2141-4b97-9622-104ba826bef9;2025-04-09;1900-01-01 13:17:00;NO;E;;TN;;;;E;;;;;;E;;;;;;E;;MZ;;;;;;;;;;;797;797.0
a382ea5d-ca0a-4e0a-be7c-1e86f6665ce4;2025-04-09;1900-01-01 13:19:00;NO;E;;;TN;;;E;;;;;;RS;;;;;;E;;;MZ;;;;;;;;;;799;799.0
127aacdf-4a01-4b30-bf9c-e682d29356bb;2025-04-09;1900-01-01 13:21:00;NO;E;;TN;;;;E;;;;;;E;;;;;;E;;MZ;;;;;;;;;;;801;801.0
eb3eaa5b-82c3-4362-89ba-98d87eaad5e5;2025-04-09;1900-01-01 13:23:00;NO;GG;TN;;;;;E;;;;;;E;;;;;;GR;MZ;;;;;;;;;;;;803;803.0
5be608ea-b7ad-4b93-9956-00439d0988dc;2025-04-09;1900-01-01 13:25:00;NO;E;;GG;;;;M;;;;;;RS;;MZ;;;;E;;;;;;;;;;;;;805;805.0
ee7dc8e1-7f09-4390-b2fd-9119364363c4;2025-04-09;1900-01-01 13:27:00;NO;E;;;TN;;;E;;;;;;RS;;;;;;E;;;GG;;;;;;;;;;807;807.0
b97686ba-2265-4c82-b9cc-cdc517acfeb5;2025-04-09;1900-01-01 13:29:00;NO;RS;;;;;;E;;;;;;RS;;;;;;E;;;;;;;;;;;;;809;809.0
610014e5-4e07-4104-b8be-3cd20b2e6a20;2025-04-09;1900-01-01 13:31:00;NO;GG;TN;;;;;E;;;;;;RS;;;;;;GR;MZ;;;;;;;;;;;;811;811.0
737cb552-071a-40b9-ad72-813e43321246;2025-04-09;1900-01-01 13:33:00;NO;RS;;GG;;;;E;;;;;;RS;;MZ;;;;E;;;;;;;;;;;;red;813;813.0
c562d5ef-1d3f-454c-a7fb-7c05565ca5a9;2025-04-09;1900-01-01 13:35:00;Yes;RS;;GG;;;;E;;;;;;RS;;MZ;;;;E;;;;;;;;;;;;green;815;815.0
7f18f4b7-e429-4ce4-86c6-24c8d61d817c;2025-04-09;1900-01-01 13:37:00;NO;RS;;;;;;E;;;;;;M;;;;;;M;;;;;;;;;;;;;817;817.0
2a5304ea-9d7f-4fd8-969c-ba9321d42bf2;2025-04-09;1900-01-01 13:39:00;NO;RS;;;;;;E;;GG;;;;E;;SB;;;;E;;;;;;;;;;;;;819;819.0
0c1e08ea-5295-447e-98b0-9c337a94c0d1;2025-04-09;1900-01-01 13:41:00;NO;E;;;;;;E;;;;;;E;;TN;;;;E;;GG;;;;;;;;;;;821;821.0
a45a5c6f-3170-40bd-8c83-e8c4d5f91a82;2025-04-09;1900-01-01 13:43:00;NO;M;;;;;;M;;;;;;RS;;;;;;M;;;;;TN grabbed SB got chased away by GG and MZ;;;;;;;;823;823.0
c647d168-7ec4-4b50-871c-e0c4cf890554;2025-04-09;1900-01-01 13:45:00;NO;M;;;GG, SB;;;RS;;GG;MZ;;;RS;;SB;MZ;;;RS;;;;;;;;;;;;;825;825.0
7fd9dc72-ae27-4c4a-8e4e-9aaf3b5b5c20;2025-04-09;1900-01-01 13:47:00;NO;RS;;TN;;;;M;;;;;;RS;;;;;;RS;;MZ;;;;;;;;;;;827;827.0
47535146-d444-4693-9563-c412924615ab;2025-04-09;1900-01-01 13:49:00;NO;RS;;;;;;RS;;;;;;RS;;;;;;E;;;;;;;;;;;;;829;829.0
03e04347-3fd1-4787-9d8e-e3218ef6da23;2025-04-09;1900-01-01 13:51:00;NO;RS;;;;;;RS;;;;;;E;;;;;;E;;;;;;;;;;;;;831;831.0
a5942885-d5c5-41a6-ad48-5f3bd05b5a99;2025-04-09;1900-01-01 13:53:00;NO;RS;;;;;;M;;;;;;E;;;;;;E;;;;;;;;;;;;;833;833.0
f10eb9ef-ea75-4de0-97bc-0fa758590f9b;2025-04-09;1900-01-01 13:55:00;NO;E;;;;;;E;;;;;;E;;;;;;E;;;;;;;;;;;;red;835;835.0
b47d02cd-0136-4f6b-8a1e-a91f7920615a;2025-04-09;1900-01-01 13:57:00;Yes;E;;;;;;E;;;;;;E;;;;;;E;;;;;;;;;;;;green;837;837.0
d79278ed-6b6e-4c14-ae46-90300e2e5940;2025-04-09;1900-01-01 13:59:00;Yes;E;;;;;;E;;;;;;E;;;;;;E;;;;;;;;;;;;green;839;839.0
3b241d36-7cee-4ef3-8ee7-1777cc03a6bb;2025-04-09;1900-01-01 14:01:00;Yes;E;;;;;;E;;;;;;E;;;;;;E;;;;;;;;;;;;green;841;841.0
deecce76-aedd-4c21-be4e-1b3627061311;2025-04-09;1900-01-01 14:03:00;NO;E;;;;;;RS;;;;;;RS;;;TN;;;E;;;GG;;;;;;;;;;843;843.0
5d5e5abd-59fd-4974-ac6d-944b8f76a6bc;2025-04-09;1900-01-01 14:05:00;NO;E;;;;;;M;;;;;;E;;;;;;E;;;;;;;;;;;;;845;845.0
955c7944-f648-4a37-b8f0-2a596563c402;2025-04-09;1900-01-01 14:07:00;NO;E;;;;;;RS;;;;;;E;;;;;;E;;;;;;;;;;;;;847;847.0
fb051c6f-da7c-47ae-945a-5144b46cb86b;2025-04-09;1900-01-01 14:09:00;NO;PL;;TN;;;;RS;;;;;;E;;;;;;PL;;MZ;;;;;;;;;;;849;849.0
4228a5d9-70ab-4e3f-9189-04ad6e6784f6;2025-04-09;1900-01-01 14:11:00;NO;PL;;TN;;;;M;;;;;;E;;;;;;PL;;MZ;;;;;;;;;;;851;851.0
cdb292c6-9df8-4003-a665-851032561ff9;2025-04-09;1900-01-01 14:13:00;NO;E;;;;;;RS;;;;;;E;;;;;;E;;;;;;;;;;;;red;853;853.0
e4b62444-5602-4ed1-bac3-8e655a0a88f0;2025-04-09;1900-01-01 14:15:00;Yes;E;;;;;;RS;;;;;;E;;;;;;E;;;;;;;;;;;;green;855;855.0
ef797c36-f677-413d-9d5a-5d159e408a5f;2025-04-09;1900-01-01 14:17:00;NO;M;;;;;;E;;;;;;E;;;;;;M;;;;;;;;;;;;;857;857.0
8968a968-8ab7-42fa-9139-9ee21a610e2e;2025-04-09;1900-01-01 14:19:00;NO;RS;;TN;;;;E;;;;;;E;;;;;;RS;;MZ;;;;;;;;;;;859;859.0
ca734bb9-3429-45e9-b6bb-a52b45d120d0;2025-04-09;1900-01-01 14:21:00;NO;E;;;TN, GG;;;RS;;;;;;E;;;MZ, TN;;;E;;GG, MZ;;;SB GG TN playing;;;;;;;;861;861.0
e87351b0-0757-4e6a-a397-bd87f29fe22c;2025-04-09;1900-01-01 14:23:00;NO;E;;;TN;;;RS;;;;;;E;;;;;;E;;;MZ;;;;;;;;;red;863;863.0
0472c9b5-ff8a-4b1e-9b3e-08ad8b1915ef;2025-04-09;1900-01-01 14:25:00;Yes;E;;;TN;;;RS;;;;;;E;;;;;;E;;;MZ;;;;;;;;;green;865;865.0
1a0d7d39-1612-40ea-96c3-89d28d3d451a;2025-04-09;1900-01-01 14:27:00;Yes;E;;;TN;;;RS;;;;;;E;;;;;;E;;;MZ;;;;;;;;;green;867;867.0
96e090c0-2594-449d-bd46-a6880ccaeda2;2025-04-09;1900-01-01 14:29:00;NO;RS;;GG, SB;;;;RS;;GG, MZ;;;;E;;SB, MZ;;;;E;;;;;;;;;;;;;869;869.0
3ddc24d2-52c0-4f12-8ef1-8611f831eae3;2025-04-09;1900-01-01 14:31:00;NO;GM;;GG, SB;;;;GM;;GG, MZ;;;;GM;;MZ, SB;;;;E;;;;;;;;;;;;red;871;871.0
68f8c5e0-79df-4e43-b11d-320a632b8d42;2025-04-09;1900-01-01 14:33:00;Yes;GM;;GG, SB;;;;GM;;GG, MZ;;;;GM;;MZ, SB;;;;E;;;;;;;;;;;;green;873;873.0
746571bd-9e11-4439-9fbe-5607639f6dd8;2025-04-09;1900-01-01 14:34:00;NO;RS;;GG, SB;;;;RS;;GG, MZ;;;;RS;;MZ, SB;;;;E;;;;;;;;;;;;red;874;875.0
ee198319-a82d-4da0-80ed-e1d80385dece;2025-04-09;1900-01-01 14:37:00;Yes;RS;;GG, SB;;;;RS;;GG, MZ;;;;RS;;MZ, SB;;;;E;;;;;;;;;;;;green;877;877.0
7c602e46-cce9-4756-89a0-5a592a92cbaf;2025-04-09;1900-01-01 14:39:00;Yes;RS;;GG, SB;;;;RS;;GG, MZ;;;;RS;;MZ, SB;;;;E;;;;;;;;;;;;green;879;879.0
558ca006-726f-48c8-8f24-fd78b5d0d1eb;2025-04-09;1900-01-01 14:41:00;Yes;RS;;GG, SB;;;;RS;;GG, MZ;;;;RS;;MZ, SB;;;;E;;;;;;;;;;;;green;881;881.0
42fc7f8d-4f1c-44ab-bc9b-584d2e5c2778;2025-04-09;1900-01-01 14:43:00;Yes;RS;;GG, SB;;;;RS;;GG, MZ;;;;RS;;MZ, SB;;;;E;;;;;;;;;;;;green;883;883.0
99200dec-faf5-47fc-9cc4-43cb105b3df1;2025-04-09;1900-01-01 14:45:00;NO;GG;SB;GG;;;;GR;MZ;GG;;;;RS;;MZ, SB;;;;RS;;;;;;;;;;;;;885;885.0
