ec5_uuid,condition,date,msm,group,is_all_occasions,trial,phase,first_day,block_ID,Ind1,behaviour,partner,notes,playing,aggression,agg_morn1,play_morn1,agg_morn2,play_morn2,agg_enrich,play_enrich,agg_extra,play_extra
4f23296d-bcc4-4caa-b766-5b25dee59847,Playback,2025-04-27,576,2,True,5,morn1,False,morn1_2_trial5_sec_play,NH,DS,,Pan hoot,0,1,1,0,0,0,0,0,0,0
4f23296d-bcc4-4caa-b766-5b25dee59847,Playback,2025-04-27,575,2,True,5,morn1,False,morn1_2_trial5_sec_play,NH,DS,,Pan hoot,0,1,1,0,0,0,0,0,0,0
4f23296d-bcc4-4caa-b766-5b25dee59847,Playback,2025-04-27,575,2,True,5,morn1,False,morn1_2_trial5_sec_play,NR,DS,,,0,1,1,0,0,0,0,0,0,0
4f23296d-bcc4-4caa-b766-5b25dee59847,Playback,2025-04-27,575,2,True,5,morn1,False,morn1_2_trial5_sec_play,MN,AG,,AG-Spited water towards cage a,0,1,1,0,0,0,0,0,0,0
8bb2fd62-3af7-47c6-9c76-44bc7101754a,Playback,2025-04-27,854,2,True,5,enrich,False,enrich_2_trial5_sec_play,NH,PL,"MN, NR",,1,0,0,0,0,0,0,1,0,0
8bb2fd62-3af7-47c6-9c76-44bc7101754a,Playback,2025-04-27,854,2,True,5,enrich,False,enrich_2_trial5_sec_play,NR,PL,"NH, MN",,1,0,0,0,0,0,0,1,0,0
8bb2fd62-3af7-47c6-9c76-44bc7101754a,Playback,2025-04-27,854,2,True,5,enrich,False,enrich_2_trial5_sec_play,MN,PL,"NR, NH",,1,0,0,0,0,0,0,1,0,0
098aae89-c70f-44b9-8687-e838842cbed2,Crow,2025-05-04,610,2,True,6,morn1,True,morn1_2_trial6_first_cont,MN,DS,,,0,1,1,0,0,0,0,0,0,0
e3a360e3-900c-485c-bfff-79027a3003e7,Crow,2025-05-04,611,2,True,6,morn1,True,morn1_2_trial6_first_cont,NH,DS,,,0,1,1,0,0,0,0,0,0,0
e3a360e3-900c-485c-bfff-79027a3003e7,Crow,2025-05-04,611,2,True,6,morn1,True,morn1_2_trial6_first_cont,MN,DS,,Towards cage c,0,1,1,0,0,0,0,0,0,0
585dc681-7739-4fc3-82c7-a68e7496891d,Crow,2025-05-04,856,2,True,6,enrich,True,enrich_2_trial6_first_cont,LN,PL,NR,,1,0,0,0,0,0,0,1,0,0
585dc681-7739-4fc3-82c7-a68e7496891d,Crow,2025-05-04,856,2,True,6,enrich,True,enrich_2_trial6_first_cont,NR,PL,LN,,1,0,0,0,0,0,0,1,0,0
7b8ab5eb-1b1b-4ff7-b3a0-eef6674d8999,Crow,2025-05-04,859,2,True,6,enrich,True,enrich_2_trial6_first_cont,LN,PL,NR,,1,0,0,0,0,0,0,1,0,0
7b8ab5eb-1b1b-4ff7-b3a0-eef6674d8999,Crow,2025-05-04,859,2,True,6,enrich,True,enrich_2_trial6_first_cont,NR,PL,LN,,1,0,0,0,0,0,0,1,0,0
b3f0c857-dfdb-438e-9741-a0ec88087513,Crow,2025-05-04,860,2,True,6,enrich,True,enrich_2_trial6_first_cont,LN,PL,NR,,1,0,0,0,0,0,0,1,0,0
