ec5_uuid;date;1_TIme;2_NC;4_MN_Behavior;5_Contact;6_AR;7_3M;8_Notes;10_NY_Behavior;11_Contact;12_AR;13_3M;14_Notes;16_NR_Behavior;17_Contact;18_AR;19_3M;20_Notes;22_TK_Behavior;23_Contact;24_AR;25_3M;26_Notes;28_LN_Behavior;29_Contact;30_AR;31_3M;Unnamed: 28;highlight;msm;corrected_msm
c69d62cd-1b1f-4130-af8b-f9da559816fe;2025-04-08;1900-01-01 11:12:00;NO;RS;NR;;TK, LN;;RS;;;;;RS;MT;;LN, TK;;RL;;;MT, LN, NR;;RS;;;TK, MT, NR;;;672;671.0
9560408b-8be9-44f6-8448-10fdf6890684;2025-04-08;1900-01-01 11:14:00;NO;GM;NR;;TK, LN;;RS;;;;;GM;MT;;TK, LN;;RL;;;MT, LN, NR;;RS;;;MT, NR, TK;;red;674;673.0
b7dee102-4e3e-455a-a5ba-c4cc8d0b59db;2025-04-08;1900-01-01 11:16:00;Yes;GM;NR;;TK, LN;;RS;;;;;GM;MT;;TK, LN;;RL;;;MT, LN, NR;;RS;;;MT, NR, TK;;green;676;675.0
e340737a-4edf-46b3-b2c3-ca137467f3b2;2025-04-08;1900-01-01 11:18:00;NO;GM;NR;;TK;;RS;;;;;GM;MT;;TK;;RL;;;MT, NR;;RS;;;;;red;678;677.0
f317bf3e-c444-41f2-bb07-9cde9d36308e;2025-04-08;1900-01-01 11:20:00;Yes;GM;NR;;TK;;RS;;;;;GM;MT;;TK;;RL;;;MT, NR;;RS;;;;;green;680;679.0
9a595259-cd41-4cc9-9a42-3fabfdb79617;2025-04-08;1900-01-01 11:22:00;Yes;GM;NR;;TK;;RS;;;;;GM;MT;;TK;;RL;;;MT, NR;;RS;;;;;green;682;681.0
ada2f121-d868-4b33-a572-25e64ec7b4f2;2025-04-08;1900-01-01 11:24:00;Yes;GM;NR;;TK;;RS;;;;;GM;MT;;TK;;RL;;;MT, NR;;RS;;;;;green;684;683.0
9cbd2118-424d-4a01-a637-0e8b47681e2a;2025-04-08;1900-01-01 11:26:00;Yes;GM;NR;;TK;;RS;;;;;GM;MT;;TK;;RL;;;MT, NR;;RS;;;;;green;686;685.0
e68a798e-eb19-4fa5-8d7f-2703005d8528;2025-04-08;1900-01-01 11:28:00;Yes;GM;NR;;TK;;RS;;;;;GM;MT;;TK;;RL;;;MT, NR;;RS;;;;;green;688;687.0
6372c58c-edbd-4ca4-89e2-739a6f2cbd37;2025-04-08;1900-01-01 11:30:00;Yes;GM;NR;;TK;;RS;;;;;GM;MT;;TK;;RL;;;MT, NR;;RS;;;;;green;690;689.0
276a481b-c0a9-4f67-86ba-0a84c88b138a;2025-04-08;1900-01-01 11:32:00;Yes;GM;NR;;TK;;RS;;;;;GM;MT;;TK;;RL;;;MT, NR;;RS;;;;;green;692;691.0
93362084-6ef0-41de-bfb3-1d5603bd456d;2025-04-08;1900-01-01 11:34:00;NO;GM;NR;;TK;;RS;;;;;GM;MT;;TK;;RS;;;MT, NR;;RS;;;;;;694;693.0
e1429a4e-f78c-4273-ae40-a37106dd4c32;2025-04-08;1900-01-01 11:36:00;NO;RS;;NR;TK;;RS;;;LN;;GM;TK;MT;;;GM;NR;;MT;;RS;;;NY;;red;696;695.0
d41146c3-9223-44ae-9e1a-a3939bd4dd87;2025-04-08;1900-01-01 11:38:00;Yes;RS;;NR;TK;;RS;;;LN;;GM;TK;MT;;;GM;NR;;MT;;RS;;;NY;;green;698;697.0
b1675726-f1a5-4724-a304-b56e2a14ccb1;2025-04-08;1900-01-01 11:40:00;NO;RS;;NR;TK;;RS;;;;;GM;TK;MT;;;GM;NR;;MT;;RS;;;;;red;700;699.0
2a96dd82-57c1-409e-8406-b17c2a91dbbb;2025-04-08;1900-01-01 11:42:00;Yes;RS;;NR;TK;;RS;;;;;GM;TK;MT;;;GM;NR;;MT;;RS;;;;;green;702;701.0
53a80179-ad9b-406d-b6f1-5bf0dacd3e5c;2025-04-08;1900-01-01 11:44:00;Yes;RS;;NR;TK;;RS;;;;;GM;TK;MT;;;GM;NR;;MT;;RS;;;;;green;704;703.0
1106df73-9638-43c4-b254-067fed93e758;2025-04-08;1900-01-01 13:18:00;NO;RS;;;;;RS;;;TK, NR, LN;;E;;;TK, LN, NY;;RS;;;LN, NY, NR;;RS;;;TK, NY, NR;;;798;797.0
21e552bd-4477-4283-84cd-6af7474a756f;2025-04-08;1900-01-01 13:20:00;NO;E;;;;;E;;;LN, TK, NR;;E;;;NY, TK, LN;;GG;LN;;NR, NY;;GR;TK;;NR, NY;;red;800;799.0
cb1632c5-039b-411a-90ef-01a58d0fc8a5;2025-04-08;1900-01-01 13:22:00;Yes;E;;;;;E;;;LN, TK, NR;;E;;;NY, TK, LN;;GG;LN;;NR, NY;;GR;TK;;NR, NY;;green;802;801.0
120dad24-0352-4512-8f26-23fab38d758b;2025-04-08;1900-01-01 13:24:00;Yes;E;;;;;E;;;LN, TK, NR;;E;;;NY, TK, LN;;GG;LN;;NR, NY;;GR;TK;;NR, NY;;green;804;803.0
3e81e080-cab9-4a27-8478-735ceeceeb01;2025-04-08;1900-01-01 13:26:00;NO;M;;;;;E;;;NR, TK, LN;;E;;;TK, LN, NY;;M;;;NY, LN, NR;;RS;;;TK, NY, NR;;;806;805.0
5f7cccd1-3899-488b-97e0-7be2e932b6ac;2025-04-08;1900-01-01 13:28:00;NO;E;;;;;E;;;LN, NR;;E;;;LN, NY;;RS;;;;;RL;;;NR, NY;;red;808;807.0
0cdecd4e-00b4-43cb-b8d7-04db25c8b64d;2025-04-08;1900-01-01 13:30:00;Yes;E;;;;;E;;;LN, NR;;E;;;LN, NY;;RS;;;;;RL;;;NR, NY;;green;810;809.0
db8aaf07-b8ae-4ebd-8ce5-a3765847a28f;2025-04-08;1900-01-01 13:32:00;NO;E;;;;;M;;;TK;;E;;;LN;;E;;;NY;;RL;;;NR;;;812;811.0
57593a1f-a95a-47d0-9d48-634ebc1abe59;2025-04-08;1900-01-01 13:34:00;NO;M;;;;;RS;;;;;M;;;TK, LN;;M;;;LN, NR;;RL;;;TK, NR;;;814;813.0
229f4678-fb8c-480e-a5c5-e15fb78529a1;2025-04-08;1900-01-01 13:36:00;NO;RS;;;;;RS;;;;;M;;;TK;;M;;;NR;;RS;;;;;;816;815.0
754b134b-8688-4618-9b9b-e9913a3d1653;2025-04-08;1900-01-01 13:38:00;NO;RS;;;;;M;;;;;M;;;;;RS;;;;;RS;;;;;;818;817.0
3b982e30-756c-4a77-b91e-01adf4e61235;2025-04-08;1900-01-01 13:40:00;NO;M;;;;;RS;;;LN;;RS;;;;;RS;;;;;RS;;;NY;;;820;819.0
7c55c3a7-af13-4315-98fe-380a1a90d5dc;2025-04-08;1900-01-01 13:42:00;NO;M;;;;;RS;;;LN;;RS;;;;;RS;;;;;RS;;;NY;;;822;821.0
398e76ca-c33a-43fa-81f9-5f5cb674b633;2025-04-08;1900-01-01 13:44:00;NO;M;;;TK;;RS;;;TK, LN;;RS;;;;;RS;;;MT, NY;;RS;;;NY;;;824;823.0
a379365d-07b7-4bc8-98e1-22fb29efcb95;2025-04-08;1900-01-01 13:46:00;NO;M;;;;;RS;;;LN, NR;;RS;;;LN, NY;;RS;;;;;RS;;;NY, NR;;;826;825.0
a8581387-e9e2-4e05-821b-c93a695a28b0;2025-04-08;1900-01-01 13:48:00;NO;M;;;;;M;;;;;M;;;;;RS;;;;;RS;;;;;;828;827.0
2da67846-584f-4f9d-a90f-13deda3be1fa;2025-04-08;1900-01-01 13:50:00;NO;RS;;;;;RS;;;;;RS;;;;;M;;;LN;;RS;;;TK;;;830;829.0
60f78f18-1651-4a46-a9d2-2472043ef1bc;2025-04-08;1900-01-01 13:52:00;NO;M;;;;;RS;;;;;RS;;;;;RS;;;;;RS;;;;;;832;831.0
aad591b6-40ac-49b1-9893-05e481cdfc1f;2025-04-08;1900-01-01 13:54:00;NO;M;;;;;RS;;;TK, LN;;RS;;;;;RS;;LN;NY;;RS;;TK;NY;;;834;833.0
edabc4c0-4eb2-48b6-bb10-3b8830ed0dd7;2025-04-08;1900-01-01 13:57:00;NO;GR;LN;;NY, TK;;RS;;;TK, MT, LN;;RS;;;;;GG;LN;;NY, MT;;GG;MT, TK;;NY;TK groomingLN grooming MT;;837;837.0
6e1a219d-76d6-46e9-b43b-30a7d1355e37;2025-04-08;1900-01-01 13:58:00;NO;GM;LN;;NY;;RS;;;MT, LN;;RS;;;;;RS;;;;;GM;MT;;NY;;red;838;839.0
63c63fab-ec11-4b1c-8383-ada23c03b115;2025-04-08;1900-01-01 14:00:00;Yes;GM;LN;;NY;;RS;;;MT, LN;;RS;;;;;RS;;;;;GM;MT;;NY;;green;840;841.0
71cfd3c6-7d5d-4740-8be5-bdcb21cf63d6;2025-04-08;1900-01-01 14:02:00;Yes;GM;LN;;NY;;RS;;;MT, LN;;RS;;;;;RS;;;;;GM;MT;;NY;;green;842;843.0
a7413d29-8356-48de-b0a8-e515c5c3810c;2025-04-08;1900-01-01 14:04:00;Yes;GM;LN;;NY;;RS;;;MT, LN;;RS;;;;;RS;;;;;GM;MT;;NY;;green;844;845.0
70d5eba4-3926-4bd6-8ed9-a31cf99537da;2025-04-08;1900-01-01 14:06:00;NO;M;;;;;RS;;;LN;;RS;;;;;RS;;;;;RS;;;NY;;;846;847.0
544919e8-276d-4d43-ac61-65907b3a21c1;2025-04-08;1900-01-01 14:08:00;NO;RS;;;;;RS;;;LN;;RS;;;;;RS;;;;;RS;;;NY;;red;848;849.0
8032796e-e221-4bf6-a7bf-cd2bf208e320;2025-04-08;1900-01-01 14:10:00;Yes;RS;;;;;RS;;;LN;;RS;;;;;RS;;;;;RS;;;NY;;green;850;851.0
55c97db9-5163-4180-9a05-fa34017533c3;2025-04-08;1900-01-01 14:12:00;Yes;RS;;;;;RS;;;LN;;RS;;;;;RS;;;;;RS;;;NY;;green;852;853.0
131e8fae-5401-4577-a953-0d61f38659c7;2025-04-08;1900-01-01 14:14:00;NO;RS;;;;;RS;;;LN, TK;;RS;;;;;RL;;LN;NY;;RS;;TK;NY;;red;854;855.0
9a29117a-781f-49ad-bcdc-6f2cecb2973d;2025-04-08;1900-01-01 14:16:00;Yes;RS;;;;;RS;;;LN, TK;;RS;;;;;RL;;LN;NY;;RS;;TK;NY;;green;856;857.0
fd073bb1-9d89-4d11-909f-7969ec133172;2025-04-08;1900-01-01 14:18:00;NO;RS;;;;;RS;;;TK, NR, LN;;GG;TK;LN;NY;;GR;NR;LN;NY;;RS;;TK, NR;NY;;red;858;859.0
85a5b176-0a26-4ac4-b1e6-8185430847db;2025-04-08;1900-01-01 14:20:00;Yes;RS;;;;;RS;;;TK, NR, LN;;GG;TK;LN;NY;;GR;NR;LN;NY;;RS;;TK, NR;NY;;green;860;861.0
dfb2d6ef-a0d3-4827-8261-827b04f223f4;2025-04-08;1900-01-01 14:22:00;Yes;RS;;;;;RS;;;TK, NR, LN;;GG;TK;LN;NY;;GR;NR;LN;NY;;RS;;TK, NR;NY;;green;862;863.0
386cb920-2c4d-4f4d-b2c8-ebcb6f5452d8;2025-04-08;1900-01-01 14:24:00;NO;GG;NY;TK, NR, LN;;;GR;MT;NR, TK, LN;;;RL;;TK, LN, MT, NY;;;RS;;NY, MT, LN, NR;;;RS;;NY, TK, MT, NR;;;;864;865.0
e957d9ad-49cf-45f3-a9fa-aa5e9346cfe9;2025-04-08;1900-01-01 14:26:00;NO;GG;NY;NR, LN;TK;;GR;MT;NR, LN;TK;;RL;;LN, MT, NY;TK;;RS;;;NY, MT, LN, NR;;RS;;NY, MT, NR;TK;;red;866;867.0
ba025ddf-a645-47bc-84b1-c419474bcfbd;2025-04-08;1900-01-01 14:28:00;Yes;GG;NY;NR, LN;TK;;GR;MT;NR, LN;TK;;RL;;LN, MT, NY;TK;;RS;;;NY, MT, LN, NR;;RS;;NY, MT, NR;TK;;green;868;869.0
b09fc2d1-b38c-485b-9165-c6f6576d76fa;2025-04-08;1900-01-01 14:30:00;NO;RS;;;NY;;RS;;;MT;;RL;;LN;TK;;RS;;;LN, NR;;RS;;NR;TK;;red;870;871.0
7eddbcca-65ef-42ee-8585-1b8453e8e79c;2025-04-08;1900-01-01 14:32:00;Yes;RS;;;NY;;RS;;;MT;;RL;;LN;TK;;RS;;;LN, NR;;RS;;NR;TK;;green;872;873.0
cce3ba6d-ab33-4fa3-a92b-aebe9a076f3c;2025-04-08;1900-01-01 14:34:00;Yes;RS;;;NY;;RS;;;MT;;RL;;LN;TK;;RS;;;LN, NR;;RS;;NR;TK;;green;874;875.0
a202d42b-510f-4777-b728-30b874ecb6ef;2025-04-08;1900-01-01 14:36:00;Yes;RS;;;NY;;RS;;;MT;;RL;;LN;TK;;RS;;;LN, NR;;RS;;NR;TK;;green;876;877.0
2f79dfc1-f90d-4a26-946d-55283fbd9c84;2025-04-08;1900-01-01 14:38:00;Yes;RS;;;NY;;RS;;;MT;;RL;;LN;TK;;RS;;;LN, NR;;RS;;NR;TK;;green;878;879.0
e150f0f3-a420-4989-b03e-abc4b5fc7628;2025-04-08;1900-01-01 14:40:00;NO;RS;;;NY;;RS;;;MT;;GG;TK;LN;;;GR;NR;LN;;;RS;;NR, TK;;;red;880;881.0
c8cc01d9-cd56-47cd-b528-5b2250bb6442;2025-04-08;1900-01-01 14:42:00;Yes;RS;;;NY;;RS;;;MT;;GG;TK;LN;;;GR;NR;LN;;;RS;;NR, TK;;;green;882;883.0
3611f89f-0d4b-4cfb-9eea-d7a2fa40a7fe;2025-04-08;1900-01-01 14:44:00;NO;RS;;;NY;;RS;;;MT;;RS;;TK;LN;;RS;;NR;LN;;RS;;;NR, TK;;;884;885.0
