ec5_uuid;date;1_TIme;2_NC;4_MZ_Behavior;5_Contact;6_AR;7_3M;8_Occurence;9_Notes;11_SB_Behavior;12_Contact;13_AR;14_3M;15_Occurence;16_Notes;18_GG_Behavior;19_Contact;20_AR;21_3M;22_Occurence;23_Notes;25_MS_Behavior;26_Contact;27_AR;28_3M;29_Occurence;30_Notes;highlight;msm;corrected_msm
f9cc3903-afb5-43f4-9ea1-738de7e52ad7;2025-04-26;1900-01-01 11:14:00;Yes;RS;;;;;;RL;;;;;;RL;;MS;;;;RL;;GG;;;;green;674;673.0
06081ec6-ae28-41ed-b875-4d1f90ef45ad;2025-04-26;1900-01-01 11:16:00;Yes;RS;;;;;;RL;;;;;;RL;;MS;;;;RL;;GG;;;;green;676;675.0
d43fd3fe-bc07-4711-95db-ea59ef43bf60;2025-04-26;1900-01-01 11:18:00;NO;RL;;;;;;RL;;;;;;RL;;MS;;;;RL;;GG;;;;red;678;677.0
3f4dd1f6-c7d5-443f-8396-f7cc69f48d36;2025-04-26;1900-01-01 11:20:00;Yes;RL;;;;;;RL;;;;;;RL;;MS;;;;RL;;GG;;;;green;680;679.0
7c35e73c-927a-472b-9c83-7fb6d871a155;2025-04-26;1900-01-01 11:22:00;Yes;RL;;;;;;RL;;;;;;RL;;MS;;;;RL;;GG;;;;green;682;681.0
81d7f580-e5f5-4bdc-a1ba-e6076cb67c27;2025-04-26;1900-01-01 11:24:00;NO;RL;;;;;;RL;;;;;;RL;;MS;;;;RS;;GG;;;;;684;683.0
3b0e63bd-1fe4-4e95-999e-9e34095d3549;2025-04-26;1900-01-01 11:26:00;NO;RL;;;;;;RS;;;;;;RL;;MS;;;;RS;;GG;;;;;686;685.0
f63c71d5-7210-4dd3-af64-dc53a09731d8;2025-04-26;1900-01-01 11:28:00;NO;RL;;;;;;M;;;;;;RL;;MS;;;;RL;;GG;;;;;688;687.0
b6783e48-94b7-402f-b423-5452f6c16bd9;2025-04-26;1900-01-01 11:30:00;NO;RL;;;;;;RS;;;;;;RL;;MS;;;;RL;;GG;;;;;690;689.0
79a94252-a710-470f-b8eb-58178a1e987c;2025-04-26;1900-01-01 11:32:00;NO;RS;;;;;;RS;;;;;;RL;;MS;;;;RL;;GG;;;;;692;691.0
0d04adff-d92c-4c6c-a973-3c51d1bc2059;2025-04-26;1900-01-01 11:34:00;NO;RS;;;SB;;;RS;;;MZ;;;RS;;;;;;RS;;;;;;red;694;693.0
a7fe7097-2bf5-4420-89fd-510a955a4118;2025-04-26;1900-01-01 11:36:00;Yes;RS;;;SB;;;RS;;;MZ;;;RS;;;;;;RS;;;;;;green;696;695.0
3d0cb8f5-57b9-4cd2-aef7-4f86b13d95c2;2025-04-26;1900-01-01 11:38:00;NO;RS;;;;;;RS;;;MS;;;RS;;;;;;RS;;;SB;;;;698;697.0
7ded9e5a-b68a-4649-87bc-32a078b57cfb;2025-04-26;1900-01-01 11:40:00;NO;RS;;;;;;PL;;GG;;;;PL;;SB;;;;RS;;;;;;;700;699.0
5750a994-1df4-42d6-838b-8c0c108b23b3;2025-04-26;1900-01-01 11:42:00;NO;RS;;;MS;;;PL;;GG;;;;PL;;SB;;;;RS;;;MZ;;;;702;701.0
ad2a02d9-f72c-495f-ab61-b2a76f864ba4;2025-04-26;1900-01-01 11:44:00;NO;RS;;;;;;PL;;GG;;;;PL;;SB;;;;RS;;;;;;;704;703.0
552d9479-09a5-4a80-af3c-74273d8333c9;2025-04-26;1900-01-01 13:16:00;NO;E;;MS;;;;E;;;;;;E;;;;;;E;;MZ;;;;red;796;795.0
9cb76e84-b623-430e-a996-85ea106132d0;2025-04-26;1900-01-01 13:18:00;Yes;E;;MS;;;;E;;;;;;E;;;;;;E;;MZ;;;;green;798;797.0
75095599-9c23-4433-9d8f-341ef18c3291;2025-04-26;1900-01-01 13:20:00;Yes;E;;MS;;;;E;;;;;;E;;;;;;E;;MZ;;;;green;800;799.0
9c315993-54c7-45bc-a34d-c2a3408a5bcb;2025-04-26;1900-01-01 13:22:00;Yes;E;;MS;;;;E;;;;;;E;;;;;;E;;MZ;;;;green;802;801.0
0f82725c-8439-4620-8ee3-33d771d59627;2025-04-26;1900-01-01 13:24:00;Yes;E;;MS;;;;E;;;;;;E;;;;;;E;;MZ;;;;green;804;803.0
2f26b032-6a92-4b49-8e2b-2992e1f6a953;2025-04-26;1900-01-01 13:26:00;Yes;E;;MS;;;;E;;;;;;E;;;;;;E;;MZ;;;;green;806;805.0
6b5f52b4-725f-491b-b54d-0fcba84e5419;2025-04-26;1900-01-01 13:28:00;Yes;E;;MS;;;;E;;;;;;E;;;;;;E;;MZ;;;;green;808;807.0
990f44f6-590b-49bb-9530-64ea4e634fca;2025-04-26;1900-01-01 13:30:00;NO;M;;;MS, SB;;;E;;;MZ;;;E;;;;;;E;;;MZ;;;;810;809.0
f317e393-530b-4f37-a3b8-71ced6993128;2025-04-26;1900-01-01 13:32:00;NO;E;;MS;;;;E;;;;;;E;;;;;;E;;MZ;;;;;812;811.0
462e3a10-90e3-40f6-b537-3d917195a16c;2025-04-26;1900-01-01 13:34:00;NO;E;;MS;;;;E;;GG;;;;E;;SB;;;;E;;MZ;;;;red;814;813.0
46bc9bbd-7c4e-4c3b-a7cb-073fe18f119f;2025-04-26;1900-01-01 13:36:00;Yes;E;;MS;;;;E;;GG;;;;E;;SB;;;;E;;MZ;;;;green;816;815.0
966d6642-f7ee-4e16-aca6-6b2740c71f96;2025-04-26;1900-01-01 13:38:00;NO;E;;MS;GG;;;E;;;;;;E;;MS;MZ;;;E;;MZ, GG;;;;red;818;817.0
3b2cad63-8338-4f61-927b-8545025bbdb8;2025-04-26;1900-01-01 13:40:00;Yes;E;;MS;GG;;;E;;;;;;E;;MS;MZ;;;E;;MZ, GG;;;;green;820;819.0
754f4aa0-9282-4eea-958a-6540cae9e414;2025-04-26;1900-01-01 13:42:00;NO;RS;;;GG, SB, MS;;;E;;MS;MZ, GG;;;E;;;MS, MZ, SB;;;E;;SB;GG, MZ;;;;822;821.0
176ff5cc-d5f3-4507-8cd2-eadb80595e6f;2025-04-26;1900-01-01 13:44:00;NO;E;;;;;;E;;;MS, GG;;;E;;SB, MS;;;;E;;GG, SB;;;;;824;823.0
645ce240-05ab-4323-87f8-0ccd6301a7a6;2025-04-26;1900-01-01 13:46:00;NO;E;;;SB, MS;;;E;;;MZ, GG;;;E;;;SB;;;E;;;MZ;;;;826;825.0
bf19b56a-9cc4-4a3d-8082-782f2b3b6079;2025-04-26;1900-01-01 13:48:00;NO;M;;;;;;E;;;GG;;;E;;;SB;;;E;;;;;;;828;827.0
faf8110e-60dd-46fc-94fc-c85c9e56a715;2025-04-26;1900-01-01 13:50:00;NO;E;;MS;;;;E;;;;;;E;;;;;;E;;;MZ;;;;830;829.0
1a58abf5-4cfc-42c6-a9f7-8308751c8be1;2025-04-26;1900-01-01 13:52:00;NO;M;;;;;;M;;;;;;M;;;;;;M;;;;;;;832;831.0
584c6bfc-4f3a-49a7-9369-2e2be3252289;2025-04-26;1900-01-01 13:54:00;NO;E;;;;;;RS;;;;;;E;;;;;;RS;;;;;;;834;833.0
f5067f86-1278-4cb2-9faa-bec1b3874aff;2025-04-26;1900-01-01 13:56:00;NO;RL;;;;;;RS;;;;;;E;;;;;;RS;;;;;;;836;835.0
527c96d3-b902-4863-881d-4c4cd0f15901;2025-04-26;1900-01-01 13:58:00;NO;E;;;;;;E;;;;;;E;;;;;;RS;;;;;;red;838;837.0
b4b6dfa3-f59a-4647-b2f4-4188fef6c518;2025-04-26;1900-01-01 14:00:00;Yes;E;;;;;;E;;;;;;E;;;;;;RS;;;;;;green;840;839.0
1ad9decc-0236-4634-ba0f-fcc710376f40;2025-04-26;1900-01-01 14:02:00;Yes;E;;;;;;E;;;;;;E;;;;;;RS;;;;;;green;842;841.0
aafec0da-78ee-412a-803a-69bcb390095e;2025-04-26;1900-01-01 14:04:00;NO;E;;;;;;E;;;;;;E;;;MS;;;E;;;GG;;;red;844;843.0
a2b5333e-93e8-41a9-ac52-1b7e2e5b1dca;2025-04-26;1900-01-01 14:06:00;Yes;E;;;;;;E;;;;;;E;;;MS;;;E;;;GG;;;green;846;845.0
eddc3266-ff68-40e2-bf63-f267839ce121;2025-04-26;1900-01-01 14:08:00;Yes;E;;;;;;E;;;;;;E;;;MS;;;E;;;GG;;;green;848;847.0
a3278baf-546b-4632-a8ea-bbdda3c6dd96;2025-04-26;1900-01-01 14:10:00;Yes;E;;;;;;E;;;;;;E;;;MS;;;E;;;GG;;;green;850;849.0
6041bc3f-cc3b-482d-a30f-edc4275c217e;2025-04-26;1900-01-01 14:12:00;Yes;E;;;;;;E;;;;;;E;;;MS;;;E;;;GG;;;green;852;851.0
032471f4-0628-4bb7-988e-daab6c9c1042;2025-04-26;1900-01-01 14:14:00;NO;E;;;;;;E;;;;;;E;;MS;;;;E;;GG;;;;red;854;853.0
be0add85-6dd7-4a63-9a9f-8bdf27500f10;2025-04-26;1900-01-01 14:16:00;Yes;E;;;;;;E;;;;;;E;;MS;;;;E;;GG;;;;green;856;855.0
0f0c57b0-8f2c-4fda-924b-bcc7f80bba40;2025-04-26;1900-01-01 14:18:00;Yes;E;;;;;;E;;;;;;E;;MS;;;;E;;GG;;;;green;858;857.0
3f77e5b3-3310-42d4-9db5-342ae71cc71c;2025-04-26;1900-01-01 14:20:00;Yes;E;;;;;;E;;;;;;E;;MS;;;;E;;GG;;;;green;860;859.0
e0297d4b-d50f-4c83-bde5-649352143398;2025-04-26;1900-01-01 14:22:00;Yes;E;;;;;;E;;;;;;E;;MS;;;;E;;GG;;;;green;862;861.0
63e44e74-a440-4f22-8edc-61440b9c9cea;2025-04-26;1900-01-01 14:24:00;Yes;E;;;;;;E;;;;;;E;;MS;;;;E;;GG;;;;green;864;863.0
7d246a40-531f-47f8-b76b-fb43c309fd86;2025-04-26;1900-01-01 14:26:00;NO;E;;;SB;;;E;;;MZ;;;RS;;;;;;RL;;;;;;red;866;865.0
0f9e811e-afab-41e0-82b4-424f15481304;2025-04-26;1900-01-01 14:28:00;Yes;E;;;SB;;;E;;;MZ;;;RS;;;;;;RL;;;;;;green;868;867.0
62a62044-47a7-43e0-8361-1dbf9d528ead;2025-04-26;1900-01-01 14:30:00;Yes;E;;;SB;;;E;;;MZ;;;RS;;;;;;RL;;;;;;green;870;869.0
5c039807-cbb6-45e2-b00e-b8ab43ded5fc;2025-04-26;1900-01-01 14:32:00;NO;E;;;;;;E;;;;;;RS;;;;;;E;;;;;;red;872;871.0
b8715aa3-f0fb-4e4c-ae68-11c345120a52;2025-04-26;1900-01-01 14:34:00;Yes;E;;;;;;E;;;;;;RS;;;;;;E;;;;;;green;874;873.0
87a71a02-0c2d-4083-9ab6-af82695a1a2d;2025-04-26;1900-01-01 14:36:00;Yes;E;;;;;;E;;;;;;RS;;;;;;E;;;;;;green;876;875.0
9e9a002c-7b5c-46db-be09-bb585117902a;2025-04-26;1900-01-01 14:38:00;Yes;E;;;;;;E;;;;;;RS;;;;;;E;;;;;;green;878;877.0
21260339-37ed-4648-98e0-47e49c6f80f7;2025-04-26;1900-01-01 14:40:00;NO;E;;;;;;PL;;GG;;;;PL;;;;;;E;;;;;;;880;879.0
7a06ea2d-d478-46c6-9680-4478298fd8f3;2025-04-26;1900-01-01 14:42:00;NO;RS;;;;;;RS;;;;;;RS;;;;;;E;;;;;;red;882;881.0
8ba1266c-a82d-4e7a-b734-a8970ce306e5;2025-04-26;1900-01-01 14:44:00;Yes;RS;;;;;;RS;;;;;;RS;;;;;;E;;;;;;green;884;883.0
2365539e-c66b-4afd-b343-3e8e2c1c77ac;2025-04-26;1900-01-01 14:46:00;Yes;RS;;;;;;RS;;;;;;RS;;;;;;E;;;;;;green;886;885.0
