ec5_uuid;date;1_TIme;2_NC;4_MS_Behavior;5_Contact;6_AR;7_3M;8_Notes;10_ST_Behavior;11_Contact;12_AR;13_3M;14_Notes;16_NH_Behavior;17_Contact;18_AR;19_3M;20_Notes;highlight;msm;corrected_msm
c3ef3cd8-4b89-461b-95ae-1de1031a3eeb;2025-04-09;1900-01-01 10:07:00;;RL;;;NH;;RL;;;;;SD;;;MS;;;607;608.0
154a7d87-3487-4399-abe4-ff6aa9c59d8e;2025-04-09;1900-01-01 10:09:00;;RL;;;NH;;RL;;;;;RS;;;MS;;;609;610.0
b07107f7-c87a-4d3d-bd57-f153b39ee9cd;2025-04-09;1900-01-01 10:12:00;;RL;;;NH;;M;;;;;RL;;;MS;;red;612;612.0
ee4c52ce-91b9-4be8-a5b1-d30308a92061;2025-04-09;1900-01-01 10:14:00;Yes;RL;;;NH;;M;;;;;RL;;;MS;;green;614;614.0
0ce95d64-9caa-4392-bd9a-ea5f9f9e9e1b;2025-04-09;1900-01-01 10:15:00;;RL;;;;;RS;;;;Displayed 20 seconds ago;E;;;;;;615;616.0
483f107a-e0b2-437f-8a16-7e5521a46444;2025-04-09;1900-01-01 10:18:00;;RL;;;NH;;DS;;;;;SD;;;MS;;red;618;618.0
7e2a7aa5-a01a-4d9b-836f-ae97f9933f55;2025-04-09;1900-01-01 10:20:00;Yes;RL;;;NH;;DS;;;;;SD;;;MS;;green;620;620.0
935dd741-efa7-4d41-a074-b61bb5d02599;2025-04-09;1900-01-01 10:22:00;;RL;;;NH;;M;;;;;RS;;;MS;;;622;622.0
6127eae2-db35-458b-85c1-53a996d130ff;2025-04-09;1900-01-01 10:24:00;;RL;;;NH;;M;;;;;RL;;;MS;;;624;624.0
91766c6c-bfa6-4b31-96cb-0dae81d6fbf1;2025-04-09;1900-01-01 10:26:00;;RL;;;NH;;E;;;;;RL;;;MS;;red;626;626.0
d71cd1bb-931a-4026-8c94-4d5e72a7f6cc;2025-04-09;1900-01-01 10:28:00;Yes;RL;;;NH;;E;;;;;RL;;;MS;;green;628;628.0
ff3789c5-574f-44c1-b593-e039391edc54;2025-04-09;1900-01-01 10:29:00;;RL;;;NH;;RS;;;;;RL;;;MS;;;629;630.0
2905da58-46bd-41d6-8ffc-cb840d317374;2025-04-09;1900-01-01 10:46:00;;RS;;NH;;;E;;;;;RS;;MS;;;red;646;645.0
8baf9241-4952-427d-b8c6-eb623af8bb8a;2025-04-09;1900-01-01 10:47:00;Yes;RS;;NH;;;E;;;;;RS;;MS;;;green;647;647.0
86331dd6-3011-48ea-aa5b-cc0c6c93f22c;2025-04-09;1900-01-01 10:50:00;;RS;;NH;;;RS;;;;;RS;;MS;;;red;650;649.0
a989c4c5-8a6f-4aed-afce-6dfc39ddbc8b;2025-04-09;1900-01-01 10:52:00;Yes;RS;;NH;;;RS;;;;;RS;;MS;;;green;652;651.0
6be7f9e4-04d9-4591-930a-f76dfe82f7a3;2025-04-09;1900-01-01 10:54:00;;RS;;NH;;;RS;;;;;RL;;MS;;;red;654;653.0
2567de9b-4044-4110-bf80-338d263c245c;2025-04-09;1900-01-01 10:56:00;Yes;RS;;NH;;;RS;;;;;RL;;MS;;;green;656;655.0
6ffc995f-024f-4fbc-ae6f-7af9f567292e;2025-04-09;1900-01-01 10:57:00;Yes;RS;;NH;;;RS;;;;;RL;;MS;;;green;657;657.0
8d9d2981-2be2-4ee7-b079-930c95cb0d0e;2025-04-09;1900-01-01 11:00:00;;RS;;NH;;;RS;;;;;RL;;;;;red;660;659.0
1ccf72a6-ad2a-441b-8f79-180098a7ac64;2025-04-09;1900-01-01 11:01:00;Yes;RS;;NH;;;RS;;;;;RL;;;;;green;661;661.0
15734308-d41f-4331-96ac-671ac70136ad;2025-04-09;1900-01-01 11:03:00;Yes;RS;;NH;;;RS;;;;;RL;;;;;green;663;663.0
4e92cda1-3302-4322-9e56-72289ec497aa;2025-04-09;1900-01-01 11:06:00;;RL;;;NH;;E;;;;;RL;;;MS;;;666;665.0
998ad619-8fe4-4741-bbc0-f3498ba2aacf;2025-04-09;1900-01-01 11:07:00;;RS;;;NH;;RS;;;;;RL;;;MS;;red;667;667.0
1d7e48ab-f188-4e79-8d3d-c0250dfd4a51;2025-04-09;1900-01-01 11:10:00;Yes;RS;;;NH;;RS;;;;;RL;;;MS;;green;670;669.0
f9ce9ab8-ec9b-4d5c-a3c4-c7407ae91b7a;2025-04-09;1900-01-01 11:12:00;;RL;;;NH;;SD;;;;;RL;;;MS;;red;672;671.0
5a1f01e2-f9b5-4a22-ac5f-e184187885cc;2025-04-09;1900-01-01 11:14:00;Yes;RL;;;NH;;SD;;;;;RL;;;MS;;green;674;673.0
8e9f01b9-4e1e-4271-92d8-ee27bc99e198;2025-04-09;1900-01-01 11:16:00;;RL;;;NH;;RS;;;;;RS;;;MS;;red;676;675.0
5abdf747-dc98-479b-8bcb-a09d605c45ae;2025-04-09;1900-01-01 11:17:00;Yes;RL;;;NH;;RS;;;;;RS;;;MS;;green;677;677.0
d304478a-fd0a-4f99-86df-b5379b776106;2025-04-09;1900-01-01 11:20:00;Yes;RL;;;NH;;RS;;;;;RS;;;MS;;green;680;679.0
7ede9f5b-07d9-42b6-9909-11bc57176459;2025-04-09;1900-01-01 11:22:00;Yes;RL;;;NH;;RS;;;;;RS;;;MS;;green;682;681.0
69f66f7c-d588-4a78-a0c3-8bc1636ad7fa;2025-04-09;1900-01-01 11:23:00;;RS;;;NH;;M;;;;;RS;;;MS;;red;683;683.0
9317b5de-e4fd-4523-b46b-7471e0aeabb1;2025-04-09;1900-01-01 11:26:00;Yes;RS;;;NH;;M;;;;;RS;;;MS;;green;686;685.0
19783b0c-f2e2-4671-a8d8-48a88e04b012;2025-04-09;1900-01-01 11:28:00;;RS;;NH;;;RS;;;;;RS;;MS;;;;688;687.0
324aa967-b85a-47d9-9ed9-eb3d4cb48b2d;2025-04-09;1900-01-01 11:30:00;;RS;;NH;;;DS;;;;;RS;;MS;;;;690;689.0
48d88c5d-5af4-436c-9854-290b126b74b9;2025-04-09;1900-01-01 11:32:00;;RS;;;;;RS;;;;;M;;;;;;692;691.0
05ef890f-cd04-4819-ae14-6edcbf25e89a;2025-04-09;1900-01-01 11:34:00;;RS;;;NH;;RS;;;;;RS;;;MS;;;694;693.0
e6721147-29ff-47ac-b3de-86134a581577;2025-04-09;1900-01-01 11:35:00;;RS;;;;;RS;;;;Displayed 10 seconds ago;M;;;;;;695;695.0
04d0ba0b-849d-49bb-934f-d0c01b279255;2025-04-09;1900-01-01 11:38:00;;M;;;;;RS;;;;;RS;;;;;;698;697.0
c37905c2-6c4d-47a0-9da3-795807124ee6;2025-04-09;1900-01-01 11:40:00;;RS;;;NH;;DS;;;;;RS;;;MS;;;700;699.0
d72f7010-3b51-4ec7-bc3d-7919ea430915;2025-04-09;1900-01-01 11:42:00;NO;RS;;;NH;;RS;;;;;RL;;;MS;;red;702;701.0
091143da-f35f-4c88-bebe-27c6d45aa031;2025-04-09;1900-01-01 11:43:00;Yes;RS;;;NH;;RS;;;;;RL;;;MS;;green;703;703.0
69f8c784-7cac-4d7e-9c3a-bc74a1369cfe;2025-04-09;1900-01-01 11:45:00;Yes;RS;;;NH;;RS;;;;;RL;;;MS;;green;705;705.0
501641a7-9256-4d59-a313-df09b872f0e6;2025-04-09;1900-01-01 13:17:00;;E;;;;;E;;NH;;;E;;ST;;;red;797;797.0
6d9a7310-c20c-43e5-9f00-d11277f06405;2025-04-09;1900-01-01 13:19:00;Yes;E;;;;;E;;NH;;;E;;ST;;;green;799;799.0
7fd77d25-c368-479e-9863-5a842be31ca2;2025-04-09;1900-01-01 13:21:00;Yes;E;;;;;E;;NH;;;E;;ST;;;green;801;801.0
7317cb75-d83d-446a-a5a7-1b2aa1f09907;2025-04-09;1900-01-01 13:23:00;;M;;;ST;;M;;;MS;;E;;;;;;803;803.0
378525d4-3a1c-4af4-a00c-224ff75f1651;2025-04-09;1900-01-01 13:25:00;;M;;;;;M;;;;;E;;;;;;805;805.0
a2a539a9-868a-455a-8659-5a144dae3e9e;2025-04-09;1900-01-01 13:27:00;;RS;;ST;;;RS;;MS;;Groomed MS;E;;;;;;807;807.0
be391f0e-823a-48c8-848a-a64c5c71d12c;2025-04-09;1900-01-01 13:29:00;;E;;ST;;;E;;MS;;;RS;;;;;red;809;809.0
a02db95f-fdbd-4e0c-8099-2eb95805648c;2025-04-09;1900-01-01 13:31:00;Yes;E;;ST;;;E;;MS;;;RS;;;;;green;811;811.0
73cac0e7-a2e7-4daf-9f39-f1070e247bf2;2025-04-09;1900-01-01 13:33:00;;RS;;;;;E;;;;;RS;;;;;;813;813.0
c3289944-1809-40c4-a38d-7b8d1541a457;2025-04-09;1900-01-01 13:35:00;;RS;;;;;M;;;;;RS;;;;;;815;815.0
7897d3a1-4e71-4cec-b6cc-03e018079c5d;2025-04-09;1900-01-01 13:37:00;;RS;;;NH;;E;;;;;RS;;;MS;;;817;817.0
6fe3cccd-be59-4d57-be5b-732e5068427f;2025-04-09;1900-01-01 13:39:00;;RS;;NH;;;RS;;;;;RS;;MS;;;;819;819.0
eede3d0e-fdd0-4311-b843-05ed04788c5d;2025-04-09;1900-01-01 13:41:00;;RL;;;;;RS;;;;;E;;;;;;821;821.0
0cdd4e76-396e-49ad-a008-fab77d014214;2025-04-09;1900-01-01 13:43:00;;RS;;ST;;;M;;MS;;;M;;;;;;823;823.0
0120517b-3c2b-471a-8d5f-555000a502d7;2025-04-09;1900-01-01 13:45:00;;RS;;;NH;;RS;;;;;;;;MS;;;825;825.0
c74fcb27-a85b-4e1d-8b49-805e10b90889;2025-04-09;1900-01-01 13:47:00;;RS;;;;;RS;;;;;RS;;;;;;827;827.0
13a58461-cc11-4bfd-8b03-3ed60340e4b9;2025-04-09;1900-01-01 13:49:00;;RL;;;;;RS;;;;;RS;;;;;red;829;829.0
c41f3483-900a-4bf7-8b8c-e70d0fad0dc8;2025-04-09;1900-01-01 13:51:00;Yes;RL;;;;;RS;;;;;RS;;;;;green;831;831.0
495ac27b-d202-4c0d-bcbc-6c7c539fb23e;2025-04-09;1900-01-01 13:53:00;Yes;RL;;;;;RS;;;;;RS;;;;;green;833;833.0
db8ecb4b-c73a-4f8e-bbc5-96327e000cbd;2025-04-09;1900-01-01 13:55:00;Yes;RL;;;;;RS;;;;;RS;;;;;green;835;835.0
3f19fd65-67d8-4c6d-b9b8-942e4b4dbaac;2025-04-09;1900-01-01 13:57:00;;RL;;;;;RS;;;;;E;;;;;red;837;837.0
e276f63a-0e6e-4e74-b13e-0c4eed34f6d6;2025-04-09;1900-01-01 13:59:00;Yes;RL;;;;;RS;;;;;E;;;;;green;839;839.0
d5b01a42-f783-4e5d-b8a8-296a03ea543b;2025-04-09;1900-01-01 14:01:00;Yes;RL;;;;;RS;;;;;E;;;;;green;841;841.0
56a6f7dc-34be-4234-931c-608c78a07f6e;2025-04-09;1900-01-01 14:03:00;Yes;RL;;;;;RS;;;;;E;;;;;green;843;843.0
dceda584-d750-4f64-8795-ad617e6f666d;2025-04-09;1900-01-01 14:05:00;;RS;;;;;RS;;;;;RS;;;;;;845;845.0
3043cc07-47bb-4a91-a29b-752f5be7dbb1;2025-04-09;1900-01-01 14:07:00;;RS;;;;;RS;;;;;M;;;;;red;847;847.0
e4d5d61a-f24e-447e-a2fd-545b00ed14d4;2025-04-09;1900-01-01 14:09:00;Yes;RS;;;;;RS;;;;;M;;;;;green;849;849.0
9c5325a4-95c2-4ed1-889f-f53f6b1aa46d;2025-04-09;1900-01-01 14:11:00;Yes;RS;;;;;RS;;;;;M;;;;;green;851;851.0
da100ee0-1870-46a5-9857-5dc270ab0485;2025-04-09;1900-01-01 14:13:00;;RS;;;;;RL;;;;;RS;;;;;red;853;853.0
72fe48ca-e31d-4f4e-98f7-906171ae2a6c;2025-04-09;1900-01-01 14:15:00;Yes;RS;;;;;RL;;;;;RS;;;;;green;855;855.0
405acccd-8a6b-4451-a30c-7dd6b0342813;2025-04-09;1900-01-01 14:17:00;Yes;RS;;;;;RL;;;;;RS;;;;;green;857;857.0
818c02f2-3a64-46a1-931a-5a0611615345;2025-04-09;1900-01-01 14:19:00;Yes;RS;;;;;RL;;;;;RS;;;;;green;859;859.0
5c0e6412-5c5d-466d-9944-0a6da65835ce;2025-04-09;1900-01-01 14:21:00;Yes;RS;;;;;RL;;;;;RS;;;;;green;861;861.0
963b31ba-712c-41a9-8007-226e5b4ada57;2025-04-09;1900-01-01 14:23:00;Yes;RS;;;;;RL;;;;;RS;;;;;green;863;863.0
ccc847d1-87e8-40b3-bdab-bc9296b28c4f;2025-04-09;1900-01-01 14:25:00;Yes;RS;;;;;RL;;;;;RS;;;;;green;865;865.0
724aa191-b465-4523-900c-d804cac217d7;2025-04-09;1900-01-01 14:27:00;Yes;RS;;;;;RL;;;;;RS;;;;;green;867;867.0
5b885b59-1e07-481b-9516-55834fd20c82;2025-04-09;1900-01-01 14:29:00;Yes;RS;;;;;RL;;;;;RS;;;;;green;869;869.0
77c82c35-f5f9-4690-81d6-69dfba1486de;2025-04-09;1900-01-01 14:31:00;;RL;;;NH;;RL;;;;;RS;;;MS;;red;871;871.0
f03bb398-b66f-4e5d-93d7-70105a4de4d8;2025-04-09;1900-01-01 14:33:00;Yes;RL;;;NH;;RL;;;;;RS;;;MS;;green;873;873.0
e05cefba-f5c7-4236-a525-d449fe360954;2025-04-09;1900-01-01 14:35:00;Yes;RL;;;NH;;RL;;;;;RS;;;MS;;green;875;875.0
13a7df3a-0849-40af-9c96-e3a2f751a55c;2025-04-09;1900-01-01 14:37:00;Yes;RL;;;NH;;RL;;;;;RS;;;MS;;green;877;877.0
3c975d3a-c696-4c78-a267-9c9d262a9d42;2025-04-09;1900-01-01 14:39:00;Yes;RL;;;NH;;RL;;;;;RS;;;MS;;green;879;879.0
85a8925d-3550-4b89-950e-883234c12827;2025-04-09;1900-01-01 14:41:00;Yes;RL;;;NH;;RL;;;;;RS;;;MS;;green;881;881.0
0a7e0c1a-310e-492c-a08a-47929deb1fc1;2025-04-09;1900-01-01 14:43:00;Yes;RL;;;NH;;RL;;;;;RS;;;MS;;green;883;883.0
04bbb476-b72c-4ec3-a8f7-fea94f80a9f7;2025-04-09;1900-01-01 14:45:00;Yes;RL;;;NH;;RL;;;;;RS;;;MS;;green;885;885.0
