ec5_uuid;date;1_TIme;2_NC;4_MS_Behavior;5_Contact;6_AR;7_3M;8_Notes;10_NH_Behavior;11_Contact;12_AR;13_3M;14_Notes;16_MN_Behavior;17_Contact;18_AR;19_3M;20_Notes;22_NY_Behavior;23_Contact;24_AR;25_3M;26_Notes;highlight;msm;corrected_msm
79599a43-15dc-4ded-a108-f18443250d97;2025-04-17;1900-01-01 13:59:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;839;839.0
0995e710-7552-4b15-b7d0-e78a8fb27ffb;2025-04-17;1900-01-01 14:01:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;841;841.0
f40a88c8-ea32-4c6e-8ffd-72b6a945dfb9;2025-04-17;1900-01-01 14:03:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;843;843.0
a07ac496-508c-4f25-a371-5290caed37fe;2025-04-17;1900-01-01 14:05:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;845;845.0
8efccbf0-de6a-4cb8-b297-29a789f57710;2025-04-17;1900-01-01 14:07:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;847;847.0
fd8b91b0-496a-4e82-a523-e7f16753229a;2025-04-17;1900-01-01 14:09:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;849;849.0
d6beb9df-2a49-48e1-8978-b4df3cf2c69c;2025-04-17;1900-01-01 14:11:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;851;851.0
08fbe189-2954-4f44-9772-6e3347536969;2025-04-17;1900-01-01 14:13:00;;RS;;;;;RS;;MN, NY;;;GM;NY;NH;;;GM;MN;NH;;;;853;853.0
febbe081-ceda-4820-bedb-8b354eeee14e;2025-04-17;1900-01-01 14:15:00;;RS;;;;;GG;MN;NY;;;GM;NH, NY;;;;GM;MN;NH;;;;855;855.0
addaf0d8-585c-4e9d-b826-c6e4b553f74c;2025-04-17;1900-01-01 14:17:00;;RS;;;;;RS;;MN, NY;;;GM;NY;;;;GM;MN;;;;red;857;857.0
25720423-a1f4-410c-bdf4-7e8dd2c65784;2025-04-17;1900-01-01 14:19:00;Yes;RS;;;;;RS;;MN, NY;;;GM;NY;;;;GM;MN;;;;green;859;859.0
c89398c4-a42d-40a8-b2f2-713bfb1aaa41;2025-04-17;1900-01-01 14:21:00;Yes;RS;;;;;RS;;MN, NY;;;GM;NY;;;;GM;MN;;;;green;861;861.0
d8ea1d28-bba0-4eda-b6bd-06209af53426;2025-04-17;1900-01-01 14:23:00;Yes;RS;;;;;RS;;MN, NY;;;GM;NY;;;;GM;MN;;;;green;863;863.0
acf45fd4-21d1-4992-884d-13fdda76e34f;2025-04-17;1900-01-01 14:25:00;Yes;RS;;;;;RS;;MN, NY;;;GM;NY;;;;GM;MN;;;;green;865;865.0
9ceb7744-8895-4119-afe5-652c59faadf5;2025-04-17;1900-01-01 14:27:00;Yes;RS;;;;;RS;;MN, NY;;;GM;NY;;;;GM;MN;;;;green;867;867.0
26994204-5690-4f23-8559-3fef73217b25;2025-04-17;1900-01-01 14:29:00;Yes;RS;;;;;RS;;MN, NY;;;GM;NY;;;;GM;MN;;;;green;869;869.0
afd88103-00cd-4074-adff-3ca381261922;2025-04-17;1900-01-01 14:31:00;Yes;RS;;;;;RS;;MN, NY;;;GM;NY;;;;GM;MN;;;;green;871;871.0
64ee09ff-042c-475e-ac31-b818932d2070;2025-04-17;1900-01-01 14:33:00;Yes;RS;;;;;RS;;MN, NY;;;GM;NY;;;;GM;MN;;;;green;873;873.0
fafaa0d5-c838-482f-9201-115f3fb871fb;2025-04-17;1900-01-01 14:35:00;;RL;;;;;RL;;NY, MN;;;GM;NY;NH;;;GM;MN;NH;;;red;875;875.0
4374a351-4737-49cf-b77e-076fedf1f69b;2025-04-17;1900-01-01 14:37:00;Yes;RL;;;;;RL;;NY, MN;;;GM;NY;NH;;;GM;MN;NH;;;green;877;877.0
936fa50d-da5c-425d-8756-aa5594ccb315;2025-04-17;1900-01-01 14:39:00;Yes;RL;;;;;RL;;NY, MN;;;GM;NY;NH;;;GM;MN;NH;;;green;879;879.0
f01b9606-a535-4c4a-834f-f7659f6475b8;2025-04-17;1900-01-01 14:41:00;;PL;;NY;;;GM;MN;;;;GM;NH;;;;PL;;MS;;;red;881;881.0
58fdb113-e1c0-46b2-9524-83bac0a49ced;2025-04-17;1900-01-01 14:42:00;Yes;PL;;NY;;;GM;MN;;;;GM;NH;;;;PL;;MS;;;green;882;883.0
03dcc078-50d5-46be-81f2-e4dc74f0001e;2025-04-17;1900-01-01 14:44:00;Yes;PL;;NY;;;GM;MN;;;;GM;NH;;;;PL;;MS;;;green;884;885.0
