ec5_uuid,condition,date,msm,group,trial,phase,block_ID,Ind1,behaviour,qualifier,partner,notes,playing,aggression
d775ed85-a7e5-44c5-87f4-aa9678c29a6f,,2025-04-03T01:47:47.000Z,647,C3,,morn2,morn2_C3,MZ,D,S,,,0,1
9580308d-59fb-41a3-80c1-995a62e44b74,,2025-04-03T01:50:11.000Z,649,C3,,morn2,morn2_C3,SB,A,G,"LN, GG",,0,1
9580308d-59fb-41a3-80c1-995a62e44b74,,2025-04-03T01:50:11.000Z,649,C3,,morn2,morn2_C3,NR,A,G,,,0,1
ef374882-19ec-44b1-b561-53f312e60554,,2025-04-03T04:47:09.000Z,826,C3,,enrich,enrich_C3,NR,D,S,,,0,1
19deb70a-432e-437e-af56-25c438d1e63f,,2025-04-04T05:39:24.000Z,878,C3,,enrich,enrich_C3,MZ,PL,,NR,,1,0
19deb70a-432e-437e-af56-25c438d1e63f,,2025-04-04T05:39:24.000Z,878,C3,,enrich,enrich_C3,NR,PL,,,,1,0
51231596-dfb1-423f-ab35-f640822ddd00,,2025-04-04T05:41:30.000Z,880,C3,,enrich,enrich_C3,MZ,PL,,"GG, SB, NR",,1,0
51231596-dfb1-423f-ab35-f640822ddd00,,2025-04-04T05:41:30.000Z,880,C3,,enrich,enrich_C3,SB,PL,,"GG, MZ, NR",,1,0
51231596-dfb1-423f-ab35-f640822ddd00,,2025-04-04T05:41:30.000Z,880,C3,,enrich,enrich_C3,GG,PL,,"MZ, SB, NR",,1,0
51231596-dfb1-423f-ab35-f640822ddd00,,2025-04-04T05:41:30.000Z,880,C3,,enrich,enrich_C3,NR,PL,,"MZ, SB, GG",,1,0
08315f4f-0411-467a-8ac9-acec3a4e65be,,2025-04-04T05:42:55.000Z,882,C3,,enrich,enrich_C3,MZ,PL,,"GG, SB, NR",,1,0
08315f4f-0411-467a-8ac9-acec3a4e65be,,2025-04-04T05:42:55.000Z,882,C3,,enrich,enrich_C3,SB,PL,,"GG, MZ, NR",,1,0
08315f4f-0411-467a-8ac9-acec3a4e65be,,2025-04-04T05:42:55.000Z,882,C3,,enrich,enrich_C3,GG,PL,,"MZ, SB, NR",,1,0
08315f4f-0411-467a-8ac9-acec3a4e65be,,2025-04-04T05:42:55.000Z,882,C3,,enrich,enrich_C3,NR,PL,,"MZ, SB, GG",,1,0
46aa059f-8dc8-43f8-9320-6e93e516b659,,2025-04-04T05:44:52.000Z,884,C3,,enrich,enrich_C3,MZ,PL,,"GG, SB, NR",,1,0
46aa059f-8dc8-43f8-9320-6e93e516b659,,2025-04-04T05:44:52.000Z,884,C3,,enrich,enrich_C3,SB,PL,,"GG, MZ, NR",,1,0
46aa059f-8dc8-43f8-9320-6e93e516b659,,2025-04-04T05:44:52.000Z,884,C3,,enrich,enrich_C3,GG,PL,,"MZ, SB, NR",,1,0
46aa059f-8dc8-43f8-9320-6e93e516b659,,2025-04-04T05:44:52.000Z,884,C3,,enrich,enrich_C3,NR,PL,,"MZ, SB, GG",,1,0
1153239d-c054-4dbc-ae89-80f9c56d9811,,2025-04-16T00:35:29.000Z,575,C3,,morn1,morn1_C3,SB,D,S,,,0,1
53893950-20d4-4fd0-aa2b-d4dfb93b1470,,2025-04-16T00:59:42.000Z,599,C3,,morn1,morn1_C3,SB,PL,,NR,,1,0
53893950-20d4-4fd0-aa2b-d4dfb93b1470,,2025-04-16T00:59:42.000Z,599,C3,,morn1,morn1_C3,NR,PL,,SB,,1,0
0251fb6e-ddcf-4a9c-af53-189ed22e8980,,2025-04-16T01:07:33.000Z,607,C3,,morn1,morn1_C3,SB,D,S,,,0,1
7ed783dc-9b49-4cb9-9fde-a64ff4a231a2,,2025-04-16T01:11:46.000Z,611,C3,,morn1,morn1_C3,SB,PL,,NR,,1,0
7ed783dc-9b49-4cb9-9fde-a64ff4a231a2,,2025-04-16T01:11:46.000Z,611,C3,,morn1,morn1_C3,NR,PL,,SB,,1,0
721bba2d-095c-435e-9a3f-369912de5540,,2025-04-16T01:30:11.000Z,629,C3,,morn1,morn1_C3,MZ,D,S,,,0,1
26cfa82a-ddf8-4fc1-b040-1a2f4a02f74e,,2025-04-16T01:54:45.000Z,653,C3,,morn2,morn2_C3,MZ,A,G,,,0,1
26cfa82a-ddf8-4fc1-b040-1a2f4a02f74e,,2025-04-16T01:54:45.000Z,653,C3,,morn2,morn2_C3,SB,A,G,,,0,1
26cfa82a-ddf8-4fc1-b040-1a2f4a02f74e,,2025-04-16T01:54:45.000Z,653,C3,,morn2,morn2_C3,LN,A,G,,,0,1
26cfa82a-ddf8-4fc1-b040-1a2f4a02f74e,,2025-04-16T01:54:45.000Z,653,C3,,morn2,morn2_C3,NR,A,G,,,0,1
eb35670e-ac5e-4c7a-b9a9-3a24b907491a,,2025-04-16T01:58:57.000Z,657,C3,,morn2,morn2_C3,MZ,A,G,,,0,1
eb35670e-ac5e-4c7a-b9a9-3a24b907491a,,2025-04-16T01:58:57.000Z,657,C3,,morn2,morn2_C3,SB,A,G,,,0,1
eb35670e-ac5e-4c7a-b9a9-3a24b907491a,,2025-04-16T01:58:57.000Z,657,C3,,morn2,morn2_C3,GG,A,G,,,0,1
eb35670e-ac5e-4c7a-b9a9-3a24b907491a,,2025-04-16T01:58:57.000Z,657,C3,,morn2,morn2_C3,LN,A,G,,,0,1
eb35670e-ac5e-4c7a-b9a9-3a24b907491a,,2025-04-16T01:58:57.000Z,657,C3,,morn2,morn2_C3,NR,A,G,,,0,1
f4984157-48cd-4299-b726-93c5feec2a74,,2025-04-16T02:04:04.000Z,663,C3,,morn2,morn2_C3,SB,PL,,"MZ, NR",,1,0
f4984157-48cd-4299-b726-93c5feec2a74,,2025-04-16T02:04:04.000Z,663,C3,,morn2,morn2_C3,GG,PL,,"SB, NR",,1,0
f4984157-48cd-4299-b726-93c5feec2a74,,2025-04-16T02:04:04.000Z,663,C3,,morn2,morn2_C3,NR,PL,,"GG, SB",,1,0
f2319a74-93d1-470d-95f8-739d7200b0d7,,2025-04-16T02:05:29.000Z,665,C3,,morn2,morn2_C3,SB,PL,,NR,,1,0
f2319a74-93d1-470d-95f8-739d7200b0d7,,2025-04-16T02:05:29.000Z,665,C3,,morn2,morn2_C3,NR,PL,,SB,,1,0
febc6035-b801-4709-bf8a-f179a4bfa44d,,2025-04-16T02:07:38.000Z,667,C3,,morn2,morn2_C3,SB,PL,,NR,,1,0
febc6035-b801-4709-bf8a-f179a4bfa44d,,2025-04-16T02:07:38.000Z,667,C3,,morn2,morn2_C3,NR,PL,,SB,,1,0
663ac26d-c2ff-4dfc-ad9e-8163989db05f,,2025-04-16T02:17:58.000Z,677,C3,,morn2,morn2_C3,SB,PL,,NR,,1,0
663ac26d-c2ff-4dfc-ad9e-8163989db05f,,2025-04-16T02:17:58.000Z,677,C3,,morn2,morn2_C3,NR,PL,,SB,,1,0
c281d57b-0f2c-47da-b8f9-428f101f2813,,2025-04-16T02:19:08.000Z,679,C3,,morn2,morn2_C3,SB,PL,,NR,,1,0
c281d57b-0f2c-47da-b8f9-428f101f2813,,2025-04-16T02:19:08.000Z,679,C3,,morn2,morn2_C3,NR,PL,,SB,,1,0
e3bb935d-6330-42c2-bda5-45347daa45ab,,2025-04-16T02:29:45.000Z,689,C3,,morn2,morn2_C3,SB,PL,,NR,,1,0
e3bb935d-6330-42c2-bda5-45347daa45ab,,2025-04-16T02:29:45.000Z,689,C3,,morn2,morn2_C3,NR,PL,,SB,,1,0
2c555886-fc15-4dda-9f27-06cdea5376ae,,2025-04-16T02:31:54.000Z,691,C3,,morn2,morn2_C3,SB,PL,,NR,,1,0
2c555886-fc15-4dda-9f27-06cdea5376ae,,2025-04-16T02:31:54.000Z,691,C3,,morn2,morn2_C3,NR,PL,,SB,,1,0
dee8aa80-13c1-4980-91b2-0129641326cd,,2025-04-16T02:39:37.000Z,699,C3,,morn2,morn2_C3,SB,PL,,NR,,1,0
dee8aa80-13c1-4980-91b2-0129641326cd,,2025-04-16T02:39:37.000Z,699,C3,,morn2,morn2_C3,NR,PL,,SB,,1,0
ca28fd7f-3cfd-4902-b1f3-427fafedbb6f,,2025-04-16T05:02:03.000Z,841,C3,,enrich,enrich_C3,SB,PL,,NR,,1,0
ca28fd7f-3cfd-4902-b1f3-427fafedbb6f,,2025-04-16T05:02:03.000Z,841,C3,,enrich,enrich_C3,NR,PL,,SB,,1,0
ea923a30-8586-4d4f-8196-21a933b33ae3,,2025-04-16T05:25:44.000Z,865,C3,,enrich,enrich_C3,SB,PL,,NR,,1,0
ea923a30-8586-4d4f-8196-21a933b33ae3,,2025-04-16T05:25:44.000Z,865,C3,,enrich,enrich_C3,NR,PL,,SB,,1,0
f674f022-ddaa-4ce5-93ac-28cf593f9f69,,2025-04-16T05:29:43.000Z,869,C3,,enrich,enrich_C3,SB,PL,,NR,,1,0
f674f022-ddaa-4ce5-93ac-28cf593f9f69,,2025-04-16T05:29:43.000Z,869,C3,,enrich,enrich_C3,NR,PL,,SB,,1,0
37e1a06a-c99f-4c0e-a823-88b47ce1dd22,,2025-04-16T05:33:45.000Z,873,C3,,enrich,enrich_C3,SB,PL,,NR,,1,0
37e1a06a-c99f-4c0e-a823-88b47ce1dd22,,2025-04-16T05:33:45.000Z,873,C3,,enrich,enrich_C3,NR,PL,,SB,,1,0
5643bdf2-1f37-4b22-b002-77f733a05d5e,,2025-04-16T05:35:58.000Z,875,C3,,enrich,enrich_C3,MZ,PL,,"SB, NR",,1,0
5643bdf2-1f37-4b22-b002-77f733a05d5e,,2025-04-16T05:35:58.000Z,875,C3,,enrich,enrich_C3,SB,PL,,"NR, MZ",,1,0
5643bdf2-1f37-4b22-b002-77f733a05d5e,,2025-04-16T05:35:58.000Z,875,C3,,enrich,enrich_C3,NR,PL,,"SB, MZ",,1,0
8cbb0620-68f7-44e5-827a-aa39d26425a7,,2025-04-16T05:40:24.000Z,879,C3,,enrich,enrich_C3,MZ,PL,,NR,,1,0
8cbb0620-68f7-44e5-827a-aa39d26425a7,,2025-04-16T05:40:24.000Z,879,C3,,enrich,enrich_C3,SB,PL,,LN,,1,0
8cbb0620-68f7-44e5-827a-aa39d26425a7,,2025-04-16T05:40:24.000Z,879,C3,,enrich,enrich_C3,LN,PL,,SB,,1,0
8cbb0620-68f7-44e5-827a-aa39d26425a7,,2025-04-16T05:40:24.000Z,879,C3,,enrich,enrich_C3,NR,PL,,MZ,,1,0
5118df9b-b612-427a-be0f-d3e002a87e4b,,2025-04-16T05:41:28.000Z,881,C3,,enrich,enrich_C3,MZ,PL,,NR,,1,0
5118df9b-b612-427a-be0f-d3e002a87e4b,,2025-04-16T05:41:28.000Z,881,C3,,enrich,enrich_C3,SB,PL,,LN,,1,0
5118df9b-b612-427a-be0f-d3e002a87e4b,,2025-04-16T05:41:28.000Z,881,C3,,enrich,enrich_C3,LN,PL,,SB,,1,0
5118df9b-b612-427a-be0f-d3e002a87e4b,,2025-04-16T05:41:28.000Z,881,C3,,enrich,enrich_C3,NR,PL,,MZ,,1,0
bdd0324d-f2dc-470d-b7b4-a95d95db830d,,2025-04-16T05:43:55.000Z,883,C3,,enrich,enrich_C3,SB,PL,,LN,,1,0
bdd0324d-f2dc-470d-b7b4-a95d95db830d,,2025-04-16T05:43:55.000Z,883,C3,,enrich,enrich_C3,LN,PL,,SB,,1,0
95645be2-a8bf-4af7-a6f1-a5543faab401,,2025-04-16T05:45:22.000Z,885,C3,,enrich,enrich_C3,SB,PL,,LN,,1,0
95645be2-a8bf-4af7-a6f1-a5543faab401,,2025-04-16T05:45:22.000Z,885,C3,,enrich,enrich_C3,LN,PL,,SB,,1,0
ba9e16f8-9f80-489b-9500-b908c0b1e23a,,2025-04-17T02:42:27.000Z,701,C3,,morn2,morn2_C3,MZ,PL,,"GG, SB",,1,0
ba9e16f8-9f80-489b-9500-b908c0b1e23a,,2025-04-17T02:42:27.000Z,701,C3,,morn2,morn2_C3,SB,PL,,"MZ, GG",,1,0
ba9e16f8-9f80-489b-9500-b908c0b1e23a,,2025-04-17T02:42:27.000Z,701,C3,,morn2,morn2_C3,GG,PL,,"SB, MZ",,1,0
aae2ee24-bcdf-4670-b6bb-43e1903140a5,,2025-04-17T05:41:33.000Z,880,C3,,enrich,enrich_C3,SB,PL,,NR,,1,0
aae2ee24-bcdf-4670-b6bb-43e1903140a5,,2025-04-17T05:41:33.000Z,880,C3,,enrich,enrich_C3,NR,PL,,SB,,1,0
a7d080ad-221b-4a24-9729-f21728adf16f,,2025-04-17T05:43:07.000Z,883,C3,,enrich,enrich_C3,SB,PL,,NR,,1,0
a7d080ad-221b-4a24-9729-f21728adf16f,,2025-04-17T05:43:07.000Z,883,C3,,enrich,enrich_C3,NR,PL,,SB,,1,0
1347d64a-30f7-4939-a0eb-75ad31e99013,,2025-04-17T05:45:32.000Z,884,C3,,enrich,enrich_C3,SB,PL,,NR,,1,0
1347d64a-30f7-4939-a0eb-75ad31e99013,,2025-04-17T05:45:32.000Z,884,C3,,enrich,enrich_C3,NR,PL,,SB,,1,0
dd32b829-7524-4ea0-aa3d-d2e62a028d7a,,2025-04-30T00:43:02.000Z,582,C3,,morn1,morn1_C3,SB,PL,,NR,,1,0
dd32b829-7524-4ea0-aa3d-d2e62a028d7a,,2025-04-30T00:43:02.000Z,582,C3,,morn1,morn1_C3,NR,PL,,SB,,1,0
840620d4-2ace-488a-add8-7192634bde30,,2025-04-30T00:56:45.000Z,596,C3,,morn1,morn1_C3,SB,PL,,NR,,1,0
840620d4-2ace-488a-add8-7192634bde30,,2025-04-30T00:56:45.000Z,596,C3,,morn1,morn1_C3,NR,PL,,SB,,1,0
02706ebc-a05e-4701-a608-72f983114d27,,2025-04-30T00:58:47.000Z,598,C3,,morn1,morn1_C3,SB,PL,,NR,,1,0
02706ebc-a05e-4701-a608-72f983114d27,,2025-04-30T00:58:47.000Z,598,C3,,morn1,morn1_C3,NR,PL,,SB,,1,0
b19e0c1f-1136-48d7-b05e-b477996e0d97,,2025-04-30T01:03:06.000Z,602,C3,,morn1,morn1_C3,MZ,PL,,SB,,1,0
b19e0c1f-1136-48d7-b05e-b477996e0d97,,2025-04-30T01:03:06.000Z,602,C3,,morn1,morn1_C3,SB,PL,,MZ,,1,0
bb22bdbf-6119-4573-87ab-04d1bf209ec6,,2025-04-30T01:47:17.000Z,646,C3,,morn2,morn2_C3,SB,PL,,GG,,1,0
bb22bdbf-6119-4573-87ab-04d1bf209ec6,,2025-04-30T01:47:17.000Z,646,C3,,morn2,morn2_C3,GG,PL,,SB,,1,0
1a12b818-86f6-4358-b5b4-0f017ee18ae1,,2025-04-30T01:48:43.000Z,648,C3,,morn2,morn2_C3,SB,PL,,GG,,1,0
1a12b818-86f6-4358-b5b4-0f017ee18ae1,,2025-04-30T01:48:43.000Z,648,C3,,morn2,morn2_C3,GG,PL,,,,1,0
bc96cc96-e0ce-4bda-a184-b62b9c2bfab5,,2025-04-30T01:50:47.000Z,650,C3,,morn2,morn2_C3,SB,PL,,"NR, LN, GG",,1,0
bc96cc96-e0ce-4bda-a184-b62b9c2bfab5,,2025-04-30T01:50:47.000Z,650,C3,,morn2,morn2_C3,GG,PL,,"NR, SB, LN",,1,0
bc96cc96-e0ce-4bda-a184-b62b9c2bfab5,,2025-04-30T01:50:47.000Z,650,C3,,morn2,morn2_C3,LN,PL,,"NR, GG, SB",,1,0
bc96cc96-e0ce-4bda-a184-b62b9c2bfab5,,2025-04-30T01:50:47.000Z,650,C3,,morn2,morn2_C3,NR,PL,,"LN, GG, SB",,1,0
80057694-615c-4903-8267-5d38548d19ff,,2025-04-30T01:53:40.000Z,652,C3,,morn2,morn2_C3,GG,PL,,LN,,1,0
80057694-615c-4903-8267-5d38548d19ff,,2025-04-30T01:53:40.000Z,652,C3,,morn2,morn2_C3,LN,PL,,GG,,1,0
dc1d46c9-5cd7-4c3b-a161-7e1c80be8b7b,,2025-04-30T01:54:22.000Z,654,C3,,morn2,morn2_C3,GG,PL,,LN,,1,0
dc1d46c9-5cd7-4c3b-a161-7e1c80be8b7b,,2025-04-30T01:54:22.000Z,654,C3,,morn2,morn2_C3,LN,PL,,GG,,1,0
43aa72c0-f947-46d0-b8cd-d37a9a0a59b1,,2025-04-30T02:03:05.000Z,662,C3,,morn2,morn2_C3,MZ,D,S,,,0,1
43aa72c0-f947-46d0-b8cd-d37a9a0a59b1,,2025-04-30T02:03:05.000Z,662,C3,,morn2,morn2_C3,GG,PL,,NR,,1,0
43aa72c0-f947-46d0-b8cd-d37a9a0a59b1,,2025-04-30T02:03:05.000Z,662,C3,,morn2,morn2_C3,NR,PL,,GG,,1,0
f8f2cc6d-dde9-4050-a519-6413af33bb93,,2025-04-30T02:20:45.000Z,680,C3,,morn2,morn2_C3,SB,PL,,NR,,1,0
f8f2cc6d-dde9-4050-a519-6413af33bb93,,2025-04-30T02:20:45.000Z,680,C3,,morn2,morn2_C3,NR,PL,,SB,,1,0
378f2434-331f-42ed-b983-1cf2fed17c72,,2025-04-30T04:29:12.000Z,808,C3,,enrich,enrich_C3,SB,D,S,,,0,1
9c8b93bf-bbf1-4ac2-8d32-7de800c39012,,2025-04-30T04:55:01.000Z,834,C3,,enrich,enrich_C3,MZ,PL,,LN,,1,0
9c8b93bf-bbf1-4ac2-8d32-7de800c39012,,2025-04-30T04:55:01.000Z,834,C3,,enrich,enrich_C3,LN,PL,,MZ,,1,0
a9e5c8e2-b2e5-4d8a-9b29-90f1e060d414,,2025-04-30T05:03:11.000Z,842,C3,,enrich,enrich_C3,SB,D,S,,,0,1
584208de-ae9f-40ed-91c6-79b2262d1dd7,,2025-04-30T05:35:13.000Z,874,C3,,enrich,enrich_C3,SB,PL,,NR,,1,0
584208de-ae9f-40ed-91c6-79b2262d1dd7,,2025-04-30T05:35:13.000Z,874,C3,,enrich,enrich_C3,NR,PL,,SB,,1,0
ddcbc91e-d405-4da2-b7cf-c9ce3241b815,,2025-05-01T00:35:54.000Z,575,C3,,morn1,morn1_C3,MZ,PL,,NR,,1,0
ddcbc91e-d405-4da2-b7cf-c9ce3241b815,,2025-05-01T00:35:54.000Z,575,C3,,morn1,morn1_C3,NR,PL,,MZ,,1,0
ff429a11-7a8d-4637-bec9-5dd4f1c13ac5,,2025-05-01T00:57:59.000Z,597,C3,,morn1,morn1_C3,SB,PL,,NR,,1,0
ff429a11-7a8d-4637-bec9-5dd4f1c13ac5,,2025-05-01T00:57:59.000Z,597,C3,,morn1,morn1_C3,NR,PL,,SB,,1,0
3b30d759-47c6-47bd-ae72-4f2b4037fafa,,2025-05-01T01:08:13.000Z,607,C3,,morn1,morn1_C3,SB,PL,,NR,,1,0
3b30d759-47c6-47bd-ae72-4f2b4037fafa,,2025-05-01T01:08:13.000Z,607,C3,,morn1,morn1_C3,NR,PL,,SB,,1,0
8cc8fee1-6801-49dc-a859-5f039d1014ee,,2025-05-01T01:09:35.000Z,609,C3,,morn1,morn1_C3,SB,PL,,NR,,1,0
8cc8fee1-6801-49dc-a859-5f039d1014ee,,2025-05-01T01:09:35.000Z,609,C3,,morn1,morn1_C3,NR,PL,,SB,,1,0
86dda5ca-d65a-41fb-b49a-f26d8997d245,,2025-05-01T01:12:09.000Z,611,C3,,morn1,morn1_C3,SB,D,S,,,0,1
a35848db-2ae4-494c-90dd-c37ff729d02c,,2025-05-01T01:13:41.000Z,613,C3,,morn1,morn1_C3,SB,D,S,,,0,1
6e6db7a4-e78c-45f6-964c-9f222718c01f,,2025-05-01T02:22:17.000Z,681,C3,,morn2,morn2_C3,MZ,D,S,,,0,1
ccc94b5f-113f-4b97-a19e-abe2c21d6fc4,,2025-05-01T02:26:01.000Z,685,C3,,morn2,morn2_C3,MZ,D,S,,,0,1
81a7fe4b-a545-4667-8d74-8617db7d4cdb,,2025-05-01T02:27:28.000Z,687,C3,,morn2,morn2_C3,MZ,D,S,,,0,1
94913815-783d-481b-9344-98f4a3badf21,,2025-05-01T05:01:54.000Z,841,C3,,enrich,enrich_C3,SB,PL,,LN,,1,0
94913815-783d-481b-9344-98f4a3badf21,,2025-05-01T05:01:54.000Z,841,C3,,enrich,enrich_C3,LN,PL,,SB,,1,0
311a7e87-f57f-4095-9b10-4e2f39b19a8f,,2025-05-01T05:03:25.000Z,843,C3,,enrich,enrich_C3,SB,PL,,LN,,1,0
311a7e87-f57f-4095-9b10-4e2f39b19a8f,,2025-05-01T05:03:25.000Z,843,C3,,enrich,enrich_C3,LN,PL,,SB,,1,0
7160e0df-95e6-4227-9617-44078ea2f428,,2025-05-01T05:05:37.000Z,845,C3,,enrich,enrich_C3,SB,PL,,LN,,1,0
7160e0df-95e6-4227-9617-44078ea2f428,,2025-05-01T05:05:37.000Z,845,C3,,enrich,enrich_C3,LN,PL,,SB,,1,0
bcdbcf78-8af9-442a-bf0b-90f9aa872ba8,,2025-05-01T05:07:54.000Z,847,C3,,enrich,enrich_C3,MZ,PL,,NR,,1,0
bcdbcf78-8af9-442a-bf0b-90f9aa872ba8,,2025-05-01T05:07:54.000Z,847,C3,,enrich,enrich_C3,SB,PL,,LN,,1,0
bcdbcf78-8af9-442a-bf0b-90f9aa872ba8,,2025-05-01T05:07:54.000Z,847,C3,,enrich,enrich_C3,LN,PL,,SB,,1,0
bcdbcf78-8af9-442a-bf0b-90f9aa872ba8,,2025-05-01T05:07:54.000Z,847,C3,,enrich,enrich_C3,NR,PL,,MZ,,1,0
b96c76a0-f2c2-4069-9df0-d0251a73a149,,2025-05-01T05:12:35.000Z,851,C3,,enrich,enrich_C3,SB,PL,,NR,,1,0
b96c76a0-f2c2-4069-9df0-d0251a73a149,,2025-05-01T05:12:35.000Z,851,C3,,enrich,enrich_C3,NR,PL,,SB,,1,0
05650785-e550-4ae7-9aab-aec8f3575f63,,2025-05-01T05:13:53.000Z,853,C3,,enrich,enrich_C3,SB,PL,,NR,,1,0
05650785-e550-4ae7-9aab-aec8f3575f63,,2025-05-01T05:13:53.000Z,853,C3,,enrich,enrich_C3,NR,PL,,SB,,1,0
0d1b424d-1f15-46b9-94f7-a45626e0a1b1,,2025-05-14T01:19:14.000Z,618,C3,,morn1,morn1_C3,SB,PL,,NR,,1,0
0d1b424d-1f15-46b9-94f7-a45626e0a1b1,,2025-05-14T01:19:14.000Z,618,C3,,morn1,morn1_C3,NR,PL,,SB,,1,0
f6a33e71-c19b-46f2-a8a6-a494c4d388f8,,2025-05-14T01:26:45.000Z,626,C3,,morn1,morn1_C3,SB,PL,,NR,,1,0
f6a33e71-c19b-46f2-a8a6-a494c4d388f8,,2025-05-14T01:26:45.000Z,626,C3,,morn1,morn1_C3,NR,PL,,SB,,1,0
8f058e24-cebb-40d9-b085-8b85526ce90b,,2025-05-14T01:30:40.000Z,630,C3,,morn1,morn1_C3,MZ,PL,,SB,,1,0
8f058e24-cebb-40d9-b085-8b85526ce90b,,2025-05-14T01:30:40.000Z,630,C3,,morn1,morn1_C3,SB,PL,,,,1,0
73126f71-023f-4da6-8446-d12694518443,,2025-05-14T01:46:47.000Z,646,C3,,morn2,morn2_C3,MZ,D,S,,,0,1
d3341bf2-de36-455a-a8b0-ff0c7f97b647,,2025-05-14T01:51:18.000Z,650,C3,,morn2,morn2_C3,SB,PL,,LN,,1,0
d3341bf2-de36-455a-a8b0-ff0c7f97b647,,2025-05-14T01:51:18.000Z,650,C3,,morn2,morn2_C3,LN,PL,,SB,,1,0
83d0ccf3-75b8-4cc6-af97-8512c6782d52,,2025-05-14T01:54:44.000Z,654,C3,,morn2,morn2_C3,SB,PL,,NR,,1,0
83d0ccf3-75b8-4cc6-af97-8512c6782d52,,2025-05-14T01:54:44.000Z,654,C3,,morn2,morn2_C3,NR,PL,,SB,,1,0
b36174bd-2b23-401e-9a64-f72709cfab48,,2025-05-14T02:04:59.000Z,664,C3,,morn2,morn2_C3,SB,PL,,NR,,1,0
b36174bd-2b23-401e-9a64-f72709cfab48,,2025-05-14T02:04:59.000Z,664,C3,,morn2,morn2_C3,NR,PL,,SB,,1,0
716bff94-a000-4b1f-9564-908752b54198,,2025-05-14T05:23:12.000Z,862,C3,,enrich,enrich_C3,SB,PL,,GG,,1,0
716bff94-a000-4b1f-9564-908752b54198,,2025-05-14T05:23:12.000Z,862,C3,,enrich,enrich_C3,GG,PL,,SB,,1,0
f3cde643-4d0d-4b98-af7e-55b86ed15ff8,,2025-05-14T05:47:16.000Z,886,C3,,enrich,enrich_C3,SB,PL,,NR,,1,0
f3cde643-4d0d-4b98-af7e-55b86ed15ff8,,2025-05-14T05:47:16.000Z,886,C3,,enrich,enrich_C3,NR,PL,,SB,,1,0
5df8ce77-e27a-48c0-b68a-4c266165ba42,,2025-05-15T00:51:02.000Z,590,C3,,morn1,morn1_C3,GG,PL,,NR,,1,0
5df8ce77-e27a-48c0-b68a-4c266165ba42,,2025-05-15T00:51:02.000Z,590,C3,,morn1,morn1_C3,NR,PL,,GG,,1,0
33c3b347-bc69-42cc-b5d2-33e52ace4c44,,2025-05-15T01:29:17.000Z,628,C3,,morn1,morn1_C3,SB,PL,,NR,,1,0
33c3b347-bc69-42cc-b5d2-33e52ace4c44,,2025-05-15T01:29:17.000Z,628,C3,,morn1,morn1_C3,NR,PL,,SB,,1,0
ca3d9dd5-474e-4c89-b7e2-a16f6e7131db,,2025-05-15T01:47:25.000Z,646,C3,,morn2,morn2_C3,MZ,D,S,,,0,1
2b7c8570-d2b6-4ebd-a72b-d3af038ee73e,,2025-05-15T01:48:59.000Z,648,C3,,morn2,morn2_C3,MZ,D,S,,,0,1
f201d22b-9cda-4604-827b-ac77297ce260,,2025-05-15T02:00:53.000Z,660,C3,,morn2,morn2_C3,SB,PL,,NR,,1,0
f201d22b-9cda-4604-827b-ac77297ce260,,2025-05-15T02:00:53.000Z,660,C3,,morn2,morn2_C3,NR,PL,,SB,,1,0
b4c87654-859b-47cf-88d4-e41cfd056d3f,,2025-05-15T02:05:23.000Z,664,C3,,morn2,morn2_C3,SB,PL,,LN,,1,0
b4c87654-859b-47cf-88d4-e41cfd056d3f,,2025-05-15T02:05:23.000Z,664,C3,,morn2,morn2_C3,LN,PL,,SB,,1,0
b427a618-57bd-4cbd-95b3-932957929b6d,,2025-05-15T02:06:51.000Z,666,C3,,morn2,morn2_C3,SB,PL,,LN,,1,0
b427a618-57bd-4cbd-95b3-932957929b6d,,2025-05-15T02:06:51.000Z,666,C3,,morn2,morn2_C3,LN,PL,,SB,,1,0
90b48497-d45c-4c20-976b-0316826e4142,,2025-05-15T02:25:25.000Z,684,C3,,morn2,morn2_C3,SB,PL,,GG,,1,0
90b48497-d45c-4c20-976b-0316826e4142,,2025-05-15T02:25:25.000Z,684,C3,,morn2,morn2_C3,GG,PL,,,,1,0
18b33a7c-4172-4759-9a5f-7e7eca2a55f2,,2025-05-15T05:34:13.000Z,873,C3,,enrich,enrich_C3,MZ,D,S,,,0,1
c32286a0-530e-490f-9a4b-e4615fce487c,,2025-05-15T05:35:55.000Z,875,C3,,enrich,enrich_C3,MZ,D,S,,,0,1
76abf923-c4aa-4772-b638-dfb9b14059e2,,2025-05-15T05:37:54.000Z,877,C3,,enrich,enrich_C3,MZ,PL,,LN,,1,0
76abf923-c4aa-4772-b638-dfb9b14059e2,,2025-05-15T05:37:54.000Z,877,C3,,enrich,enrich_C3,LN,PL,,MZ,,1,0
6156eb64-15de-48d6-acb4-3390b46fc8c0,,2025-05-15T05:39:26.000Z,879,C3,,enrich,enrich_C3,MZ,PL,,LN,,1,0
6156eb64-15de-48d6-acb4-3390b46fc8c0,,2025-05-15T05:39:26.000Z,879,C3,,enrich,enrich_C3,LN,PL,,MZ,,1,0
46fd3d3d-0ea9-497d-9641-abb35bf3de95,,2025-05-15T05:42:02.000Z,881,C3,,enrich,enrich_C3,MZ,PL,,LN,,1,0
