ec5_uuid,condition,date,msm,group,trial,phase,block_ID,Ind1,partner,dyad,distance
cb2fca25-d5aa-48a6-ae03-de3faa583dc3,Playback,23-03-2025,601,C_2,2,morn1,morn1_C_2_trial2_first_play,SB,GG,SB-GG,2
cb2fca25-d5aa-48a6-ae03-de3faa583dc3,Playback,23-03-2025,601,C_2,2,morn1,morn1_C_2_trial2_first_play,SB,MS,SB-MS,3
cb2fca25-d5aa-48a6-ae03-de3faa583dc3,Playback,23-03-2025,601,C_2,2,morn1,morn1_C_2_trial2_first_play,GG,SB,GG-SB,3
cb2fca25-d5aa-48a6-ae03-de3faa583dc3,Playback,23-03-2025,601,C_2,2,morn1,morn1_C_2_trial2_first_play,GG,MS,GG-MS,3
cb2fca25-d5aa-48a6-ae03-de3faa583dc3,Playback,23-03-2025,601,C_2,2,morn1,morn1_C_2_trial2_first_play,MS,GG,MS-GG,2
cb2fca25-d5aa-48a6-ae03-de3faa583dc3,Playback,23-03-2025,601,C_2,2,morn1,morn1_C_2_trial2_first_play,MS,SB,MS-SB,3
300e21c8-0426-40c8-b3ec-bfb560e95beb,Playback,23-03-2025,603,C_2,2,morn1,morn1_C_2_trial2_first_play,MZ,SB,MZ-SB,4
300e21c8-0426-40c8-b3ec-bfb560e95beb,Playback,23-03-2025,603,C_2,2,morn1,morn1_C_2_trial2_first_play,MZ,GG,MZ-GG,4
300e21c8-0426-40c8-b3ec-bfb560e95beb,Playback,23-03-2025,603,C_2,2,morn1,morn1_C_2_trial2_first_play,MZ,MS,MZ-MS,4
300e21c8-0426-40c8-b3ec-bfb560e95beb,Playback,23-03-2025,603,C_2,2,morn1,morn1_C_2_trial2_first_play,SB,GG,SB-GG,2
300e21c8-0426-40c8-b3ec-bfb560e95beb,Playback,23-03-2025,603,C_2,2,morn1,morn1_C_2_trial2_first_play,SB,MS,SB-MS,3
300e21c8-0426-40c8-b3ec-bfb560e95beb,Playback,23-03-2025,603,C_2,2,morn1,morn1_C_2_trial2_first_play,GG,SB,GG-SB,3
300e21c8-0426-40c8-b3ec-bfb560e95beb,Playback,23-03-2025,603,C_2,2,morn1,morn1_C_2_trial2_first_play,GG,MS,GG-MS,3
300e21c8-0426-40c8-b3ec-bfb560e95beb,Playback,23-03-2025,603,C_2,2,morn1,morn1_C_2_trial2_first_play,MS,GG,MS-GG,2
300e21c8-0426-40c8-b3ec-bfb560e95beb,Playback,23-03-2025,603,C_2,2,morn1,morn1_C_2_trial2_first_play,MS,SB,MS-SB,3
52a3ef5d-9cd3-4fbc-999f-5df53de8ac61,Playback,23-03-2025,605,C_2,2,morn1,morn1_C_2_trial2_first_play,MZ,SB,MZ-SB,4
52a3ef5d-9cd3-4fbc-999f-5df53de8ac61,Playback,23-03-2025,605,C_2,2,morn1,morn1_C_2_trial2_first_play,MZ,GG,MZ-GG,4
52a3ef5d-9cd3-4fbc-999f-5df53de8ac61,Playback,23-03-2025,605,C_2,2,morn1,morn1_C_2_trial2_first_play,MZ,MS,MZ-MS,4
52a3ef5d-9cd3-4fbc-999f-5df53de8ac61,Playback,23-03-2025,605,C_2,2,morn1,morn1_C_2_trial2_first_play,SB,GG,SB-GG,2
52a3ef5d-9cd3-4fbc-999f-5df53de8ac61,Playback,23-03-2025,605,C_2,2,morn1,morn1_C_2_trial2_first_play,SB,MS,SB-MS,3
52a3ef5d-9cd3-4fbc-999f-5df53de8ac61,Playback,23-03-2025,605,C_2,2,morn1,morn1_C_2_trial2_first_play,GG,SB,GG-SB,3
52a3ef5d-9cd3-4fbc-999f-5df53de8ac61,Playback,23-03-2025,605,C_2,2,morn1,morn1_C_2_trial2_first_play,GG,MS,GG-MS,3
52a3ef5d-9cd3-4fbc-999f-5df53de8ac61,Playback,23-03-2025,605,C_2,2,morn1,morn1_C_2_trial2_first_play,MS,GG,MS-GG,2
52a3ef5d-9cd3-4fbc-999f-5df53de8ac61,Playback,23-03-2025,605,C_2,2,morn1,morn1_C_2_trial2_first_play,MS,SB,MS-SB,3
7aa379d0-b033-48ab-86e4-b1caf94654d3,Playback,23-03-2025,607,C_2,2,morn1,morn1_C_2_trial2_first_play,MZ,SB,MZ-SB,4
7aa379d0-b033-48ab-86e4-b1caf94654d3,Playback,23-03-2025,607,C_2,2,morn1,morn1_C_2_trial2_first_play,MZ,GG,MZ-GG,4
7aa379d0-b033-48ab-86e4-b1caf94654d3,Playback,23-03-2025,607,C_2,2,morn1,morn1_C_2_trial2_first_play,MZ,MS,MZ-MS,4
7aa379d0-b033-48ab-86e4-b1caf94654d3,Playback,23-03-2025,607,C_2,2,morn1,morn1_C_2_trial2_first_play,SB,GG,SB-GG,2
7aa379d0-b033-48ab-86e4-b1caf94654d3,Playback,23-03-2025,607,C_2,2,morn1,morn1_C_2_trial2_first_play,SB,MS,SB-MS,3
7aa379d0-b033-48ab-86e4-b1caf94654d3,Playback,23-03-2025,607,C_2,2,morn1,morn1_C_2_trial2_first_play,GG,SB,GG-SB,3
7aa379d0-b033-48ab-86e4-b1caf94654d3,Playback,23-03-2025,607,C_2,2,morn1,morn1_C_2_trial2_first_play,GG,MS,GG-MS,3
7aa379d0-b033-48ab-86e4-b1caf94654d3,Playback,23-03-2025,607,C_2,2,morn1,morn1_C_2_trial2_first_play,MS,GG,MS-GG,2
7aa379d0-b033-48ab-86e4-b1caf94654d3,Playback,23-03-2025,607,C_2,2,morn1,morn1_C_2_trial2_first_play,MS,SB,MS-SB,3
82a93046-f8eb-478f-a8e4-cb724201594f,Playback,23-03-2025,609,C_2,2,morn1,morn1_C_2_trial2_first_play,MZ,SB,MZ-SB,4
82a93046-f8eb-478f-a8e4-cb724201594f,Playback,23-03-2025,609,C_2,2,morn1,morn1_C_2_trial2_first_play,MZ,GG,MZ-GG,4
82a93046-f8eb-478f-a8e4-cb724201594f,Playback,23-03-2025,609,C_2,2,morn1,morn1_C_2_trial2_first_play,MZ,MS,MZ-MS,4
82a93046-f8eb-478f-a8e4-cb724201594f,Playback,23-03-2025,609,C_2,2,morn1,morn1_C_2_trial2_first_play,SB,GG,SB-GG,2
82a93046-f8eb-478f-a8e4-cb724201594f,Playback,23-03-2025,609,C_2,2,morn1,morn1_C_2_trial2_first_play,SB,MS,SB-MS,3
82a93046-f8eb-478f-a8e4-cb724201594f,Playback,23-03-2025,609,C_2,2,morn1,morn1_C_2_trial2_first_play,GG,SB,GG-SB,3
82a93046-f8eb-478f-a8e4-cb724201594f,Playback,23-03-2025,609,C_2,2,morn1,morn1_C_2_trial2_first_play,GG,MS,GG-MS,3
82a93046-f8eb-478f-a8e4-cb724201594f,Playback,23-03-2025,609,C_2,2,morn1,morn1_C_2_trial2_first_play,MS,GG,MS-GG,2
82a93046-f8eb-478f-a8e4-cb724201594f,Playback,23-03-2025,609,C_2,2,morn1,morn1_C_2_trial2_first_play,MS,SB,MS-SB,3
2c527392-520e-4895-8f42-3e742320664b,Playback,23-03-2025,611,C_2,2,morn1,morn1_C_2_trial2_first_play,MZ,SB,MZ-SB,4
2c527392-520e-4895-8f42-3e742320664b,Playback,23-03-2025,611,C_2,2,morn1,morn1_C_2_trial2_first_play,MZ,GG,MZ-GG,4
2c527392-520e-4895-8f42-3e742320664b,Playback,23-03-2025,611,C_2,2,morn1,morn1_C_2_trial2_first_play,MZ,MS,MZ-MS,4
2c527392-520e-4895-8f42-3e742320664b,Playback,23-03-2025,611,C_2,2,morn1,morn1_C_2_trial2_first_play,SB,GG,SB-GG,2
2c527392-520e-4895-8f42-3e742320664b,Playback,23-03-2025,611,C_2,2,morn1,morn1_C_2_trial2_first_play,SB,MS,SB-MS,3
2c527392-520e-4895-8f42-3e742320664b,Playback,23-03-2025,611,C_2,2,morn1,morn1_C_2_trial2_first_play,GG,SB,GG-SB,3
2c527392-520e-4895-8f42-3e742320664b,Playback,23-03-2025,611,C_2,2,morn1,morn1_C_2_trial2_first_play,GG,MS,GG-MS,3
2c527392-520e-4895-8f42-3e742320664b,Playback,23-03-2025,611,C_2,2,morn1,morn1_C_2_trial2_first_play,MS,GG,MS-GG,2
2c527392-520e-4895-8f42-3e742320664b,Playback,23-03-2025,611,C_2,2,morn1,morn1_C_2_trial2_first_play,MS,SB,MS-SB,3
86bb52c2-9669-439c-9258-43af3a12001f,Playback,23-03-2025,613,C_2,2,morn1,morn1_C_2_trial2_first_play,MZ,SB,MZ-SB,4
86bb52c2-9669-439c-9258-43af3a12001f,Playback,23-03-2025,613,C_2,2,morn1,morn1_C_2_trial2_first_play,MZ,GG,MZ-GG,4
86bb52c2-9669-439c-9258-43af3a12001f,Playback,23-03-2025,613,C_2,2,morn1,morn1_C_2_trial2_first_play,MZ,MS,MZ-MS,4
86bb52c2-9669-439c-9258-43af3a12001f,Playback,23-03-2025,613,C_2,2,morn1,morn1_C_2_trial2_first_play,SB,GG,SB-GG,2
86bb52c2-9669-439c-9258-43af3a12001f,Playback,23-03-2025,613,C_2,2,morn1,morn1_C_2_trial2_first_play,SB,MS,SB-MS,3
86bb52c2-9669-439c-9258-43af3a12001f,Playback,23-03-2025,613,C_2,2,morn1,morn1_C_2_trial2_first_play,GG,SB,GG-SB,3
86bb52c2-9669-439c-9258-43af3a12001f,Playback,23-03-2025,613,C_2,2,morn1,morn1_C_2_trial2_first_play,GG,MS,GG-MS,3
86bb52c2-9669-439c-9258-43af3a12001f,Playback,23-03-2025,613,C_2,2,morn1,morn1_C_2_trial2_first_play,MS,GG,MS-GG,2
86bb52c2-9669-439c-9258-43af3a12001f,Playback,23-03-2025,613,C_2,2,morn1,morn1_C_2_trial2_first_play,MS,SB,MS-SB,3
49cf1518-65b8-41fa-9b49-8d4db9b10eab,Playback,23-03-2025,615,C_2,2,morn1,morn1_C_2_trial2_first_play,MZ,SB,MZ-SB,4
49cf1518-65b8-41fa-9b49-8d4db9b10eab,Playback,23-03-2025,615,C_2,2,morn1,morn1_C_2_trial2_first_play,MZ,GG,MZ-GG,4
49cf1518-65b8-41fa-9b49-8d4db9b10eab,Playback,23-03-2025,615,C_2,2,morn1,morn1_C_2_trial2_first_play,MZ,MS,MZ-MS,4
49cf1518-65b8-41fa-9b49-8d4db9b10eab,Playback,23-03-2025,615,C_2,2,morn1,morn1_C_2_trial2_first_play,SB,GG,SB-GG,2
49cf1518-65b8-41fa-9b49-8d4db9b10eab,Playback,23-03-2025,615,C_2,2,morn1,morn1_C_2_trial2_first_play,SB,MS,SB-MS,3
49cf1518-65b8-41fa-9b49-8d4db9b10eab,Playback,23-03-2025,615,C_2,2,morn1,morn1_C_2_trial2_first_play,GG,SB,GG-SB,3
49cf1518-65b8-41fa-9b49-8d4db9b10eab,Playback,23-03-2025,615,C_2,2,morn1,morn1_C_2_trial2_first_play,GG,MS,GG-MS,3
