ec5_uuid;date;1_TIme;2_NC;4_ST_Behavior;5_Contact;6_AR;7_3M;8_Notes;16_SR_Behavior;17_Contact;18_AR;19_3M;20_Notes;22_TK_Behavior;23_Contact;24_AR;25_3M;26_Notes;28_TN_Behavior;29_Contact;30_AR;31_3M;32_Notes;highlight;msm;corrected_msm
fec61545-2450-45ee-bbe9-23a4d0144b90;2025-05-01;1900-01-01 09:53:00;NO;RS;;;;;M;;;;;RL;;;TN;;RS;;;TK;;;593;592.0
589f0f4c-cf78-4b1c-a080-36d4274da623;2025-05-01;1900-01-01 09:55:00;NO;RS;;;;;RS;;;TN, TK;;RS;;;SR, TN;;RS;;;SR, TK;;red;595;594.0
bb0f610e-674c-4256-b6f2-d9e75321406b;2025-05-01;1900-01-01 09:57:00;Yes;RS;;;;;RS;;;TN, TK;;RS;;;SR, TN;;RS;;;SR, TK;;green;597;596.0
2ed298b4-45bb-4bcb-925d-47725910ddf0;2025-05-01;1900-01-01 09:59:00;NO;RS;;;;;RS;;TK;TN;;RL;;SR;TN;;RS;;;SR, TK;;;599;598.0
f746bf06-c61b-4b0a-a5f6-96d42abfabee;2025-05-01;1900-01-01 10:01:00;NO;RS;;;;;RS;;;TN, TK;;RS;;;TN, SR;;RS;;;TK, SR;;;601;600.0
fe7e2ada-c861-432a-ae82-eb67fbb646ae;2025-05-01;1900-01-01 10:03:00;NO;RS;;;;;RS;;TK;TN;;RS;;SR;TN;;RS;;;SR, TK;;;603;602.0
16c45a73-83a6-40c7-885b-6c36ef8fb079;2025-05-01;1900-01-01 10:05:00;NO;M;;;TN;;RS;;;;;RS;;;;;M;;;ST;;;605;604.0
da75e328-f568-4393-83b3-6f9b34daac8b;2025-05-01;1900-01-01 10:07:00;NO;RS;;;;;RS;;;;;RS;;;;;RS;;;;;;607;606.0
44183687-aacd-4226-bf8a-7b73e678a907;2025-05-01;1900-01-01 10:09:00;NO;RS;;;TN, SR;;PL;TN;;ST;;RS;;;;;PL;SR;;ST;;;609;608.0
f81933b2-677d-4db9-bb19-9ee9cc13503f;2025-05-01;1900-01-01 10:11:00;NO;M;;;;;M;;;TN;;RS;;;;;M;;;SR;;;611;610.0
8d223bad-e3e2-4730-a0c8-04460b1d6968;2025-05-01;1900-01-01 10:13:00;NO;RS;;;;;RS;;;TN;;RS;;;;;RS;;;SR;;red;613;612.0
74adc644-b75b-4411-9ccf-a95151e185e5;2025-05-01;1900-01-01 10:15:00;Yes;RS;;;;;RS;;;TN;;RS;;;;;RS;;;SR;;green;615;614.0
b9650d2c-d1db-48de-a2e5-161f2d6d4509;2025-05-01;1900-01-01 10:17:00;Yes;RS;;;;;RS;;;TN;;RS;;;;;RS;;;SR;;green;617;616.0
695b0473-b0e8-47da-9329-f618fdd5aeb7;2025-05-01;1900-01-01 10:19:00;NO;RS;;;;;RS;;;TN, TK;;RS;;TN;SR;;RS;;TK;SR;;;619;618.0
7d421c19-d52d-43c3-9d82-81369fd01818;2025-05-01;1900-01-01 10:21:00;NO;E;;;;;RS;;;TN;;RS;;;TN;;RS;;;TK, SR;;red;621;620.0
75a2f63f-19c0-48fc-9cff-53284f30de93;2025-05-01;1900-01-01 10:23:00;Yes;E;;;;;RS;;;TN;;RS;;;TN;;RS;;;TK, SR;;green;623;622.0
d575326f-0ddb-46a0-8527-5d0fb3cf4804;2025-05-01;1900-01-01 10:25:00;NO;RS;;;;;RS;;TN, TK;;;M;;TN, SR;;;RS;;TK, SR;;;;625;624.0
44e92f22-87e5-446a-bf9c-ba02dae573e8;2025-05-01;1900-01-01 10:27:00;NO;RS;;;;;RS;;TN, TK;;;RS;;TN, SR;;;RL;;TK, SR;;;;627;626.0
856d737f-6d0b-42c6-9190-ef22055a1264;2025-05-01;1900-01-01 10:29:00;NO;RS;;;;;GR;TK;TN;;;GG;SR;TN;;;RS;;SR, TK;;;red;629;628.0
d2e76fb7-591a-4db0-a43b-850f35b3a23c;2025-05-01;1900-01-01 10:31:00;Yes;RS;;;;;GR;TK;TN;;;GG;SR;TN;;;RS;;SR, TK;;;green;631;630.0
6debffe4-b4a5-4c35-ad7d-3b35a30f8198;2025-05-01;1900-01-01 10:45:00;NO;RS;;;;;RS;;TK, TN;;;RL;;TN, SR;;;RS;;TK, SR;;;red;645;645.0
602d59ba-94fd-45c1-8571-44b99acf7534;2025-05-01;1900-01-01 10:47:00;Yes;RS;;;;;RS;;TK, TN;;;RL;;TN, SR;;;RS;;TK, SR;;;green;647;647.0
fd987864-afea-4ca6-a7dd-9f08889aa092;2025-05-01;1900-01-01 10:49:00;Yes;RS;;;;;RS;;TK, TN;;;RL;;TN, SR;;;RS;;TK, SR;;;green;649;649.0
656e2ac8-eda3-452b-8e11-b5c78c2334a2;2025-05-01;1900-01-01 10:51:00;Yes;RS;;;;;RS;;TK, TN;;;RL;;TN, SR;;;RS;;TK, SR;;;green;651;651.0
652c69f5-f835-4d9c-b0ea-01d9da4012c2;2025-05-01;1900-01-01 10:53:00;NO;RS;;;;;RL;;TK;TN;;RS;;SR;TN;;RS;;;SR, TK;;red;653;653.0
5b34404d-7277-45dc-9375-6fce7c87712f;2025-05-01;1900-01-01 10:55:00;Yes;RS;;;;;RL;;TK;TN;;RS;;SR;TN;;RS;;;SR, TK;;green;655;655.0
3564360c-3800-4c17-a1ee-0b4076c1333c;2025-05-01;1900-01-01 10:57:00;Yes;RS;;;;;RL;;TK;TN;;RS;;SR;TN;;RS;;;SR, TK;;green;657;657.0
4d1ffe63-b326-4599-8327-958a09e58ffa;2025-05-01;1900-01-01 10:59:00;Yes;RS;;;;;RL;;TK;TN;;RS;;SR;TN;;RS;;;SR, TK;;green;659;659.0
1d2f54b3-7c22-4c3a-9854-8f3fe18cfeac;2025-05-01;1900-01-01 11:01:00;Yes;RS;;;;;RL;;TK;TN;;RS;;SR;TN;;RS;;;SR, TK;;green;661;661.0
83ab951d-c4e1-419d-a622-39ccc3ccc601;2025-05-01;1900-01-01 11:03:00;Yes;RS;;;;;RL;;TK;TN;;RS;;SR;TN;;RS;;;SR, TK;;green;663;663.0
3cbc9062-8218-440e-ab2a-e3184457a297;2025-05-01;1900-01-01 11:05:00;Yes;RS;;;;;RL;;TK;TN;;RS;;SR;TN;;RS;;;SR, TK;;green;665;665.0
fc670c71-c01a-4629-b8e1-3ce95c0fa6df;2025-05-01;1900-01-01 11:07:00;Yes;RS;;;;;RL;;TK;TN;;RS;;SR;TN;;RS;;;SR, TK;;green;667;667.0
406060e9-829a-4374-8010-fb59621b0a63;2025-05-01;1900-01-01 11:09:00;NO;RS;;;;;RL;;TK;TN;;RL;;SR;TN;;RS;;;TK, SR;;red;669;669.0
41c0bca3-d43a-4498-b15d-95e161687669;2025-05-01;1900-01-01 11:11:00;Yes;RS;;;;;RL;;TK;TN;;RL;;SR;TN;;RS;;;TK, SR;;green;671;671.0
155df17b-2005-4861-ba72-508d9b5d467e;2025-05-01;1900-01-01 11:13:00;Yes;RS;;;;;RL;;TK;TN;;RL;;SR;TN;;RS;;;TK, SR;;green;673;673.0
4e0c445b-ee33-4212-81ea-3a3d7b318ebc;2025-05-01;1900-01-01 11:15:00;Yes;RS;;;;;RL;;TK;TN;;RL;;SR;TN;;RS;;;TK, SR;;green;675;675.0
7f9ed7aa-784f-40d5-8814-e92b323d1222;2025-05-01;1900-01-01 11:17:00;Yes;RS;;;;;RL;;TK;TN;;RL;;SR;TN;;RS;;;TK, SR;;green;677;677.0
61b2acb4-268c-47fc-8f61-ce5a05921df0;2025-05-01;1900-01-01 11:21:00;Yes;RS;;;;;RL;;TK;TN;;RL;;SR;TN;;RS;;;TK, SR;;green;681;681.0
42388db7-3cad-4cff-97b5-3511fd63a26b;2025-05-01;1900-01-01 11:23:00;NO;RS;;;;;RS;;TN;TK;;RL;;TN;SR;;RS;;SR, TK;;;red;683;683.0
bc37c69a-4cae-450d-850f-93d1f59ad425;2025-05-01;1900-01-01 11:25:00;Yes;RS;;;;;RS;;TN;TK;;RL;;TN;SR;;RS;;SR, TK;;;green;685;685.0
e723aede-d231-49d6-a15e-2b2c7f7af048;2025-05-01;1900-01-01 11:27:00;Yes;RS;;;;;RS;;TN;TK;;RL;;TN;SR;;RS;;SR, TK;;;green;687;687.0
c33b4105-0871-4253-aa46-cef4fca83d49;2025-05-01;1900-01-01 11:29:00;Yes;RS;;;;;RS;;TN;TK;;RL;;TN;SR;;RS;;SR, TK;;;green;689;689.0
16cfa658-14b9-4bd2-a817-2b8550341800;2025-05-01;1900-01-01 11:31:00;Yes;RS;;;;;RS;;TN;TK;;RL;;TN;SR;;RS;;SR, TK;;;green;691;691.0
b913d7a2-4a5b-434a-9c4c-56f8277d9f1f;2025-05-01;1900-01-01 11:33:00;Yes;RS;;;;;RS;;TN;TK;;RL;;TN;SR;;RS;;SR, TK;;;green;693;693.0
4b6ad3ef-0d31-4f32-9145-efd3c7db0630;2025-05-01;1900-01-01 11:35:00;NO;RS;;;;;RL;;TN, TK;;;RL;;TN, SR;;;RL;;TK, SR;;;red;695;695.0
b7e2ba63-9d14-4bc9-ab4a-4f8e38ba725a;2025-05-01;1900-01-01 11:37:00;Yes;RS;;;;;RL;;TN, TK;;;RL;;TN, SR;;;RL;;TK, SR;;;green;697;697.0
c344dbf2-e03a-4a50-a108-fa31fecf151f;2025-05-01;1900-01-01 11:39:00;NO;RS;;;;;RL;;TN;TK;;RS;;;TN, SR;;RS;;SR;TK;;;699;699.0
82bdaecb-7ed2-4b8d-aa0b-e0ccb3aa108a;2025-05-01;1900-01-01 11:41:00;NO;RS;;;;;RL;;;TK, TN;;GR;TN;;SR;;GG;TK;;SR;;red;701;701.0
1570b6f7-4b1b-464e-99d0-52b704d81ec0;2025-05-01;1900-01-01 11:43:00;Yes;RS;;;;;RL;;;TK, TN;;GR;TN;;SR;;GG;TK;;SR;;green;703;703.0
b32eaa3d-a090-42ce-8821-871f698e68b9;2025-05-01;1900-01-01 11:45:00;NO;RS;;;;;RL;;TK;TN;;RS;;TN, SR;;;RS;;TK;SR;;;705;705.0
9661089b-751d-40f8-80e6-4607f8976b69;2025-05-01;1900-01-01 13:17:00;NO;RS;;;;;RS;;;;;E;;;;;E;;;;;;797;797.0
223f26ff-35ff-42d0-bd48-f541ec405766;2025-05-01;1900-01-01 13:19:00;NO;RS;;;;;RS;;;;;M;;;TN;;RS;;;TK;;;799;799.0
d142f333-51cc-4442-85c8-84e88ac3f5ca;2025-05-01;1900-01-01 13:21:00;NO;M;;;;;M;;;;;M;;;;;M;;;;;;801;801.0
3879a551-4fe1-4660-b31b-7dd18e01eb2f;2025-05-01;1900-01-01 13:23:00;NO;M;;TK;;;RS;;;;;M;;ST;;;RS;;;;;;803;803.0
546c68fb-5c11-4ac7-8d44-aeff08a3d55a;2025-05-01;1900-01-01 13:25:00;NO;PL;TK;;;;RS;;;;;PL;ST;;;;E;;;;;;805;805.0
2e0449a3-981c-4221-929a-59e7d6e8c701;2025-05-01;1900-01-01 13:27:00;NO;M;;TN;TK;;RS;;;;;RS;;;ST, TN;;E;;ST;TK;;;807;807.0
6315f133-aeca-4a4b-a74c-603ba383f24a;2025-05-01;1900-01-01 13:29:00;NO;E;;TN;;;RS;;;TK;;RS;;;SR;;E;;ST;;;red;809;809.0
b5e50b98-a602-4248-bba3-577042efe08b;2025-05-01;1900-01-01 13:31:00;Yes;E;;TN;;;RS;;;TK;;RS;;;SR;;E;;ST;;;green;811;811.0
c4c6952b-08ce-46db-a8ad-c51fe9003af7;2025-05-01;1900-01-01 13:33:00;NO;E;;TN;;;RS;;TK;;;RS;;SR;;;E;;ST;;;red;813;813.0
d9de7e11-15ec-4f70-a4cf-eb202c1b6010;2025-05-01;1900-01-01 13:35:00;Yes;E;;TN;;;RS;;TK;;;RS;;SR;;;E;;ST;;;green;815;815.0
ab7707fb-3f87-48f8-ae7c-d2b70db81bd3;2025-05-01;1900-01-01 13:37:00;NO;RS;;;;;RS;;;;;RS;;;;;E;;;;;;817;817.0
b181f69d-dd8c-42d0-9a31-95aa0d9e5dcf;2025-05-01;1900-01-01 13:39:00;NO;E;;TN;;;RL;;;;;E;;;;;E;;ST;;;;819;819.0
e1c419e3-ed4c-43c8-a05f-9961d9e4b4e2;2025-05-01;1900-01-01 13:41:00;NO;RS;;;;;RL;;;;;M;;TN;;;M;;TK;;;red;821;821.0
4901a28b-b024-40ec-8b93-73e88ac4bdf5;2025-05-01;1900-01-01 13:43:00;Yes;RS;;;;;RL;;;;;M;;TN;;;M;;TK;;;green;823;823.0
5c83fe4e-8344-429a-af30-8f1e92505e90;2025-05-01;1900-01-01 13:45:00;NO;E;;;TK, TN;;RL;;;;;PL;TN;;ST;;PL;TK;;ST;;;825;825.0
da0ca162-a990-4abe-99d6-edfac7d4a0ad;2025-05-01;1900-01-01 13:47:00;NO;RS;;;;;RL;;;;;M;;;;;M;;;;;;827;827.0
7e287ed7-f37b-4d95-b4ec-323bf297eeff;2025-05-01;1900-01-01 13:49:00;NO;RS;;;;;RL;;;;;RS;;;;;RS;;;;;;829;829.0
22a09af2-3a1f-4655-b5bd-d090743a104d;2025-05-01;1900-01-01 13:51:00;NO;E;;;;;RL;;;TK;;RS;;;SR;;RS;;;;;;831;831.0
f4bdd1f9-0528-41e9-ac56-698167610fa9;2025-05-01;1900-01-01 13:53:00;NO;RS;;;;;M;;;;;RS;;;;;RS;;;;;;833;833.0
9fca5908-ae49-4355-8a61-dfd46a7b4855;2025-05-01;1900-01-01 13:55:00;NO;RS;;;;;RS;;;TK;;RS;;;SR;;E;;;;;;835;835.0
7c82e15a-d694-4f4a-813c-851b76180980;2025-05-01;1900-01-01 13:57:00;NO;RS;;;TN;;M;;;TK;;RS;;;SR;;E;;;ST;;;837;837.0
e7657512-f6a2-4298-966a-c5b74f67ee8b;2025-05-01;1900-01-01 13:59:00;NO;RS;;;TN;;RS;;;TK;;RS;;;SR;;E;;;ST;;red;839;839.0
22edf411-0b25-4ce2-882f-5cc4574394b1;2025-05-01;1900-01-01 14:01:00;Yes;RS;;;TN;;RS;;;TK;;RS;;;SR;;E;;;ST;;green;841;841.0
ec33f3fe-53b8-477a-b5de-b393547e5205;2025-05-01;1900-01-01 14:03:00;Yes;RS;;;TN;;RS;;;TK;;RS;;;SR;;E;;;ST;;green;843;843.0
6ddb9873-6d29-4532-802a-fbc6d1182bc9;2025-05-01;1900-01-01 14:05:00;NO;RS;;;TN;;M;;;;;RS;;;;;E;;;ST;;;845;845.0
698f41f4-c718-4426-85ab-2cf7dd53f08a;2025-05-01;1900-01-01 14:07:00;NO;RS;;;TN;;RS;;;;;RS;;;;;E;;;ST;;;847;847.0
d5e09816-0ea4-48d4-a825-2efc43ab4237;2025-05-01;1900-01-01 14:09:00;NO;RS;;;;;RS;;;;;PL;TN;;;;PL;TK;;;;;849;849.0
92988393-980d-4155-a3a5-67edaf9b87a5;2025-05-01;1900-01-01 14:11:00;NO;M;;;;;M;;;;;M;;TN;;;M;;TK;;;;851;851.0
afbbc098-4ef4-4789-b746-976fd64b2d2e;2025-05-01;1900-01-01 14:13:00;NO;RS;;TK;;;RS;;;;;RS;;ST;;;RS;;;;;;853;853.0
98b7693d-b142-4cec-a8e2-888916e235ff;2025-05-01;1900-01-01 14:15:00;NO;RS;;;;;RS;;;;;RS;;;;;RS;;;;;red;855;855.0
689c18c3-8dec-42a3-bec1-61686ebbcc9b;2025-05-01;1900-01-01 14:17:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;857;857.0
c2512568-8868-4701-8d4c-68c56896040b;2025-05-01;1900-01-01 14:19:00;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green;859;859.0
69a7f648-884f-4b04-9891-2bf4cf97db02;2025-05-01;1900-01-01 14:21:00;NO;RS;;;;;RS;;;;;RS;;;;;E;;;;;;861;861.0
f1b864df-2947-4127-96f3-261feb66cd9f;2025-05-01;1900-01-01 14:23:00;NO;RS;;;;;RS;;;;;RS;;TN;;;RS;;TK;;;red;863;863.0
b91766c8-2403-40de-bc17-da8276f209f0;2025-05-01;1900-01-01 14:25:00;Yes;RS;;;;;RS;;;;;RS;;TN;;;RS;;TK;;;green;865;865.0
1805c1ce-0570-4035-9cfc-cba4c91a5a6a;2025-05-01;1900-01-01 14:27:00;Yes;RS;;;;;RS;;;;;RS;;TN;;;RS;;TK;;;green;867;867.0
fe6597bf-dc74-4630-8746-8fd024ca212c;2025-05-01;1900-01-01 14:29:00;Yes;RS;;;;;RS;;;;;RS;;TN;;;RS;;TK;;;green;869;869.0
e7b2f913-7421-4b79-92cf-8d35f301cd4d;2025-05-01;1900-01-01 14:31:00;NO;RS;;;;;RS;;;;;RS;;TN;;;RL;;TK;;;;871;871.0
1e82c7bb-9103-420a-b565-31c90a82d5fb;2025-05-01;1900-01-01 14:33:00;NO;RS;;;;;RS;;;;;RL;;TN;;;RL;;TK;;;;873;873.0
b512ba74-6d24-475d-bd82-96078cf918fb;2025-05-01;1900-01-01 14:35:00;NO;SD;;;;;RS;;;;;RL;;TN;;;RL;;TK;;;red;875;875.0
75badac8-0fd9-424b-9b6b-4fc3a3955633;2025-05-01;1900-01-01 14:37:00;Yes;SD;;;;;RS;;;;;RL;;TN;;;RL;;TK;;;green;877;877.0
9e9909ed-5a4a-4326-98b8-e46777b2b961;2025-05-01;1900-01-01 14:39:00;NO;RS;;;;;RS;;;;;RL;;TN;;;RL;;TK;;;;879;879.0
2c246da3-a831-4996-a106-13050caf87dc;2025-05-01;1900-01-01 14:41:00;NO;RS;;;;;RS;;;;;RL;;;TN;;RS;;;TK;;red;881;881.0
cc777694-e178-4beb-ba28-f4c6bec21671;2025-05-01;1900-01-01 14:43:00;Yes;RS;;;;;RS;;;;;RL;;;TN;;RS;;;TK;;green;883;883.0
2249bfce-bda2-454a-ad88-4d2193286306;2025-05-01;1900-01-01 14:45:00;NO;E;;;;;RS;;;;;GR;TN;;;;GG;TK;;;;;885;885.0
