ec5_uuid,date,1_TIme,msm,corrected_msm,Ind_1(MS),MS_Behavior,MS_Contact,MS_AR,MS_3M,MS_Notes,Ind_2(ST),ST_Behavior,ST_Contact,ST_AR,ST_3M,ST_Notes,Ind_3(NH),NH_Behavior,NH_Contact,NH_AR,NH_3M,NH_Notes,Ind_4(LN),LN_Behavior,LN_Contact,LN_AR,LN_3M,LN_Notes,Ind_5(NR),NR_Behavior,NR_Contact,NR_AR,NR_3M,NR_Notes,Ind_6(MN),MN_Behavior,MN_Contact,MN_AR,MN_3M,MN_Notes,Ind_7(NY),NY_Behavior,NY_Contact,NY_AR,NY_3M,NY_Notes,condition,trial,first_day,phase,group,is_all_occasions,block_ID
8bb2fd62-3af7-47c6-9c76-44bc7101754a,27-04-2025,1900-01-01 14:14:00,854,853.0,MS,,,,,,ST,,,,,,NH,PL,,"MN, NR",,,LN,,,,,,NR,PL,,"NH, MN",,,MN,PL,,"NR, NH",,,NY,,,,,,Playback,5,False,enrich,2,False,enrich_2_trial5_sec_play
1633cc6d-7444-45df-bae9-a1296ff55643,30-04-2025,1900-01-01 10:08:00,608,608.0,MS,,,,,,ST,,,,,,NH,,,,,,LN,,,,,,NR,,,,,,MN,AG,,,,Ag towards cage c,NY,,,,,,Crow,5,True,morn1,3,False,morn1_3_trial5_first_cont
1633cc6d-7444-45df-bae9-a1296ff55643,30-04-2025,1900-01-01 10:08:00,608,,MS,,,,,,ST,,,,,,NH,,,,,,LN,,,,,,NR,,,,,,MN,DS,,,,Ag towards cage c,NY,,,,,,Crow,5,True,,3,False,_3_trial5_first_cont
7c5f2bdd-596a-40b6-a8c0-50fb1a5ea65d,30-04-2025,1900-01-01 10:20:00,620,620.0,MS,PL,NY,,,,ST,,,,,,NH,,,,,,LN,,,,,,NR,,,,,,MN,,,,,,NY,PL,MS,,,,Crow,5,True,morn1,3,False,morn1_3_trial5_first_cont
c4e4ddc5-7b29-4cae-a6b3-f9fdad537e26,30-04-2025,1900-01-01 10:22:00,622,622.0,MS,PL,NY,,,,ST,,,,,,NH,,,,,,LN,,,,,,NR,,,,,,MN,,,,,,NY,PL,MS,,,,Crow,5,True,morn1,3,False,morn1_3_trial5_first_cont
7d19fe0a-98e5-4f45-bfff-aab5eff828ea,30-04-2025,1900-01-01 10:24:00,624,624.0,MS,PL,NY,,,,ST,,,,,,NH,,,,,,LN,,,,,,NR,,,,,,MN,,,,,,NY,PL,MS,,,,Crow,5,True,morn1,3,False,morn1_3_trial5_first_cont
14b4f314-6807-4296-a002-f7864aa0cdb3,30-04-2025,1900-01-01 13:18:00,798,797.0,MS,,,,,,ST,,,,,,NH,,,,,,LN,,,,,,NR,,,,,,MN,,,,,,NY,AG,MS,,,Towards MS,Crow,5,True,enrich,3,False,enrich_3_trial5_first_cont
e49d37a8-6aad-444a-a0d9-ed75f9aaad62,30-04-2025,1900-01-01 13:26:00,806,805.0,MS,,,,,,ST,,,,,,NH,,,,,,LN,,,,,,NR,,,,,,MN,AG,,,,Towards cage c,NY,,,,,,Crow,5,True,enrich,3,False,enrich_3_trial5_first_cont
1a889edf-4872-4e2e-9289-4627e9e5145c,30-04-2025,1900-01-01 13:58:00,838,837.0,MS,AG,,,,AG TOWARDS NY,ST,,,,,,NH,,,,,,LN,,,,,,NR,,,,,,MN,,,,,,NY,,,,,,Crow,5,True,enrich,3,False,enrich_3_trial5_first_cont
1a889edf-4872-4e2e-9289-4627e9e5145c,30-04-2025,1900-01-01 13:58:00,838,839.0,MS,,,,,AG TOWARDS NY,ST,,,,,,NH,,,,,,LN,,,,,,NR,,,,,,MN,,,,,,NY,,,,,,Crow,5,True,enrich,3,False,enrich_3_trial5_first_cont
ef6cfab1-3700-4470-82dc-f7b09cada5bf,01-05-2025,1900-01-01 10:11:00,611,610.0,MS,,,,,,ST,,,,,,NH,,,,,,LN,,,,,,NR,,,,,,MN,AG,,,,Towards cage c,NY,,,,,,Crow,5,False,morn1,3,False,morn1_3_trial5_sec_cont
a194f187-e0dc-4fb7-8f90-089c5f5bbba1,01-05-2025,1900-01-01 10:13:00,613,612.0,MS,,,,,,ST,,,,,,NH,DS,,,,Towards cage c,LN,,,,,,NR,,,,,,MN,DS,,,,Towards cage c,NY,,,,,,Crow,5,False,morn1,3,False,morn1_3_trial5_sec_cont
77597533-b63b-4103-87b8-57279ab1e9da,01-05-2025,1900-01-01 10:15:00,615,614.0,MS,,,,,,ST,,,,,,NH,AG,,,,Towards cage c,LN,,,,,,NR,,,,,,MN,,,,,,NY,,,,,,Crow,5,False,morn1,3,False,morn1_3_trial5_sec_cont
77f63139-8051-4f35-b7f8-2a4c6685c15d,01-05-2025,1900-01-01 11:03:00,663,663.0,MS,PL,NY,,,,ST,,,,,,NH,,,,,,LN,,,,,,NR,,,,,,MN,,,,,,NY,PL,MS,,,,Crow,5,False,morn2,3,False,morn2_3_trial5_sec_cont
1a21849d-25b2-4991-acbc-5cdb128e8799,01-05-2025,1900-01-01 11:05:00,665,665.0,MS,PL,NY,,,,ST,,,,,,NH,,,,,,LN,,,,,,NR,,,,,,MN,,,,,,NY,PL,MS,,,,Crow,5,False,morn2,3,False,morn2_3_trial5_sec_cont
47002f4d-a318-43c5-a2a9-282be2496a20,01-05-2025,1900-01-01 11:07:00,667,667.0,MS,PL,NY,,,,ST,,,,,,NH,,,,,,LN,,,,,,NR,,,,,,MN,,,,,,NY,PL,MS,,,,Crow,5,False,morn2,3,False,morn2_3_trial5_sec_cont
116b0769-9c10-4d37-a141-6b15c6eefb8a,01-05-2025,1900-01-01 11:09:00,669,669.0,MS,PL,NY,,,,ST,,,,,,NH,,,,,,LN,,,,,,NR,,,,,,MN,,,,,,NY,PL,MS,,,,Crow,5,False,morn2,3,False,morn2_3_trial5_sec_cont
a7d514f9-4d2d-4aca-b9c4-bc869fc0c352,01-05-2025,1900-01-01 11:11:00,671,671.0,MS,PL,NY,,,,ST,,,,,,NH,,,,,,LN,,,,,,NR,,,,,,MN,,,,,,NY,PL,MS,,,,Crow,5,False,morn2,3,False,morn2_3_trial5_sec_cont
5cf73e78-6a0f-45e8-9314-796f62e0078b,01-05-2025,1900-01-01 11:13:00,673,673.0,MS,PL,NY,,,,ST,,,,,,NH,,,,,,LN,,,,,,NR,,,,,,MN,,,,,,NY,PL,MS,,,,Crow,5,False,morn2,3,False,morn2_3_trial5_sec_cont
16b23895-d4fb-4b5a-b0ad-369f97db1ba7,01-05-2025,1900-01-01 11:15:00,675,675.0,MS,PL,NY,,,,ST,,,,,,NH,,,,,,LN,,,,,,NR,,,,,,MN,,,,,,NY,PL,MS,,,,Crow,5,False,morn2,3,False,morn2_3_trial5_sec_cont
1ffbee03-6fe3-4bc5-a6f3-2025976c5e65,01-05-2025,1900-01-01 11:17:00,677,677.0,MS,PL,NY,,,,ST,,,,,,NH,,,,,,LN,,,,,,NR,,,,,,MN,,,,,,NY,PL,MS,,,,Crow,5,False,morn2,3,False,morn2_3_trial5_sec_cont
12a5383b-eacc-477c-895f-b31373242f98,01-05-2025,1900-01-01 13:37:00,817,817.0,MS,PL,,NY,,,ST,,,,,,NH,,,,,,LN,,,,,,NR,,,,,,MN,,,,,,NY,PL,,MS,,,Crow,5,False,enrich,3,False,enrich_3_trial5_sec_cont
098aae89-c70f-44b9-8687-e838842cbed2,04-05-2025,1900-01-01 10:10:00,610,610.0,MS,,,,,,ST,,,,,,NH,,,,,,LN,,,,,,NR,,,,,,MN,DS,,,,,NY,,,,,,Crow,6,True,morn1,2,False,morn1_2_trial6_first_cont
e3a360e3-900c-485c-bfff-79027a3003e7,04-05-2025,1900-01-01 10:11:00,611,612.0,MS,,,,,,ST,,,,,,NH,DS,,,,,LN,,,,,,NR,,,,,,MN,DS,,,,Towards cage c,NY,,,,,,Crow,6,True,morn1,2,False,morn1_2_trial6_first_cont
585dc681-7739-4fc3-82c7-a68e7496891d,04-05-2025,1900-01-01 14:16:00,856,855.0,MS,,,,,,ST,,,,,,NH,,,,,,LN,PL,NR,,,,NR,PL,LN,,,,MN,,,,,,NY,,,,,,Crow,6,True,enrich,2,False,enrich_2_trial6_first_cont
7b8ab5eb-1b1b-4ff7-b3a0-eef6674d8999,04-05-2025,1900-01-01 14:19:00,859,859.0,MS,,,,,,ST,,,,,,NH,,,,,,LN,PL,NR,,,,NR,PL,LN,,,,MN,,,,,,NY,,,,,,Crow,6,True,enrich,2,False,enrich_2_trial6_first_cont
b3f0c857-dfdb-438e-9741-a0ec88087513,04-05-2025,1900-01-01 14:20:00,860,861.0,MS,,,,,,ST,,,,,,NH,,,,,,LN,PL,NR,,,,NR,PL,LN,,,,MN,,,,,,NY,,,,,,Crow,6,True,enrich,2,False,enrich_2_trial6_first_cont
5535abe4-1b81-4110-b794-648c87d66f9f,04-05-2025,1900-01-01 14:24:00,864,863.0,MS,,,,,,ST,,,,,,NH,PL,NR,,,,LN,,,,,,NR,PL,NH,,,,MN,,,,,,NY,,,,,,Crow,6,True,enrich,2,False,enrich_2_trial6_first_cont
9769d5f1-5b35-4775-a0f9-940939268bfc,04-05-2025,1900-01-01 14:27:00,867,867.0,MS,,,,,,ST,,,,,,NH,PL,NR,,,,LN,,,,,,NR,PL,NH,,,,MN,,,,,,NY,,,,,,Crow,6,True,enrich,2,False,enrich_2_trial6_first_cont
4e7dfab7-6087-44f6-aa87-05eb126bb2d9,15-05-2025,1900-01-01 10:30:00,630,630.0,MS,,,,,,ST,,,,,,NH,,,,,,LN,,,,,,NR,,,,,,MN,DS,,,,Displayed toward cage a,NY,,,,,,Playback,6,False,morn1,3,False,morn1_3_trial6_sec_play
d9b1b2fa-cea3-42e0-9951-c94b94984aca,15-05-2025,1900-01-01 10:46:00,646,645.0,MS,,,,,,ST,,,,,,NH,,,,,,LN,,,,,,NR,,,,,,MN,,,,,,NY,AG,,,,AG towards MS,Playback,6,False,morn2,3,False,morn2_3_trial6_sec_play
3d03a54d-cec2-4479-8d8e-6bec75deb0eb,15-05-2025,1900-01-01 14:31:00,871,871.0,MS,DS,,,,,ST,,,,,,NH,,,,,,LN,,,,,,NR,,,,,,MN,,,,,,NY,,,,,,Playback,6,False,enrich,3,False,enrich_3_trial6_sec_play
f5fdc5a1-1499-4128-a155-cff1d8a18017,19-05-2025,1900-01-01 10:16:00,616,616.0,MS,,,,,,ST,,,,,,NH,,,,,,LN,,,,,,NR,,,,,,MN,DS,,,,,NY,,,,,,Crow,7,True,morn1,2,False,morn1_2_trial7_first_cont
84b6eb6b-8259-40cc-a8b7-41ef420b46f9,19-05-2025,1900-01-01 10:18:00,618,618.0,MS,,,,,,ST,,,,,,NH,,,,,,LN,,,,,,NR,,,,,,MN,DS,,,,,NY,,,,,,Crow,7,True,morn1,2,False,morn1_2_trial7_first_cont
0ca64fd8-4b09-4dc3-9d63-86a8ae0339f8,19-05-2025,1900-01-01 10:20:00,620,620.0,MS,,,,,,ST,,,,,,NH,DS,,,,Towards cage c,LN,,,,,,NR,,,,,,MN,DS,,,,Display towards cage c and then runs away,NY,,,,,,Crow,7,True,morn1,2,False,morn1_2_trial7_first_cont
d0479311-f0f4-4c78-a8a7-a141ac5cd3bb,20-05-2025,1900-01-01 11:30:00,690,689.0,MS,,,,,,ST,,,,,,NH,RS,,,,,LN,,,,,,NR,,,,,,MN,DS,,,,Towards cage c,NY,,,,,,Crow,7,False,morn2,2,False,morn2_2_trial7_sec_cont
39825996-9e7d-416a-9e2a-2de854d39f96,20-05-2025,1900-01-01 11:32:00,692,691.0,MS,,,,,,ST,,,,,,NH,,,,,Displayed toward cage c,LN,,,,,,NR,,,,,,MN,,,,,,NY,,,,,,Crow,7,False,morn2,2,False,morn2_2_trial7_sec_cont
061d501a-ea01-4d30-b452-1325c798ebaa,20-05-2025,1900-01-01 11:35:00,695,695.0,MS,,,,,,ST,,,,,,NH,,,,,Displayed toward cage c,LN,,,,,,NR,,,,,,MN,,,,,,NY,,,,,,Crow,7,False,morn2,2,False,morn2_2_trial7_sec_cont
d243bde9-bdbf-4465-8220-fda2fb2ce068,20-05-2025,1900-01-01 11:37:00,697,697.0,MS,,,,,,ST,,,,,,NH,,,,,Displayed toward cage c,LN,,,,,,NR,,,,,,MN,,,,,,NY,,,,,,Crow,7,False,morn2,2,False,morn2_2_trial7_sec_cont
3698d10b-019f-44e3-bc71-6f4afabd9c6f,30-05-2025,1900-01-01 14:10:00,850,849.0,MS,,,,,,ST,,,,,,NH,,,,,,LN,,,,,,NR,,,,,,MN,,,,,,NY,,,,,,Playback,7,True,enrich,2,False,enrich_2_trial7_first_play
fa1173c5-fdae-4a79-a07b-615427603b70,30-05-2025,1900-01-01 14:26:00,866,865.0,MS,,,,,,ST,,,,,,NH,,,,,,LN,,,,,,NR,,,,,,MN,,,,,,NY,,,,,,Playback,7,True,enrich,2,False,enrich_2_trial7_first_play
fa1173c5-fdae-4a79-a07b-615427603b70,30-05-2025,1900-01-01 14:26:00,866,867.0,MS,,,,,,ST,,,,,,NH,,,,,,LN,,,,,,NR,PL,,,,,MN,PL,,,,Minato Norio play,NY,,,,,,Playback,7,True,enrich,2,False,enrich_2_trial7_first_play
f341e77c-c1ff-4de0-90fa-2723120e335b,30-05-2025,1900-01-01 14:29:00,869,869.0,MS,,,,,,ST,,,,,,NH,,,,,,LN,,,,,,NR,PL,,,,,MN,PL,,,,Minato Norio play,NY,,,,,,Playback,7,True,enrich,2,False,enrich_2_trial7_first_play
f341e77c-c1ff-4de0-90fa-2723120e335b,30-05-2025,1900-01-01 14:29:00,869,,MS,,,,,,ST,,,,,,NH,,,,,,LN,,,,,,NR,,,,,,MN,,,,,Minato Norio play,NY,,,,,,Playback,7,True,,2,False,_2_trial7_first_play
e7aa0734-8663-41c9-aed0-b5cba8f4cfbe,31-05-2025,1900-01-01 09:48:00,588,588.0,MS,,,,,,ST,,,,,,NH,,,,,,LN,,,,,,NR,,,,,,MN,,,,,Norio Minato play,NY,,,,,,Playback,7,False,morn1,2,False,morn1_2_trial7_sec_play
e7aa0734-8663-41c9-aed0-b5cba8f4cfbe,31-05-2025,1900-01-01 09:48:00,588,,MS,,,,,,ST,,,,,,NH,,,,,,LN,,,,,,NR,PL,,,,,MN,PL,,,,Norio Minato play,NY,,,,,,Playback,7,False,,2,False,_2_trial7_sec_play
d233dd38-e546-4d3f-a7a5-5ed500477ba0,31-05-2025,1900-01-01 14:06:00,846,845.0,MS,,,,,,ST,,,,,,NH,,,,,,LN,,,,,,NR,,,,,,MN,,,,,Minato Naoya played,NY,,,,,,Playback,7,False,enrich,2,False,enrich_2_trial7_sec_play
d233dd38-e546-4d3f-a7a5-5ed500477ba0,31-05-2025,1900-01-01 14:06:00,846,847.0,MS,,,,,,ST,,,,,,NH,,,,,,LN,,,,,,NR,PL,,,,,MN,PL,,,,Minato Naoya played,NY,,,,,,Playback,7,False,enrich,2,False,enrich_2_trial7_sec_play
d97395a8-f967-45bf-ad22-6c3f2b76f04a,31-05-2025,1900-01-01 14:19:00,859,859.0,MS,,,,,,ST,,,,,,NH,,,,,,LN,,,,,,NR,PL,,,,,MN,PL,,,,Norio Minato play,NY,,,,,,Playback,7,False,enrich,2,False,enrich_2_trial7_sec_play
d97395a8-f967-45bf-ad22-6c3f2b76f04a,31-05-2025,1900-01-01 14:19:00,859,,MS,,,,,,ST,,,,,,NH,,,,,,LN,,,,,,NR,,,,,,MN,,,,,Norio Minato play,NY,,,,,,Playback,7,False,,2,False,_2_trial7_sec_play
