ec5_uuid,condition,date,msm,group,trial,phase,block_ID,Ind1,partner,dyad,distance
d048e454-faf1-4ef2-a0a6-4958ba53499d,Playback,11-03-2025,605,A_1,1,morn1,morn1_A_1_trial1_first_play,NY,NR,NY-NR,4
d048e454-faf1-4ef2-a0a6-4958ba53499d,Playback,11-03-2025,605,A_1,1,morn1,morn1_A_1_trial1_first_play,NY,TK,NY-TK,4
d048e454-faf1-4ef2-a0a6-4958ba53499d,Playback,11-03-2025,605,A_1,1,morn1,morn1_A_1_trial1_first_play,NY,LN,NY-LN,4
d048e454-faf1-4ef2-a0a6-4958ba53499d,Playback,11-03-2025,605,A_1,1,morn1,morn1_A_1_trial1_first_play,NR,TK,NR-TK,2
d048e454-faf1-4ef2-a0a6-4958ba53499d,Playback,11-03-2025,605,A_1,1,morn1,morn1_A_1_trial1_first_play,TK,NY,TK-NY,2
d048e454-faf1-4ef2-a0a6-4958ba53499d,Playback,11-03-2025,605,A_1,1,morn1,morn1_A_1_trial1_first_play,LN,ST,LN-ST,1
55a553aa-d3ba-4b03-a39a-0fe5dae35a5a,Playback,11-03-2025,607,A_1,1,morn1,morn1_A_1_trial1_first_play,MN,NR,MN-NR,1
55a553aa-d3ba-4b03-a39a-0fe5dae35a5a,Playback,11-03-2025,607,A_1,1,morn1,morn1_A_1_trial1_first_play,NY,MN,NY-MN,4
55a553aa-d3ba-4b03-a39a-0fe5dae35a5a,Playback,11-03-2025,607,A_1,1,morn1,morn1_A_1_trial1_first_play,NY,NR,NY-NR,4
55a553aa-d3ba-4b03-a39a-0fe5dae35a5a,Playback,11-03-2025,607,A_1,1,morn1,morn1_A_1_trial1_first_play,NY,TK,NY-TK,4
55a553aa-d3ba-4b03-a39a-0fe5dae35a5a,Playback,11-03-2025,607,A_1,1,morn1,morn1_A_1_trial1_first_play,NY,LN,NY-LN,4
55a553aa-d3ba-4b03-a39a-0fe5dae35a5a,Playback,11-03-2025,607,A_1,1,morn1,morn1_A_1_trial1_first_play,NR,MN,NR-MN,4
55a553aa-d3ba-4b03-a39a-0fe5dae35a5a,Playback,11-03-2025,607,A_1,1,morn1,morn1_A_1_trial1_first_play,NR,NY,NR-NY,4
55a553aa-d3ba-4b03-a39a-0fe5dae35a5a,Playback,11-03-2025,607,A_1,1,morn1,morn1_A_1_trial1_first_play,NR,TK,NR-TK,4
