ec5_uuid,condition,date,msm,group,is_all_occasions,trial,phase,first_day,block_ID,Ind1,behaviour,partner,notes,playing,aggression,agg_morn1,play_morn1,agg_morn2,play_morn2,agg_enrich,play_enrich,agg_extra,play_extra
546c68fb-5c11-4ac7-8d44-aeff08a3d55a,Crow,01-05-2025,805.0,3,False,5,enrich,,enrich_3_trial5_sec_cont,TK,PL,ST,,1,0,,,,,,,,
5c83fe4e-8344-429a-af30-8f1e92505e90,Crow,01-05-2025,825.0,3,False,5,enrich,,enrich_3_trial5_sec_cont,TK,PL,TN,,1,0,,,,,,,,
5c83fe4e-8344-429a-af30-8f1e92505e90,Crow,01-05-2025,825.0,3,False,5,enrich,,enrich_3_trial5_sec_cont,TN,PL,TK,,1,0,,,,,,,,
d5e09816-0ea4-48d4-a825-2efc43ab4237,Crow,01-05-2025,849.0,3,False,5,enrich,,enrich_3_trial5_sec_cont,TK,PL,TN,,1,0,,,,,,,,
d5e09816-0ea4-48d4-a825-2efc43ab4237,Crow,01-05-2025,849.0,3,False,5,enrich,,enrich_3_trial5_sec_cont,TN,PL,TK,,1,0,,,,,,,,
dc1c999c-d616-46c0-a3f7-29e63cbbc218,Playback,14-05-2025,578.0,3,False,6,morn1,,morn1_3_trial6_first_play,TK,PL,TN,,1,0,,,,,,,,
dc1c999c-d616-46c0-a3f7-29e63cbbc218,Playback,14-05-2025,578.0,3,False,6,morn1,,morn1_3_trial6_first_play,TN,PL,TK,,1,0,,,,,,,,
da82f217-04ab-492b-b5d9-1f1ae0ce5387,Playback,14-05-2025,598.0,3,False,6,morn1,,morn1_3_trial6_first_play,TK,PL,TN,,1,0,,,,,,,,
da82f217-04ab-492b-b5d9-1f1ae0ce5387,Playback,14-05-2025,598.0,3,False,6,morn1,,morn1_3_trial6_first_play,TN,PL,TK,,1,0,,,,,,,,
f0f64ff3-2ba6-4db4-bce6-67ad553a3239,Playback,14-05-2025,600.0,3,False,6,morn1,,morn1_3_trial6_first_play,TK,PL,TN,,1,0,,,,,,,,
f0f64ff3-2ba6-4db4-bce6-67ad553a3239,Playback,14-05-2025,600.0,3,False,6,morn1,,morn1_3_trial6_first_play,TN,PL,TK,,1,0,,,,,,,,
6f7a7889-3fb4-4564-a0d6-45f32a57c0ed,Playback,14-05-2025,606.0,3,False,6,morn1,,morn1_3_trial6_first_play,TK,PL,TN,,1,0,,,,,,,,
6f7a7889-3fb4-4564-a0d6-45f32a57c0ed,Playback,14-05-2025,606.0,3,False,6,morn1,,morn1_3_trial6_first_play,TN,PL,TK,,1,0,,,,,,,,
60c12472-5071-4219-a36d-8e02dd23dec2,Playback,14-05-2025,608.0,3,False,6,morn1,,morn1_3_trial6_first_play,TK,PL,TN,,1,0,,,,,,,,
60c12472-5071-4219-a36d-8e02dd23dec2,Playback,14-05-2025,608.0,3,False,6,morn1,,morn1_3_trial6_first_play,TN,PL,TK,,1,0,,,,,,,,
4c74cf56-b878-4e1e-86dc-c6d3c1cbba86,Playback,14-05-2025,610.0,3,False,6,morn1,,morn1_3_trial6_first_play,TK,PL,TN,,1,0,,,,,,,,
4c74cf56-b878-4e1e-86dc-c6d3c1cbba86,Playback,14-05-2025,610.0,3,False,6,morn1,,morn1_3_trial6_first_play,TN,PL,TK,,1,0,,,,,,,,
1811fb50-72aa-4569-840f-65602e036d85,Playback,14-05-2025,667.0,3,False,6,morn2,,morn2_3_trial6_first_play,ST,PL,TK,,1,0,,,,,,,,
1811fb50-72aa-4569-840f-65602e036d85,Playback,14-05-2025,667.0,3,False,6,morn2,,morn2_3_trial6_first_play,TK,PL,ST,,1,0,,,,,,,,
17ee7d4c-67c6-44ef-b7eb-889b19e1a6b8,Playback,14-05-2025,669.0,3,False,6,morn2,,morn2_3_trial6_first_play,ST,PL,TK,,1,0,,,,,,,,
17ee7d4c-67c6-44ef-b7eb-889b19e1a6b8,Playback,14-05-2025,669.0,3,False,6,morn2,,morn2_3_trial6_first_play,TK,PL,ST,,1,0,,,,,,,,
d6232eea-aafe-4f86-bdb2-46ae6fb66911,Playback,14-05-2025,671.0,3,False,6,morn2,,morn2_3_trial6_first_play,ST,PL,TK,,1,0,,,,,,,,
d6232eea-aafe-4f86-bdb2-46ae6fb66911,Playback,14-05-2025,671.0,3,False,6,morn2,,morn2_3_trial6_first_play,TK,PL,ST,,1,0,,,,,,,,
3a246a85-88ea-4894-82fc-390550718c1e,Playback,15-05-2025,606.0,3,False,6,morn1,,morn1_3_trial6_sec_play,ST,PL,TK,,1,0,,,,,,,,
3a246a85-88ea-4894-82fc-390550718c1e,Playback,15-05-2025,606.0,3,False,6,morn1,,morn1_3_trial6_sec_play,TK,PL,ST,,1,0,,,,,,,,
e18fd1a9-c6cb-4c2f-9e72-27af173bcaef,Playback,15-05-2025,683.0,3,False,6,morn2,,morn2_3_trial6_sec_play,TK,PL,TN,,1,0,,,,,,,,
e18fd1a9-c6cb-4c2f-9e72-27af173bcaef,Playback,15-05-2025,683.0,3,False,6,morn2,,morn2_3_trial6_sec_play,TN,PL,TK,,1,0,,,,,,,,
9a9ca8da-b265-4ec5-ab04-da29ec2e5ef1,Playback,15-05-2025,687.0,3,False,6,morn2,,morn2_3_trial6_sec_play,TK,PL,TN,,1,0,,,,,,,,
9a9ca8da-b265-4ec5-ab04-da29ec2e5ef1,Playback,15-05-2025,687.0,3,False,6,morn2,,morn2_3_trial6_sec_play,TN,PL,TK,,1,0,,,,,,,,
c2021bc8-d46f-47e4-8a32-24726700a0b6,Playback,12-03-2025,843.0,1,False,1,enrich,,enrich_1_trial1_sec_play,NH,DS,,,0,1,,,,,,,,
7e373872-3d0f-4779-889f-01102d52128e,Playback,12-03-2025,845.0,1,False,1,enrich,,enrich_1_trial1_sec_play,NH,DS,,,0,1,,,,,,,,
ecfc7357-f1d3-4a3e-9c03-68040660035b,Playback,12-03-2025,847.0,1,False,1,enrich,,enrich_1_trial1_sec_play,ST,DS,NH,,0,1,,,,,,,,
ecfc7357-f1d3-4a3e-9c03-68040660035b,Playback,12-03-2025,847.0,1,False,1,enrich,,enrich_1_trial1_sec_play,NH,DS,ST,,0,1,,,,,,,,
9de25b42-d6c4-4733-b67e-5080ea954b05,Playback,12-03-2025,849.0,1,False,1,enrich,,enrich_1_trial1_sec_play,ST,DS,NH,,0,1,,,,,,,,
9de25b42-d6c4-4733-b67e-5080ea954b05,Playback,12-03-2025,849.0,1,False,1,enrich,,enrich_1_trial1_sec_play,NH,DS,ST,,0,1,,,,,,,,
7042277d-2331-47be-9021-80a990a01672,Playback,12-03-2025,861.0,1,False,1,enrich,,enrich_1_trial1_sec_play,NH,DS,,,0,1,,,,,,,,
eb57ce1a-0fc2-4b11-bece-1a215981a5a6,Playback,12-03-2025,867.0,1,False,1,enrich,,enrich_1_trial1_sec_play,MS,PL,NH,,1,0,,,,,,,,
eb57ce1a-0fc2-4b11-bece-1a215981a5a6,Playback,12-03-2025,867.0,1,False,1,enrich,,enrich_1_trial1_sec_play,NH,PL,MS,,1,0,,,,,,,,
8990c4d8-5028-4750-bd62-d9a5a9c7316e,Playback,12-03-2025,869.0,1,False,1,enrich,,enrich_1_trial1_sec_play,MS,PL,"ST, NH",,1,0,,,,,,,,
8990c4d8-5028-4750-bd62-d9a5a9c7316e,Playback,12-03-2025,869.0,1,False,1,enrich,,enrich_1_trial1_sec_play,ST,PL,"MS, NH",,1,0,,,,,,,,
8990c4d8-5028-4750-bd62-d9a5a9c7316e,Playback,12-03-2025,869.0,1,False,1,enrich,,enrich_1_trial1_sec_play,NH,PL,"MS, ST",,1,0,,,,,,,,
dc3aec7b-e4dd-4d84-a00e-141b3b5bf6d7,Playback,12-03-2025,871.0,1,False,1,enrich,,enrich_1_trial1_sec_play,ST,PL,NH,,1,0,,,,,,,,
dc3aec7b-e4dd-4d84-a00e-141b3b5bf6d7,Playback,12-03-2025,871.0,1,False,1,enrich,,enrich_1_trial1_sec_play,NH,PL,ST,,1,0,,,,,,,,
22280968-7cb0-46e1-b88a-e0a56934f328,Playback,12-03-2025,875.0,1,False,1,enrich,,enrich_1_trial1_sec_play,MS,PL,ST,,1,0,,,,,,,,
22280968-7cb0-46e1-b88a-e0a56934f328,Playback,12-03-2025,875.0,1,False,1,enrich,,enrich_1_trial1_sec_play,ST,PL,MS,,1,0,,,,,,,,
2798817d-708f-48c2-8a1b-c57dcac4b1e2,Playback,12-03-2025,877.0,1,False,1,enrich,,enrich_1_trial1_sec_play,MS,PL,ST,,1,0,,,,,,,,
2798817d-708f-48c2-8a1b-c57dcac4b1e2,Playback,12-03-2025,877.0,1,False,1,enrich,,enrich_1_trial1_sec_play,ST,PL,MS,,1,0,,,,,,,,
e374d507-c698-46b2-ac5d-3d12fd2b12cd,Playback,12-03-2025,879.0,1,False,1,enrich,,enrich_1_trial1_sec_play,MS,PL,ST,,1,0,,,,,,,,
e374d507-c698-46b2-ac5d-3d12fd2b12cd,Playback,12-03-2025,879.0,1,False,1,enrich,,enrich_1_trial1_sec_play,ST,PL,MS,,1,0,,,,,,,,
7814adef-1d0d-45b6-b431-04d4ddee7b74,Playback,12-03-2025,881.0,1,False,1,enrich,,enrich_1_trial1_sec_play,MS,PL,ST,,1,0,,,,,,,,
7814adef-1d0d-45b6-b431-04d4ddee7b74,Playback,12-03-2025,881.0,1,False,1,enrich,,enrich_1_trial1_sec_play,ST,PL,MS,,1,0,,,,,,,,
18d2059f-0ab6-4768-9201-af2906e3e05a,Playback,12-03-2025,883.0,1,False,1,enrich,,enrich_1_trial1_sec_play,MS,PL,ST,,1,0,,,,,,,,
18d2059f-0ab6-4768-9201-af2906e3e05a,Playback,12-03-2025,883.0,1,False,1,enrich,,enrich_1_trial1_sec_play,ST,PL,MS,,1,0,,,,,,,,
db2628fe-4b78-44c8-a4e7-5dfcb547086e,Playback,12-03-2025,885.0,1,False,1,enrich,,enrich_1_trial1_sec_play,MS,PL,ST,,1,0,,,,,,,,
db2628fe-4b78-44c8-a4e7-5dfcb547086e,Playback,12-03-2025,885.0,1,False,1,enrich,,enrich_1_trial1_sec_play,ST,PL,MS,,1,0,,,,,,,,
0b46980a-50be-4517-a860-de91146c6d06,Crow,08-04-2025,823.0,1,False,3,enrich,,enrich_1_trial3_first_cont,ST,DS,,,0,1,,,,,,,,
483f107a-e0b2-437f-8a16-7e5521a46444,Crow,09-04-2025,618.0,1,False,3,morn1,,morn1_1_trial3_sec_cont,ST,DS,,,0,1,,,,,,,,
7e2a7aa5-a01a-4d9b-836f-ae97f9933f55,Crow,09-04-2025,620.0,1,False,3,morn1,,morn1_1_trial3_sec_cont,ST,DS,,,0,1,,,,,,,,
324aa967-b85a-47d9-9ed9-eb3d4cb48b2d,Crow,09-04-2025,689.0,1,False,3,morn2,,morn2_1_trial3_sec_cont,ST,DS,,,0,1,,,,,,,,
c37905c2-6c4d-47a0-9da3-795807124ee6,Crow,09-04-2025,699.0,1,False,3,morn2,,morn2_1_trial3_sec_cont,ST,DS,,,0,1,,,,,,,,
190a107d-1c26-44a5-9847-164e62fa1498,Playback,21-04-2025,574.0,1,False,4,morn1,,morn1_1_trial4_first_play,ST,PL,NH,,1,0,,,,,,,,
190a107d-1c26-44a5-9847-164e62fa1498,Playback,21-04-2025,574.0,1,False,4,morn1,,morn1_1_trial4_first_play,NH,PL,ST,,1,0,,,,,,,,
7f0b37c9-2590-4cf6-a37c-1259d323149b,Playback,21-04-2025,576.0,1,False,4,morn1,,morn1_1_trial4_first_play,ST,PL,NH,,1,0,,,,,,,,
7f0b37c9-2590-4cf6-a37c-1259d323149b,Playback,21-04-2025,576.0,1,False,4,morn1,,morn1_1_trial4_first_play,NH,PL,ST,,1,0,,,,,,,,
dbf5b039-2c5d-48ff-b460-0e3a927b52d7,Playback,21-04-2025,687.0,1,False,4,morn2,,morn2_1_trial4_first_play,MS,PL,ST,,1,0,,,,,,,,
dbf5b039-2c5d-48ff-b460-0e3a927b52d7,Playback,21-04-2025,687.0,1,False,4,morn2,,morn2_1_trial4_first_play,ST,PL,MS,,1,0,,,,,,,,
4da64fa8-ade7-4dca-b0f6-819321c82cc6,Playback,21-04-2025,689.0,1,False,4,morn2,,morn2_1_trial4_first_play,MS,PL,ST,,1,0,,,,,,,,
4da64fa8-ade7-4dca-b0f6-819321c82cc6,Playback,21-04-2025,689.0,1,False,4,morn2,,morn2_1_trial4_first_play,ST,PL,MS,,1,0,,,,,,,,
47650b7a-1bd6-4121-a718-28cc46d567a0,Playback,22-04-2025,582.0,1,False,4,morn1,,morn1_1_trial4_sec_play,NH,DS,,,0,1,,,,,,,,
9bbaa949-29a8-4976-9454-51d568aa569b,Playback,22-04-2025,677.0,1,False,4,morn2,,morn2_1_trial4_sec_play,ST,DS,,,0,1,,,,,,,,
680a543f-5e61-4d08-bf2e-f4a7134bda73,Playback,22-04-2025,679.0,1,False,4,morn2,,morn2_1_trial4_sec_play,ST,DS,,,0,1,,,,,,,,
48f3b3f1-15d0-4b50-b6e9-e18dd9de4fe8,Playback,22-04-2025,683.0,1,False,4,morn2,,morn2_1_trial4_sec_play,ST,PL,NH,,1,0,,,,,,,,
48f3b3f1-15d0-4b50-b6e9-e18dd9de4fe8,Playback,22-04-2025,683.0,1,False,4,morn2,,morn2_1_trial4_sec_play,NH,PL,ST,,1,0,,,,,,,,
427e1132-5a8d-4e21-8340-ef0e2138ed8d,Playback,22-04-2025,685.0,1,False,4,morn2,,morn2_1_trial4_sec_play,ST,PL,NH,,1,0,,,,,,,,
427e1132-5a8d-4e21-8340-ef0e2138ed8d,Playback,22-04-2025,685.0,1,False,4,morn2,,morn2_1_trial4_sec_play,NH,PL,ST,,1,0,,,,,,,,
2f92f495-8d14-450e-8e16-d7a8cdda0fc0,Playback,22-04-2025,687.0,1,False,4,morn2,,morn2_1_trial4_sec_play,ST,PL,NH,,1,0,,,,,,,,
2f92f495-8d14-450e-8e16-d7a8cdda0fc0,Playback,22-04-2025,687.0,1,False,4,morn2,,morn2_1_trial4_sec_play,NH,PL,ST,,1,0,,,,,,,,
823e0128-be98-43ef-a7de-48e44bd08c3c,Playback,22-04-2025,689.0,1,False,4,morn2,,morn2_1_trial4_sec_play,ST,PL,NH,,1,0,,,,,,,,
823e0128-be98-43ef-a7de-48e44bd08c3c,Playback,22-04-2025,689.0,1,False,4,morn2,,morn2_1_trial4_sec_play,NH,PL,ST,,1,0,,,,,,,,
589acbf7-d2bd-475d-819f-8be323479fef,Crow,14-03-2025,584.0,2,False,1,morn1,,morn1_2_trial1_first_cont,NR,PL,MN,,1,0,,,,,,,,
7ee79de3-115d-40ac-9cd0-bd881b5cca62,Crow,14-03-2025,586.0,2,False,1,morn1,,morn1_2_trial1_first_cont,NR,PL,MN,,1,0,,,,,,,,
a34e9985-10cd-4907-a518-00e9e716ca09,Crow,14-03-2025,588.0,2,False,1,morn1,,morn1_2_trial1_first_cont,MN,PL,NR,,1,0,,,,,,,,
a34e9985-10cd-4907-a518-00e9e716ca09,Crow,14-03-2025,588.0,2,False,1,morn1,,morn1_2_trial1_first_cont,NR,PL,MN,,1,0,,,,,,,,
895c7f1b-5c49-4cfb-b3d5-a444c759daa8,Crow,14-03-2025,608.0,2,False,1,morn1,,morn1_2_trial1_first_cont,MN,PL,,,1,0,,,,,,,,
37389303-c253-4154-8ec0-1c684fed8e49,Crow,14-03-2025,616.0,2,False,1,morn1,,morn1_2_trial1_first_cont,MN,DS,,,0,1,,,,,,,,
37389303-c253-4154-8ec0-1c684fed8e49,Crow,14-03-2025,616.0,2,False,1,morn1,,morn1_2_trial1_first_cont,NH,DS,,,0,1,,,,,,,,
6a4d8dc6-a506-499a-a5e1-166ce4b80004,Crow,14-03-2025,618.0,2,False,1,morn1,,morn1_2_trial1_first_cont,MN,DS,,,0,1,,,,,,,,
f428a201-e59b-4cac-990e-47787fb66aa9,Crow,14-03-2025,626.0,2,False,1,morn1,,morn1_2_trial1_first_cont,NR,DS,,,0,1,,,,,,,,
4cf78534-4969-468f-8e3f-46817c70d734,Crow,14-03-2025,628.0,2,False,1,morn1,,morn1_2_trial1_first_cont,NR,PL,,,1,0,,,,,,,,
c934b92c-f194-4b67-8425-0174a72af684,Crow,14-03-2025,630.0,2,False,1,morn1,,morn1_2_trial1_first_cont,MN,PL,,,1,0,,,,,,,,
c934b92c-f194-4b67-8425-0174a72af684,Crow,14-03-2025,630.0,2,False,1,morn1,,morn1_2_trial1_first_cont,NR,PL,,,1,0,,,,,,,,
0a61340a-660d-4d6a-97e5-f469015cc92c,Crow,14-03-2025,827.0,2,False,1,enrich,,enrich_2_trial1_first_cont,NH,PL,NR,,1,0,,,,,,,,
0a61340a-660d-4d6a-97e5-f469015cc92c,Crow,14-03-2025,827.0,2,False,1,enrich,,enrich_2_trial1_first_cont,NR,PL,NH,,1,0,,,,,,,,
56d5bda0-86ba-4562-9964-c203e238bbd0,Crow,14-03-2025,829.0,2,False,1,enrich,,enrich_2_trial1_first_cont,NH,PL,NR,,1,0,,,,,,,,
56d5bda0-86ba-4562-9964-c203e238bbd0,Crow,14-03-2025,829.0,2,False,1,enrich,,enrich_2_trial1_first_cont,NR,PL,NH,,1,0,,,,,,,,
6ef88271-c776-4cc2-83c0-d5f118d717df,Crow,14-03-2025,831.0,2,False,1,enrich,,enrich_2_trial1_first_cont,NH,PL,NR,,1,0,,,,,,,,
6ef88271-c776-4cc2-83c0-d5f118d717df,Crow,14-03-2025,831.0,2,False,1,enrich,,enrich_2_trial1_first_cont,NR,PL,NH,,1,0,,,,,,,,
67efdec0-419d-42dd-a9c3-013cdf30371c,Crow,14-03-2025,833.0,2,False,1,enrich,,enrich_2_trial1_first_cont,NH,PL,NR,,1,0,,,,,,,,
67efdec0-419d-42dd-a9c3-013cdf30371c,Crow,14-03-2025,833.0,2,False,1,enrich,,enrich_2_trial1_first_cont,NR,PL,NH,,1,0,,,,,,,,
243bf831-38a3-4c94-8e21-fd54b999084f,Crow,14-03-2025,843.0,2,False,1,enrich,,enrich_2_trial1_first_cont,MN,DS,,,0,1,,,,,,,,
19aeb07d-44b1-494a-82a5-e69e125c1002,Playback,23-03-2025,590.0,2,False,2,morn1,,morn1_2_trial2_first_play,MN,PL,NR,,1,0,,,,,,,,
19aeb07d-44b1-494a-82a5-e69e125c1002,Playback,23-03-2025,590.0,2,False,2,morn1,,morn1_2_trial2_first_play,NR,PL,MN,,1,0,,,,,,,,
fcd3521a-0d39-4c28-b305-49996f48a378,Playback,23-03-2025,813.0,2,False,2,enrich,,enrich_2_trial2_first_play,NH,PL,NR,,1,0,,,,,,,,
fcd3521a-0d39-4c28-b305-49996f48a378,Playback,23-03-2025,813.0,2,False,2,enrich,,enrich_2_trial2_first_play,NR,PL,NH,,1,0,,,,,,,,
976dcfe0-0817-43da-aa5d-00a9c9ea7d52,Playback,23-03-2025,815.0,2,False,2,enrich,,enrich_2_trial2_first_play,NH,PL,NR,,1,0,,,,,,,,
976dcfe0-0817-43da-aa5d-00a9c9ea7d52,Playback,23-03-2025,815.0,2,False,2,enrich,,enrich_2_trial2_first_play,NR,PL,NH,,1,0,,,,,,,,
251f372c-f46d-48b2-af1a-1e875d3e8577,Playback,24-03-2025,588.0,2,False,2,morn1,,morn1_2_trial2_sec_play,MN,PL,NR,,1,0,,,,,,,,
251f372c-f46d-48b2-af1a-1e875d3e8577,Playback,24-03-2025,588.0,2,False,2,morn1,,morn1_2_trial2_sec_play,NR,PL,MN,,1,0,,,,,,,,
222b219a-f5ff-43d5-88c6-cc15d0be156e,Playback,24-03-2025,624.0,2,False,2,morn1,,morn1_2_trial2_sec_play,MN,PL,NR,,1,0,,,,,,,,
222b219a-f5ff-43d5-88c6-cc15d0be156e,Playback,24-03-2025,624.0,2,False,2,morn1,,morn1_2_trial2_sec_play,NR,PL,MN,,1,0,,,,,,,,
3939f477-0d62-4b91-b651-436b5452a7d7,Playback,24-03-2025,626.0,2,False,2,morn1,,morn1_2_trial2_sec_play,MN,PL,NR,,1,0,,,,,,,,
3939f477-0d62-4b91-b651-436b5452a7d7,Playback,24-03-2025,626.0,2,False,2,morn1,,morn1_2_trial2_sec_play,NR,PL,MN,,1,0,,,,,,,,
cb0e0c90-c1b7-4a39-824d-ce4ca3932c78,Playback,24-03-2025,628.0,2,False,2,morn1,,morn1_2_trial2_sec_play,MN,PL,NR,,1,0,,,,,,,,
cb0e0c90-c1b7-4a39-824d-ce4ca3932c78,Playback,24-03-2025,628.0,2,False,2,morn1,,morn1_2_trial2_sec_play,NR,PL,MN,,1,0,,,,,,,,
3287e783-21b1-47e3-8222-70a568353ee6,Playback,24-03-2025,841.0,2,False,2,enrich,,enrich_2_trial2_sec_play,NH,PL,NR,,1,0,,,,,,,,
3287e783-21b1-47e3-8222-70a568353ee6,Playback,24-03-2025,841.0,2,False,2,enrich,,enrich_2_trial2_sec_play,NR,PL,NH,,1,0,,,,,,,,
b445b66c-d5be-4213-a185-f9b1adacffb9,Playback,24-03-2025,847.0,2,False,2,enrich,,enrich_2_trial2_sec_play,NH,PL,NR,,1,0,,,,,,,,
b445b66c-d5be-4213-a185-f9b1adacffb9,Playback,24-03-2025,847.0,2,False,2,enrich,,enrich_2_trial2_sec_play,NR,PL,NH,,1,0,,,,,,,,
d101bd1d-553a-4e75-8cff-7eaf0336c31b,Playback,24-03-2025,849.0,2,False,2,enrich,,enrich_2_trial2_sec_play,NH,DS,,,0,1,,,,,,,,
08e9142c-8e54-4ce6-a49b-8046567ab424,Playback,24-03-2025,851.0,2,False,2,enrich,,enrich_2_trial2_sec_play,NH,PL,NR,,1,0,,,,,,,,
08e9142c-8e54-4ce6-a49b-8046567ab424,Playback,24-03-2025,851.0,2,False,2,enrich,,enrich_2_trial2_sec_play,NR,PL,NH,,1,0,,,,,,,,
5f4b277d-bbf3-461b-abe7-f4efa11ffa49,Playback,26-04-2025,588.0,2,False,5,morn1,,morn1_2_trial5_first_play,MN,DS,,,0,1,,,,,,,,
4a308e05-a0fd-4dad-941f-46c3c7947ee8,Playback,26-04-2025,590.0,2,False,5,morn1,,morn1_2_trial5_first_play,MN,DS,,,0,1,,,,,,,,
79775ab3-2b39-42ae-8515-0669aa358a8d,Playback,26-04-2025,594.0,2,False,5,morn1,,morn1_2_trial5_first_play,LN,PL,MN,,1,0,,,,,,,,
79775ab3-2b39-42ae-8515-0669aa358a8d,Playback,26-04-2025,594.0,2,False,5,morn1,,morn1_2_trial5_first_play,MN,PL,LN,,1,0,,,,,,,,
79775ab3-2b39-42ae-8515-0669aa358a8d,Playback,26-04-2025,594.0,2,False,5,morn1,,morn1_2_trial5_first_play,NH,DS,,,0,1,,,,,,,,
db90d2af-6f38-4952-970c-d8f98f8fa937,Playback,26-04-2025,596.0,2,False,5,morn1,,morn1_2_trial5_first_play,LN,PL,NR,,1,0,,,,,,,,
db90d2af-6f38-4952-970c-d8f98f8fa937,Playback,26-04-2025,596.0,2,False,5,morn1,,morn1_2_trial5_first_play,MN,PL,NH,,1,0,,,,,,,,
db90d2af-6f38-4952-970c-d8f98f8fa937,Playback,26-04-2025,596.0,2,False,5,morn1,,morn1_2_trial5_first_play,NH,PL,MN,,1,0,,,,,,,,
db90d2af-6f38-4952-970c-d8f98f8fa937,Playback,26-04-2025,596.0,2,False,5,morn1,,morn1_2_trial5_first_play,NR,PL,LN,,1,0,,,,,,,,
8a8b74a5-a11b-428b-a922-dc1ff677620a,Playback,26-04-2025,598.0,2,False,5,morn1,,morn1_2_trial5_first_play,MN,PL,"NH, NR",,1,0,,,,,,,,
8a8b74a5-a11b-428b-a922-dc1ff677620a,Playback,26-04-2025,598.0,2,False,5,morn1,,morn1_2_trial5_first_play,NH,PL,"NR, MN",,1,0,,,,,,,,
8a8b74a5-a11b-428b-a922-dc1ff677620a,Playback,26-04-2025,598.0,2,False,5,morn1,,morn1_2_trial5_first_play,NR,PL,,,1,0,,,,,,,,
d6984ed7-4480-4de7-95c9-130112c831a6,Playback,26-04-2025,645.0,2,False,5,morn2,,morn2_2_trial5_first_play,NH,DS,,,0,1,,,,,,,,
4f23296d-bcc4-4caa-b766-5b25dee59847,Playback,27-04-2025,576.0,2,False,5,morn1,,morn1_2_trial5_sec_play,NH,DS,,,0,1,,,,,,,,
8bb2fd62-3af7-47c6-9c76-44bc7101754a,Playback,27-04-2025,853.0,2,False,5,enrich,,enrich_2_trial5_sec_play,MN,PL,"NR, NH",,1,0,,,,,,,,
8bb2fd62-3af7-47c6-9c76-44bc7101754a,Playback,27-04-2025,853.0,2,False,5,enrich,,enrich_2_trial5_sec_play,NH,PL,"MN, NR",,1,0,,,,,,,,
8bb2fd62-3af7-47c6-9c76-44bc7101754a,Playback,27-04-2025,853.0,2,False,5,enrich,,enrich_2_trial5_sec_play,NR,PL,"NH, MN",,1,0,,,,,,,,
098aae89-c70f-44b9-8687-e838842cbed2,Crow,04-05-2025,610.0,2,False,6,morn1,,morn1_2_trial6_first_cont,MN,DS,,,0,1,,,,,,,,
e3a360e3-900c-485c-bfff-79027a3003e7,Crow,04-05-2025,612.0,2,False,6,morn1,,morn1_2_trial6_first_cont,MN,DS,,,0,1,,,,,,,,
e3a360e3-900c-485c-bfff-79027a3003e7,Crow,04-05-2025,612.0,2,False,6,morn1,,morn1_2_trial6_first_cont,NH,DS,,,0,1,,,,,,,,
585dc681-7739-4fc3-82c7-a68e7496891d,Crow,04-05-2025,857.0,2,False,6,enrich,,enrich_2_trial6_first_cont,LN,PL,NR,,1,0,,,,,,,,
585dc681-7739-4fc3-82c7-a68e7496891d,Crow,04-05-2025,857.0,2,False,6,enrich,,enrich_2_trial6_first_cont,NR,PL,LN,,1,0,,,,,,,,
7b8ab5eb-1b1b-4ff7-b3a0-eef6674d8999,Crow,04-05-2025,859.0,2,False,6,enrich,,enrich_2_trial6_first_cont,LN,PL,NR,,1,0,,,,,,,,
7b8ab5eb-1b1b-4ff7-b3a0-eef6674d8999,Crow,04-05-2025,859.0,2,False,6,enrich,,enrich_2_trial6_first_cont,NR,PL,LN,,1,0,,,,,,,,
b3f0c857-dfdb-438e-9741-a0ec88087513,Crow,04-05-2025,861.0,2,False,6,enrich,,enrich_2_trial6_first_cont,LN,PL,NR,,1,0,,,,,,,,
b3f0c857-dfdb-438e-9741-a0ec88087513,Crow,04-05-2025,861.0,2,False,6,enrich,,enrich_2_trial6_first_cont,NR,PL,LN,,1,0,,,,,,,,
5535abe4-1b81-4110-b794-648c87d66f9f,Crow,04-05-2025,865.0,2,False,6,enrich,,enrich_2_trial6_first_cont,NH,PL,NR,,1,0,,,,,,,,
5535abe4-1b81-4110-b794-648c87d66f9f,Crow,04-05-2025,865.0,2,False,6,enrich,,enrich_2_trial6_first_cont,NR,PL,NH,,1,0,,,,,,,,
9769d5f1-5b35-4775-a0f9-940939268bfc,Crow,04-05-2025,867.0,2,False,6,enrich,,enrich_2_trial6_first_cont,NH,PL,NR,,1,0,,,,,,,,
9769d5f1-5b35-4775-a0f9-940939268bfc,Crow,04-05-2025,867.0,2,False,6,enrich,,enrich_2_trial6_first_cont,NR,PL,NH,,1,0,,,,,,,,
f5fdc5a1-1499-4128-a155-cff1d8a18017,Crow,19-05-2025,616.0,2,False,7,morn1,,morn1_2_trial7_first_cont,MN,DS,,,0,1,,,,,,,,
84b6eb6b-8259-40cc-a8b7-41ef420b46f9,Crow,19-05-2025,618.0,2,False,7,morn1,,morn1_2_trial7_first_cont,MN,DS,,,0,1,,,,,,,,
0ca64fd8-4b09-4dc3-9d63-86a8ae0339f8,Crow,19-05-2025,620.0,2,False,7,morn1,,morn1_2_trial7_first_cont,MN,DS,,,0,1,,,,,,,,
0ca64fd8-4b09-4dc3-9d63-86a8ae0339f8,Crow,19-05-2025,620.0,2,False,7,morn1,,morn1_2_trial7_first_cont,NH,DS,,,0,1,,,,,,,,
