ec5_uuid,date,1_TIme,2_NC,4_MZ_Behavior,5_Contact,6_AR,7_3M,8_Occurence,9_Notes,11_SB_Behavior,12_Contact,13_AR,14_3M,15_Occurence,16_Notes,18_GG_Behavior,19_Contact,20_AR,21_3M,22_Occurence,23_Notes,25_MS_Behavior,26_Contact,27_AR,28_3M,29_Occurence,30_Notes,highlight,msm
86bb52c2-9669-439c-9258-43af3a12001f,2025-03-23,1900-01-01 10:13:00,Yes,SD,,,,,,E,,GG,MS,,,E,,,"SB, MS",,,E,,GG,SB,,,green,613
49cf1518-65b8-41fa-9b49-8d4db9b10eab,2025-03-23,1900-01-01 10:15:00,Yes,SD,,,,,,E,,GG,MS,,,E,,,"SB, MS",,,E,,GG,SB,,,green,615
240bb034-a940-4a81-b1a6-668430bfd3a7,2025-03-23,1900-01-01 10:17:00,Yes,SD,,,,,,E,,GG,MS,,,E,,,"SB, MS",,,E,,GG,SB,,,green,617
30330f5e-ff69-4f48-8917-2b9c2481f5bf,2025-03-23,1900-01-01 10:19:00,Yes,SD,,,,,,E,,GG,MS,,,E,,,"SB, MS",,,E,,GG,SB,,,green,619
1f3049cb-bf85-4752-818d-5937428155cf,2025-03-23,1900-01-01 10:21:00,NO,RS,,,,,,E,,,MS,,,M,,,,,,E,,,SB,,,,621
f6e8da2c-7c66-49b8-bcc6-f3a6e7d31d78,2025-03-23,1900-01-01 10:23:00,NO,RS,,,,,,E,,,"MS, GG",,,E,,,"MS, SB",,,E,,,"SB, GG",,,,623
8b6d5563-51fb-46e9-b6ab-87b1c171d64d,2025-03-23,1900-01-01 10:25:00,NO,SD,,,,,,E,,"MS, GG",,,,E,,"MS, SB",,,,E,,"GG, SB",,,,,625
ee944419-8297-448d-b035-16411cd6c1b4,2025-03-23,1900-01-01 10:27:00,NO,RS,,,,,,RS,,,,,,E,,MS,,,,E,,GG,,,,red,627
9341c720-64db-4c7d-b189-7c88af3752e7,2025-03-23,1900-01-01 10:29:00,Yes,RS,,,,,,RS,,,,,,E,,MS,,,,E,,GG,,,,green,629
8fdadb63-0c68-4183-9d64-51b8273a68ad,2025-03-23,1900-01-01 10:47:00,NO,RS,,,,,,RS,,,,,,RS,,,,,,RS,,,,,,,647
6caa008a-bb94-4e1b-868c-32d94d5d32db,2025-03-23,1900-01-01 10:49:00,NO,RL,,,,,,RS,,,,,,DS,,,,,,RS,,,,,,,649
72517924-12ab-470d-859a-da0fca38c2bb,2025-03-23,1900-01-01 10:51:00,NO,RL,,,,,,RS,,,,,,GG,MS,,,,,GR,GG,,,,,,651
51d63cbb-2f7f-458a-81df-39a4a5dce82c,2025-03-23,1900-01-01 10:53:00,NO,RL,,,,,,M,,,,,,RS,,MS,,,,RS,,GG,,,,,653
3ed4f51d-718f-43a2-9029-9228c7946684,2025-03-23,1900-01-01 10:55:00,NO,RL,,,,,,RS,,,,,,E,,MS,,,,E,,GG,,,,,655
81bb1829-0fcf-4ffa-b864-ac68d48ed597,2025-03-23,1900-01-01 10:57:00,NO,RL,,,,,,RS,,,,,,RL,,MS,,,,E,,GG,,,,red,657
b61334f6-5640-4fc9-8d5f-14c8eed74ec9,2025-03-23,1900-01-01 10:59:00,Yes,RL,,,,,,RS,,,,,,RL,,MS,,,,E,,GG,,,,green,659
a248b05e-7fad-4dd2-9268-b979901a2136,2025-03-23,1900-01-01 11:01:00,Yes,RL,,,,,,RS,,,,,,RL,,MS,,,,E,,GG,,,,green,661
04d95099-5d22-4165-90cb-b4af13e099a1,2025-03-23,1900-01-01 11:03:00,NO,RL,,,,,,RS,,,,,,RL,,MS,,,,RS,,GG,,,,red,663
4595ec92-57d6-4cb1-8a95-4df87249bc74,2025-03-23,1900-01-01 11:05:00,Yes,RL,,,,,,RS,,,,,,RL,,MS,,,,RS,,GG,,,,green,665
50073ccd-9649-46c7-8e84-9058f92e2db1,2025-03-23,1900-01-01 11:07:00,Yes,RL,,,,,,RS,,,,,,RL,,MS,,,,RS,,GG,,,,green,667
ca19162b-fe0f-4dc5-964e-9c38eef7be19,2025-03-23,1900-01-01 11:09:00,NO,RL,,,,,,RS,,,,,,RS,,MS,,,,RS,,GG,,,,,669
13cd4566-9c0a-4241-a7b5-cd9ebfbec543,2025-03-23,1900-01-01 11:11:00,NO,RL,,,,,,RS,,,,,,RL,,MS,,,,RS,,GG,,,,red,671
b8a56cd7-61b4-4be6-b681-3f553e13b0aa,2025-03-23,1900-01-01 11:13:00,Yes,RL,,,,,,RS,,,,,,RL,,MS,,,,RS,,GG,,,,green,673
a02352d5-65a0-4896-82af-f36391cdc238,2025-03-23,1900-01-01 11:15:00,Yes,RL,,,,,,RS,,,,,,RL,,MS,,,,RS,,GG,,,,green,675
6d9cb89a-f028-4c0d-977f-c6a399569902,2025-03-23,1900-01-01 11:17:00,Yes,RL,,,,,,RS,,,,,,RL,,MS,,,,RS,,GG,,,,green,677
cf9c5236-c34c-4c4f-8958-a9aa82c861ab,2025-03-23,1900-01-01 11:19:00,Yes,RL,,,,,,RS,,,,,,RL,,MS,,,,RS,,GG,,,,green,679
fc0996dc-3285-4a9b-8d40-b17a46933b25,2025-03-23,1900-01-01 11:21:00,NO,RS,,,,,,RS,,,,,,RL,,MS,,,,RS,,GG,,,,red,681
fd32ca9a-0fd5-4c8e-98b2-6d6f8baae456,2025-03-23,1900-01-01 11:23:00,Yes,RS,,,,,,RS,,,,,,RL,,MS,,,,RS,,GG,,,,green,683
52c0a181-6055-404e-b7b0-d4a47ad0244d,2025-03-23,1900-01-01 11:25:00,Yes,RS,,,,,,RS,,,,,,RL,,MS,,,,RS,,GG,,,,green,685
0b074e19-d718-4498-a963-68b5951d4c6d,2025-03-23,1900-01-01 11:27:00,Yes,RS,,,,,,RS,,,,,,RL,,MS,,,,RS,,GG,,,,green,687
b14fa8d6-bf0e-44b6-99ee-21775d956ad5,2025-03-23,1900-01-01 11:29:00,NO,RS,,,,,,RS,,"MS, GG",,,,RL,,"MS, SB",,,,RL,,"SB, GG",,,,red,689
1bb2b661-a95f-4d15-9e04-3f4979561f6e,2025-03-23,1900-01-01 11:31:00,Yes,RS,,,,,,RS,,"MS, GG",,,,RL,,"MS, SB",,,,RL,,"SB, GG",,,,green,691
0be2197c-6b8d-4ec2-8682-094221a53565,2025-03-23,1900-01-01 11:33:00,Yes,RS,,,,,,RS,,"MS, GG",,,,RL,,"MS, SB",,,,RL,,"SB, GG",,,,green,693
62e14e1f-c688-428c-b9f5-ae958c57b701,2025-03-23,1900-01-01 11:35:00,Yes,RS,,,,,,RS,,"MS, GG",,,,RL,,"MS, SB",,,,RL,,"SB, GG",,,,green,695
f00f55ed-c20f-4ddf-b449-669f8052a33b,2025-03-23,1900-01-01 11:37:00,Yes,RS,,,,,,RS,,"MS, GG",,,,RL,,"MS, SB",,,,RL,,"SB, GG",,,,green,697
1c8b0427-d912-42ea-aecb-98edbdabc80a,2025-03-23,1900-01-01 11:39:00,NO,RS,,,,,,RS,,,,,,RS,,,MS,,,RS,,,GG,,,red,699
57151697-88d9-4579-8104-fc81b7174fda,2025-03-23,1900-01-01 11:41:00,Yes,RS,,,,,,RS,,,,,,RS,,,MS,,,RS,,,GG,,,green,701
6fa3e575-58fb-485b-8709-5e39f0204dc4,2025-03-23,1900-01-01 11:43:00,NO,RS,,,,,,M,,,,,,PL,,MS,,,,PL,,GG,,,,,703
1e8ed468-ee4e-47d7-8a65-0189d1efaaf1,2025-03-23,1900-01-01 11:45:00,NO,RS,,,,,,RS,,,,,,RS,,MS,,,,RS,,GG,,,,,705
e52acab3-2ca2-40c9-9b85-82aca07bf8f3,2025-03-23,1900-01-01 13:19:00,NO,E,,,,,,E,,,MS,,,E,,,MS,,,E,,,"SB, GG",,,,799
22b832e1-40ee-4c90-9106-bf312e4d8bf8,2025-03-23,1900-01-01 13:21:00,NO,RS,,,GG,,,E,,,MS,,,M,,,MZ,,,E,,,SB,,,,801
d0dad4a5-3068-4574-aed5-e3258931c2ba,2025-03-23,1900-01-01 13:23:00,NO,E,,,,,,E,,"GG, MS",,,,E,,"MS, SB",,,,E,,"SB, GG",,,,,803
cf10241c-e260-40af-8b2a-01b82c478bdd,2025-03-23,1900-01-01 13:25:00,NO,E,,,,,,E,,,"GG, MS",,,E,,MS,SB,,,E,,GG,SB,,,,805
cc80fd33-4fac-4e07-9c5c-f50e39c12b04,2025-03-23,1900-01-01 13:27:00,NO,RS,,,,,,M,,,,,,E,,,MS,,,E,,,GG,,,,807
55cc2d22-cd96-4c76-9ccf-ea27fee29679,2025-03-23,1900-01-01 13:29:00,NO,RS,,,,,,RS,,,,,,E,,,MS,,,E,,,GG,,,,809
3bcef7e7-9558-473c-9109-d29a8df7400e,2025-03-23,1900-01-01 13:31:00,NO,RS,,,,,,RS,,,,,,M,,,,,,RS,,,,,,,811
b901ea2e-39f0-4bd0-b6cc-8b940323a006,2025-03-23,1900-01-01 13:33:00,NO,E,,,,,,RS,,,,,,E,,,,,,RS,,,,,,red,813
0deab4a1-b720-42ba-93be-8545903e4747,2025-03-23,1900-01-01 13:35:00,Yes,E,,,,,,RS,,,,,,E,,,,,,RS,,,,,,green,815
a2f19035-f76b-4d84-88d8-ff3dfaca239b,2025-03-23,1900-01-01 13:37:00,NO,E,,,,,,E,,,GG,,,E,,,SB,,,E,,,,,,red,817
12ba7bc4-f290-4fe2-bcd6-dc79b0471f3c,2025-03-23,1900-01-01 13:39:00,Yes,E,,,,,,E,,,GG,,,E,,,SB,,,E,,,,,,green,819
da024aae-a13c-403e-9f44-dab1d5e33f91,2025-03-23,1900-01-01 13:41:00,NO,M,,,"SB, GG",,,E,,,MZ,,,E,,,MZ,,,E,,,,,,,821
91fbc3b7-8a1d-4516-8750-dae7539328a6,2025-03-23,1900-01-01 13:43:00,NO,E,,,,,,E,,,,,,E,,,,,,E,,,,,,,823
ff2b1076-b503-4c22-a974-0519b26327cd,2025-03-23,1900-01-01 13:45:00,NO,E,,,,,,E,,,"GG, MS",,,E,,,"MS, SB",,,E,,,"GG, SB",,,red,825
b3ac6acc-7356-4af0-95b9-47e0a3fa64a1,2025-03-23,1900-01-01 13:47:00,Yes,E,,,,,,E,,,"GG, MS",,,E,,,"MS, SB",,,E,,,"GG, SB",,,green,827
2bbf895e-3308-43a3-974d-942734adcc0e,2025-03-23,1900-01-01 13:49:00,Yes,E,,,,,,E,,,"GG, MS",,,E,,,"MS, SB",,,E,,,"GG, SB",,,green,829
c70d2ffa-9b67-4881-a3dd-dac571399763,2025-03-23,1900-01-01 13:51:00,Yes,E,,,,,,E,,,"GG, MS",,,E,,,"MS, SB",,,E,,,"GG, SB",,,green,831
fac89851-08f1-4aed-9d3f-52981b02b702,2025-03-23,1900-01-01 13:53:00,Yes,E,,,,,,E,,,"GG, MS",,,E,,,"MS, SB",,,E,,,"GG, SB",,,green,833
8fe0edc0-26bb-4639-8580-ba915a97c245,2025-03-23,1900-01-01 13:55:00,Yes,E,,,,,,E,,,"GG, MS",,,E,,,"MS, SB",,,E,,,"GG, SB",,,green,835
eaf00e98-e88c-40db-8a73-d5537a0fd391,2025-03-23,1900-01-01 13:57:00,Yes,E,,,,,,E,,,"GG, MS",,,E,,,"MS, SB",,,E,,,"GG, SB",,,green,837
2f8e294f-610e-46f1-b720-f17512c1eaa4,2025-03-23,1900-01-01 13:59:00,NO,RS,,,,,,RS,,,MS,,,RS,,,,,,RS,,,SB,,,,839
f8ed82cf-8ae8-46d0-8c90-2f3b6fdfc188,2025-03-23,1900-01-01 14:01:00,NO,M,,,,,,RS,,,,,,RS,,,MS,,,RS,,,GG,,,,841
9e1e87d1-1ae8-484a-ba93-35460607a1ee,2025-03-23,1900-01-01 14:03:00,NO,RL,,,,,,RS,,,GG,,,RS,,,SB,,,RS,,,GG,,,,843
359ab579-1172-4274-aeb1-eb1f1790641a,2025-03-23,1900-01-01 14:05:00,NO,RL,,,,,,RS,,,,,,RS,,,MS,,,RS,,,GG,,,red,845
3c2a45fb-8cf5-4270-b975-e46c9d5bd934,2025-03-23,1900-01-01 14:07:00,Yes,RL,,,,,,RS,,,,,,RS,,,MS,,,RS,,,GG,,,green,847
bff22915-b7b4-4ed3-85a1-22d599636fd4,2025-03-23,1900-01-01 14:09:00,Yes,RL,,,,,,RS,,,,,,RS,,,MS,,,RS,,,GG,,,green,849
cf00c583-e13d-4e5c-b296-1dd1dc63cf13,2025-03-23,1900-01-01 14:11:00,Yes,RL,,,,,,RS,,,,,,RS,,,MS,,,RS,,,GG,,,green,851
5c594955-1d3f-497f-a7f7-7e598e564a74,2025-03-23,1900-01-01 14:13:00,Yes,RL,,,,,,RS,,,,,,RS,,,MS,,,RS,,,GG,,,green,853
cf6bfdd3-93af-4748-a80a-406d11ed1884,2025-03-23,1900-01-01 14:15:00,Yes,RL,,,,,,RS,,,,,,RS,,,MS,,,RS,,,GG,,,green,855
e65f88bf-6b6c-471e-843f-0ba790ae6f9a,2025-03-23,1900-01-01 14:17:00,Yes,RL,,,,,,RS,,,,,,RS,,,MS,,,RS,,,GG,,,green,857
0aa8e9b7-55ec-44d7-94b3-121e2aa9de34,2025-03-23,1900-01-01 14:19:00,Yes,RL,,,,,,RS,,,,,,RS,,,MS,,,RS,,,GG,,,green,859
8f293647-377c-46b8-a378-410cd0363f5a,2025-03-23,1900-01-01 14:21:00,Yes,RL,,,,,,RS,,,,,,RS,,,MS,,,RS,,,GG,,,green,861
eba90f5e-5282-49ad-9628-debd1f2174ea,2025-03-23,1900-01-01 14:23:00,Yes,RL,,,,,,RS,,,,,,RS,,,MS,,,RS,,,GG,,,green,863
fa43fc05-f724-4e15-8f06-671dc9961917,2025-03-23,1900-01-01 14:25:00,Yes,RL,,,,,,RS,,,,,,RS,,,MS,,,RS,,,GG,,,green,865
0aae9dc1-9879-402c-bb90-94513f3b3b48,2025-03-23,1900-01-01 14:27:00,Yes,RL,,,,,,RS,,,,,,RS,,,MS,,,RS,,,GG,,,green,867
fbdb73e5-caca-4709-bbfc-a5a09776a2d4,2025-03-23,1900-01-01 14:29:00,Yes,RL,,,,,,RS,,,,,,RS,,,MS,,,RS,,,GG,,,green,869
bd1e8e6b-01eb-43ca-a156-908c11974e47,2025-03-23,1900-01-01 14:31:00,Yes,RL,,,,,,RS,,,,,,RS,,,MS,,,RS,,,GG,,,green,871
1ab2639d-265d-4f62-9852-786dd012cf97,2025-03-23,1900-01-01 14:33:00,Yes,RL,,,,,,RS,,,,,,RS,,,MS,,,RS,,,GG,,,green,873
f0519081-8435-477f-809c-7fc208675cfd,2025-03-23,1900-01-01 14:35:00,Yes,RL,,,,,,RS,,,,,,RS,,,MS,,,RS,,,GG,,,green,875
471cc62c-429b-4482-a4b7-0c58d85cc966,2025-03-23,1900-01-01 14:37:00,Yes,RL,,,,,,RS,,,,,,RS,,,MS,,,RS,,,GG,,,green,877
4b2438ea-8229-4ab1-9731-e26da9df2d7c,2025-03-23,1900-01-01 14:39:00,Yes,RL,,,,,,RS,,,,,,RS,,,MS,,,RS,,,GG,,,green,879
2ec900df-a33b-4bb1-9c50-d145218629b1,2025-03-23,1900-01-01 14:41:00,NO,M,,,,,,RS,,,,,,RS,,MS,MZ,,,RS,,,"GG, MZ",,,,881
85c8b7f5-5dc5-4a90-916d-0600cc179de5,2025-03-23,1900-01-01 14:43:00,NO,RS,,,,,,RS,,,,,,RS,,,MS,,,RS,,,GG,,,,883
70fee721-edf5-47d4-a211-d7758c69b48c,2025-03-23,1900-01-01 14:45:00,NO,E,,,"GG, MS",,,M,,,,,,RS,,,"MZ, MS",,,RS,,,"MZ, GG",,,,885
e34c114d-420a-4505-b99f-81987f55a5b7,2025-03-24,1900-01-01 09:32:00,NO,M,,,,,,E,,,,,,E,,MS,,,,E,,GG,,,,red,572
50423435-3dbc-4a97-81fd-c84f31a5929b,2025-03-24,1900-01-01 09:34:00,Yes,M,,,,,,E,,,,,,E,,MS,,,,E,,GG,,,,green,574
8d4f485a-6671-45d2-a245-e1009b2d234d,2025-03-24,1900-01-01 09:36:00,NO,E,,,,,,E,,,,,,E,,MS,,,,E,,GG,,,,red,576
05a43710-f122-4878-a0e7-6188830738e3,2025-03-24,1900-01-01 09:38:00,Yes,E,,,,,,E,,,,,,E,,MS,,,,E,,GG,,,,green,578
313d15b8-07a5-4a29-9e03-577e47759b22,2025-03-24,1900-01-01 09:40:00,NO,E,,,,,,E,,,"GG, MS",,,E,,MS,SB,,,E,,GG,SB,,,red,580
3d5257d4-8ec0-4c04-ba41-9f308d94af72,2025-03-24,1900-01-01 09:42:00,Yes,E,,,,,,E,,,"GG, MS",,,E,,MS,SB,,,E,,GG,SB,,,green,582
c93d7a69-d107-4aa7-b7a6-b3f55f368832,2025-03-24,1900-01-01 09:44:00,Yes,E,,,,,,E,,,"GG, MS",,,E,,MS,SB,,,E,,GG,SB,,,green,584
c0285205-5cb2-4fed-8ad5-f5a12d440c53,2025-03-24,1900-01-01 09:46:00,Yes,E,,,,,,E,,,"GG, MS",,,E,,MS,SB,,,E,,GG,SB,,,green,586
f228c758-43fe-450d-80f6-d2fe57bfcda4,2025-03-24,1900-01-01 09:48:00,NO,M,,,,,,E,,,"MS, GG",,,E,,MS,SB,,,E,,GG,SB,,,,588
7c1dd3a4-972b-4418-b6a6-738b283fffd5,2025-03-24,1900-01-01 09:50:00,NO,E,,,,,,E,,GG,MS,,,E,,"SB, MS",,,,E,,GG,SB,,,,590
2b72c514-b439-4c1c-8c87-472d1fe4dad1,2025-03-24,1900-01-01 09:52:00,NO,E,,,,,,RS,,GG,MS,,,E,,"SB, MS",,,,E,,GG,SB,,,,592
a41f4178-7a10-481a-8fea-870cfb1b852b,2025-03-24,1900-01-01 09:54:00,NO,E,,,,,,RS,,MS,GG,,,E,,MS,SB,,,E,,"SB, GG",,,,red,594
ce5cf04b-4670-4267-aa1e-dee4889b7e01,2025-03-24,1900-01-01 09:56:00,Yes,E,,,,,,RS,,MS,GG,,,E,,MS,SB,,,E,,"SB, GG",,,,green,596
897f1eaa-c550-460e-9b37-d125bb214d35,2025-03-24,1900-01-01 09:58:00,Yes,E,,,,,,RS,,MS,GG,,,E,,MS,SB,,,E,,"SB, GG",,,,green,598
6d6ba065-8f14-4a03-8838-a0b1ca7a1192,2025-03-24,1900-01-01 10:00:00,Yes,E,,,,,,RS,,MS,GG,,,E,,MS,SB,,,E,,"SB, GG",,,,green,600
4a7cf6e5-950b-46a2-b777-f43d9a99201f,2025-03-24,1900-01-01 10:02:00,NO,RS,,,,,,RS,,"GG, MS",,,,RS,,"MS, SB",,,,RS,,"SB, GG",,,,,602
c912f179-73d0-4bfb-872d-3bc13d7983a6,2025-03-24,1900-01-01 10:04:00,NO,M,,,,,,RS,,,,,,RS,,MS,,,,E,,GG,,,,red,604
3cdb8888-db00-48cb-8bc7-3b0965d71b6f,2025-03-24,1900-01-01 10:06:00,Yes,M,,,,,,RS,,,,,,RS,,MS,,,,E,,GG,,,,green,606
c7306874-94e1-4eae-a9eb-7c1bc269302e,2025-03-24,1900-01-01 10:08:00,NO,RS,,,,,,RS,,,,,,RS,,MS,,,,RS,,GG,,,,red,608
db96a0ff-cd56-48c4-a51f-9ea7bd5e4220,2025-03-24,1900-01-01 10:10:00,Yes,RS,,,,,,RS,,,,,,RS,,MS,,,,RS,,GG,,,,green,610
32420edd-72e9-49b4-b221-773476593160,2025-03-24,1900-01-01 10:12:00,Yes,RS,,,,,,RS,,,,,,RS,,MS,,,,RS,,GG,,,,green,612
e6de437a-bc0c-4ec0-b63d-9e5e6f66d280,2025-03-24,1900-01-01 10:14:00,Yes,RS,,,,,,RS,,,,,,RS,,MS,,,,RS,,GG,,,,green,614
1da638d4-f8e5-45b4-947d-0bcfa4cb6259,2025-03-24,1900-01-01 10:16:00,Yes,RS,,,,,,RS,,,,,,RS,,MS,,,,RS,,GG,,,,green,616
6b42c148-418b-4da3-9d6b-156d05bff827,2025-03-24,1900-01-01 10:18:00,Yes,RS,,,,,,RS,,,,,,RS,,MS,,,,RS,,GG,,,,green,618
a19a0008-7a28-45ee-be9e-4c2a11dc34eb,2025-03-24,1900-01-01 10:20:00,Yes,RS,,,,,,RS,,,,,,RS,,MS,,,,RS,,GG,,,,green,620
dda4d687-fc54-4d90-b2b3-8d9d2e73292f,2025-03-24,1900-01-01 10:22:00,Yes,RS,,,,,,RS,,,,,,RS,,MS,,,,RS,,GG,,,,green,622
0cae2735-0015-4c76-98d6-16450ebdc463,2025-03-24,1900-01-01 10:24:00,Yes,RS,,,,,,RS,,,,,,RS,,MS,,,,RS,,GG,,,,green,624
13953bc2-0e2c-4c3c-a026-5a4310567710,2025-03-24,1900-01-01 10:26:00,Yes,RS,,,,,,RS,,,,,,RS,,MS,,,,RS,,GG,,,,green,626
be4e292d-bc9b-42fe-a29a-100b998ad9bb,2025-03-24,1900-01-01 10:28:00,Yes,RS,,,,,,RS,,,,,,RS,,MS,,,,RS,,GG,,,,green,628
fd25d50a-0183-4a7c-9b0d-27008065aaf4,2025-03-24,1900-01-01 10:30:00,Yes,RS,,,,,,RS,,,,,,RS,,MS,,,,RS,,GG,,,,green,630
b1b640e6-fcda-4524-b9eb-f47e7db49b72,2025-03-24,1900-01-01 10:32:00,Yes,RS,,,,,,RS,,,,,,RS,,MS,,,,RS,,GG,,,,green,632
ea26f83a-22fc-4617-bdda-303a256ebd9c,2025-03-24,1900-01-01 10:34:00,Yes,RS,,,,,,RS,,,,,,RS,,MS,,,,RS,,GG,,,,green,634
280bb17a-1341-40a4-b730-917a8a68e5ee,2025-03-24,1900-01-01 10:36:00,Yes,RS,,,,,,RS,,,,,,RS,,MS,,,,RS,,GG,,,,green,636
7c3e7e92-48df-4a96-af78-aed499127a9f,2025-03-24,1900-01-01 10:38:00,Yes,RS,,,,,,RS,,,,,,RS,,MS,,,,RS,,GG,,,,green,638
033bb3e4-fb88-437e-8801-75c60c60bcf2,2025-03-24,1900-01-01 10:40:00,Yes,RS,,,,,,RS,,,,,,RS,,MS,,,,RS,,GG,,,,green,640
cfdc1901-1fd8-4886-acfc-cdd77d6de5b1,2025-03-24,1900-01-01 10:42:00,Yes,RS,,,,,,RS,,,,,,RS,,MS,,,,RS,,GG,,,,green,642
5069d74d-4e72-48e7-b6a1-685de6356270,2025-03-24,1900-01-01 10:44:00,Yes,RS,,,,,,RS,,,,,,RS,,MS,,,,RS,,GG,,,,green,644
91d74625-68d0-4cce-918f-3ad23bad6f3d,2025-03-24,1900-01-01 10:46:00,Yes,RS,,,,,,RS,,,,,,RS,,MS,,,,RS,,GG,,,,green,646
a71b5005-17fd-448e-b2df-8bf1a0b541ce,2025-03-24,1900-01-01 10:48:00,NO,M,,,,,,RS,,,,,,RS,,MS,,,,RL,,GG,,,,,648
a3714129-bcac-46fa-8794-ff34047756a5,2025-03-24,1900-01-01 10:50:00,NO,RS,,,,,,RS,,,,,,RS,,MS,,,,RL,,GG,,,,red,650
b269785d-1a1d-4e2f-9eb4-9919686630a9,2025-03-24,1900-01-01 10:52:00,Yes,RS,,,,,,RS,,,,,,RS,,MS,,,,RL,,GG,,,,green,652
c492abfe-3df8-4ee2-8f0e-74cc76f5d56c,2025-03-24,1900-01-01 10:54:00,Yes,RS,,,,,,RS,,,,,,RS,,MS,,,,RL,,GG,,,,green,654
d4392913-d9d3-41cd-8e12-3db7449227fd,2025-03-24,1900-01-01 10:56:00,Yes,RS,,,,,,RS,,,,,,RS,,MS,,,,RL,,GG,,,,green,656
6f751c60-734c-47ee-a5af-d4018333c1e8,2025-03-24,1900-01-01 10:58:00,Yes,RS,,,,,,RS,,,,,,RS,,MS,,,,RL,,GG,,,,green,658
15e2f1a9-a8af-4632-be80-746a85bd09ce,2025-03-24,1900-01-01 11:00:00,Yes,RS,,,,,,RS,,,,,,RS,,MS,,,,RL,,GG,,,,green,660
