ec5_uuid;created_at;1_TIme;2_NC;4_ST_Behavior;5_Contact;6_AR;7_3M;8_Notes;10_NY_Behavior;11_Contact;12_AR;13_3M;14_Notes;16_SR_Behavior;17_Contact;18_AR;19_3M;20_Notes;22_TK_Behavior;23_Contact;24_AR;25_3M;26_Notes;28_TN_Behavior;29_Contact;30_AR;31_3M;32_Notes;highlight
8b12ac55-a6b6-4872-bb19-c5fed8ed8e95;2025-03-14T04:28:49.000Z;13:27;NO;E;;;TK, TN;;E;;;;;RS;;;;;E;;;ST, TN;;E;;;TK, ST;;
1b32deee-4a13-4834-ba23-e1382f584bf0;2025-03-14T04:30:59.000Z;13:29;NO;E;;TN;;;E;;;;;RS;;;;;E;;;TN, ST;;E;;ST;TK;;red
d8bda446-1479-4322-a9a0-2d7c40116e71;2025-03-14T04:31:55.000Z;13:31;Yes;E;;TN;;;E;;;;;RS;;;;;E;;;TN, ST;;E;;ST;TK;;green
9bf23619-d36e-4e43-81e0-34fd57d5e2b1;2025-03-14T04:34:44.000Z;13:33;NO;E;;TN;NY, TK;;E;;;ST, TN;;RS;;;;;E;;;TN, ST;;E;;ST;TK, NY;;
b37c55bf-023f-4098-ba87-d45e957ede64;2025-03-14T04:36:26.000Z;13:35;NO;E;;;;;GG;;;TN;;RS;;;;;RS;;;;;E;;;NY;;
757c20c1-7c92-4cf7-9da0-e438c29f9166;2025-03-14T04:38:24.000Z;13:37;NO;E;;;;;RS;;;TK;;RS;;;;;RS;;;NY;;E;;;;;
0e88f6c9-8a5e-43ab-883c-c07d5f12ea7c;2025-03-14T04:40:30.000Z;13:39;NO;M;;;TN;;RS;;;TK;;RS;;;;;RS;;;NY;;E;;;ST;;
4af9a70f-818e-4d69-9961-f0545d530751;2025-03-14T04:42:30.000Z;13:41;NO;E;;;TN;;RS;;;TK;;RS;;;;;RS;;;NY;;E;;;ST;;
904b1113-bb18-486e-bbdc-93666cf6b36d;2025-03-14T04:44:51.000Z;13:43;NO;E;;;TN;;RS;;;;;RS;;;;;RS;;;;;E;;;ST;;red
48ca3e4e-f42e-4c8c-af50-5ca02db09cc8;2025-03-14T04:46:02.000Z;13:45;Yes;E;;;TN;;RS;;;;;RS;;;;;RS;;;;;E;;;ST;;green
19692c1e-ccd6-433a-ad39-4a490c4063dc;2025-03-14T04:48:06.000Z;13:47;Yes;E;;;TN;;RS;;;;;RS;;;;;RS;;;;;E;;;ST;;green
f098b815-7d80-4638-af79-0441164a4031;2025-03-14T04:50:21.000Z;13:49;NO;RS;;NY;;;M;;ST;;;RS;;;;;RS;;;;;M;;;;;
feae4e17-c5c2-4a64-99ce-346b775fc95b;2025-03-14T04:52:15.000Z;13:51;NO;M;;;NY;;RS;;;ST;;RS;;;;;RS;;;;;M;;;;;
5561db4c-90a5-4e0c-8fcc-3eab425e785d;2025-03-14T04:54:22.000Z;13:53;NO;RS;;;TN;;M;;;;;RS;;;;;RS;;;;;E;;;ST;;red
2e187996-11a2-45cc-914d-042747c1727e;2025-03-14T04:56:10.000Z;13:56;Yes;RS;;;TN;;M;;;;;RS;;;;;RS;;;;;E;;;ST;;green
627d918d-df0e-4bbe-b106-751a30898e96;2025-03-14T04:58:26.000Z;13:57;NO;E;;;;;RS;;TK;;;RS;;;;;RS;;NY;;;M;;;;;
73e64adf-16f2-4dd0-9939-5a89703c1735;2025-03-14T05:00:30.000Z;13:59;NO;E;;;;;M;;TN;;;M;;;;;RS;;;;;M;;NY;;;
8a416e7d-47ff-4519-b5c3-32c5d8c224af;2025-03-14T05:02:32.000Z;14:01;NO;RS;;;;;RS;;;;;RS;;;;;RS;;TN;;;M;;TK;;;
9c0b9f7b-1076-4fdf-af02-0f20a6111540;2025-03-14T05:04:42.000Z;14:03;NO;RS;;TN;TK;;RS;;;;;RS;;;;;RS;;;TN, ST;;RS;;;TK, ST;;
944ede61-b8f8-4389-ac9b-ff24abf3491b;2025-03-14T05:06:36.000Z;14:05;NO;RS;;TN;TK;;RS;;;;;DS;;;;;RS;;TN;ST;;RS;;TK, ST;;;
959cfe03-457c-45de-a15b-1d994ca5b053;2025-03-14T05:09:02.000Z;14:07;NO;RS;;TN;TK;;RS;;;SR;;DS;;;NY;Panthoot and swinging body;RS;;TN;ST;;RS;;TK, ST;;;
4537f4bd-0063-4f40-a914-c1bcccd94ce0;2025-03-14T05:10:48.000Z;14:10;NO;RS;;TN;TK;;RS;;;SR;;M;;;NY;;RS;;TN;ST;;RS;;TK, ST;;;
d0565ba6-88db-4398-a3b0-d93ec4354c8c;2025-03-14T05:13:07.000Z;14:11;NO;GR;TK;TN;SR;;RS;;;;;RS;;TK, TN;ST;;GG;ST, TN;SR;;;GG;TK;ST, SR;;;
0ba91f90-94d7-4a80-a656-957ba93c4b27;2025-03-14T05:14:47.000Z;14:13;NO;GR;TK;TN;SR, NY;;M;;;SR, TK, TN, ST;;RS;;TK, TN;NY, ST;;GG;ST;TN, SR;;;RS;;TK, SR;NY, ST;;
2ff9f32a-149d-4426-8d83-824789a0bc8d;2025-03-14T05:17:06.000Z;14:15;NO;GR;TK;TN;SR;;RS;;;;;RS;;TN, TK;ST;;GG;ST;TN, SR;;;RS;;ST, SR;TK;;
a9ba0729-50a4-48d3-b594-1af66521aa85;2025-03-14T05:18:59.000Z;14:17;NO;GR;TK;TN;NY, SR;;RS;;;TN, ST, TK, SR;;RS;;TN, TK;NY, ST;;GG;ST;SR, TN;NY;;RS;;SR, ST;TK, NY;;red
d95bbe78-4b52-47e9-becc-03487b5e3f9c;2025-03-14T05:19:57.000Z;14:19;Yes;GR;TK;TN;NY, SR;;RS;;;TN, ST, TK, SR;;RS;;TN, TK;NY, ST;;GG;ST;SR, TN;NY;;RS;;SR, ST;TK, NY;;green
fa5d35fb-37c2-4d15-bd50-847f07efa4b8;2025-03-14T05:21:56.000Z;14:21;Yes;GR;TK;TN;NY, SR;;RS;;;TN, ST, TK, SR;;RS;;TN, TK;NY, ST;;GG;ST;SR, TN;NY;;RS;;SR, ST;TK, NY;;green
cafd4e83-7103-43ab-addb-d1b708b268d7;2025-03-14T05:24:48.000Z;14:23;NO;GR;TK;SR, TN;NY;;RS;;;TN, ST, TK, SR;;RS;;TK, TN, ST;;;GG;ST;ST, TN, SR;NY;;RS;;SR, ST, TK;NY;;
000d5dd3-dc1e-4f11-b8dd-840bd1d1a878;2025-03-14T05:27:15.000Z;14:25;NO;PL;TK;TN, SR;NY;Pulling arms;M;;;ST, TK, SR, TN;;RS;;TN, TK;ST, NY;;PL;ST;SR, TN;NY;;RS;;TK, SR, ST;NY;;
403cd246-be70-4ba8-bd62-789b6a24f85b;2025-03-14T05:28:54.000Z;14:27;NO;GR;TK;NY;SR, TN;;RS;;ST;TK, TN, SR;;RS;;TN;TK, ST, NY;;GG;ST;;NY, TN, SR;;RS;;SR;NY, TK, ST;;red
6b2a161a-ba88-4fd8-939c-d12fe31affec;2025-03-14T05:30:10.000Z;14:29;Yes;GR;TK;NY;SR, TN;;RS;;ST;TK, TN, SR;;RS;;TN;TK, ST, NY;;GG;ST;;NY, TN, SR;;RS;;SR;NY, TK, ST;;green
9e487cb8-e8ad-4cf1-91ab-ca6f8595890e;2025-03-14T05:32:51.000Z;14:31;NO;GR;TK;SR;;;PL;;TN;;Chasing TN;RS;;ST, TK;;;GG;ST;SR;;;PL;;NY;;;red
d261cd4b-fe25-4d2e-acb8-cae9b130edd4;2025-03-14T05:33:57.000Z;14:33;Yes;GR;TK;SR;;;PL;;TN;;Chasing TN;RS;;ST, TK;;;GG;ST;SR;;;PL;;NY;;;green
72ed8a4d-539c-4918-b335-58239d162d43;2025-03-14T05:36:38.000Z;14:35;NO;PL;TK;SR;;;RS;;TN;;;RS;;TK, ST;;;PL;ST;;;Grabbing;RS;;NY;;;
3909e663-272d-45a2-b6f2-4482e4865914;2025-03-14T05:38:59.000Z;14:37;NO;RS;;SR;TK;;PL;;TN;;;RL;;TK, ST;;;RS;;SR;ST;;PL;;NY;;Chasing NY;
2289b276-e0b0-41d6-8f9e-f9b4462aedeb;2025-03-14T05:40:46.000Z;14:39;NO;RS;;SR;TK;;PL;TN;;;;RL;;TK, ST;;;RS;;SR;ST;;PL;NY;;;Arm grabbing;
25eda141-be41-4286-8ee8-b3724f510e74;2025-03-14T05:42:44.000Z;14:41;NO;RS;;SR;TK;;RS;;;;;RL;;TK, ST;;;RS;;SR;ST;;RS;;;;;red
dc80c727-d9d9-4b21-be68-c8234db0bc7f;2025-03-14T05:43:57.000Z;14:43;Yes;RS;;SR;TK;;RS;;;;;RL;;TK, ST;;;RS;;SR;ST;;RS;;;;;green
d5efcbc3-15a8-401c-9f53-b98f41afc5d4;2025-03-23T00:38:20.000Z;09:37;NO;E;;;;;E;;;;;RS;;;TN;;RS;;;;;E;;;SR;;
6700040a-ad32-4105-b296-8131f767c284;2025-03-23T00:39:58.000Z;09:39;NO;E;;;;;E;;;TK;;RS;;;TN;;RS;;;NY;;E;;;SR;;
c0ef7ad9-6319-422b-a678-20e84e9ccf5a;2025-03-23T00:41:51.000Z;09:41;NO;E;;;;;M;;;SR;;RS;;;TN, NY;;RS;;;;;E;;;SR;;
5379569c-191e-4b46-9006-51ec4d6bd823;2025-03-23T00:44:31.000Z;09:43;NO;E;;;;;E;;;SR;;RS;;;TK, TN, NY;;RS;;TN;SR;;E;;TK;SR;;
aa4b78c9-7474-4151-9b3e-a257e23b6376;2025-03-23T00:46:11.000Z;09:45;NO;E;;;;;E;;;SR, TK, TN;;RS;;;TN, NY, TK;;RS;;;NY, TN, SR;;E;;;NY, TK, SR;;
76c529d3-58fa-483f-8b9c-48faf14da9ed;2025-03-23T00:48:19.000Z;09:47;NO;M;;;;;E;;;SR, TK, TN;;RS;;TK;TN, NY;;RS;;TN;NY, SR;;E;;TK;NY, SR;;
2b16ec72-5bc3-419c-8981-3800c98e7bd3;2025-03-23T00:50:27.000Z;09:49;NO;E;;;SR, TK, NY;;M;;;SR, TK, ST;;RS;;TK;ST, NY;;RS;;SR;NY, ST;;M;;;;;
6b4a7202-0301-4908-a8f5-f11777da4f0e;2025-03-23T00:52:03.000Z;09:51;NO;E;;;TN;;E;;;;;RS;;;TN;;RS;;;;;M;;;SR, ST;;
98f39738-588b-42eb-90cc-a898fecbc620;2025-03-23T00:54:19.000Z;09:53;NO;M;;;TK, SR, TN;;RS;;;;;RS;;;TK, TN, ST;;M;;;TN, ST, SR;;RS;;;TK, ST, SR;;
ef8ffdc1-568c-4235-85f1-43d3738d7a85;2025-03-23T00:56:09.000Z;09:55;NO;E;;;TK, SR, TN;;M;;;;;RS;;;TK, TN, ST;;GM;TN;;ST, SR;;GM;TK;;ST, SR;;
8ea1849b-4ca0-401d-a667-132ba459c867;2025-03-23T00:58:33.000Z;09:57;NO;RS;;;SR;;M;;;;;RS;;;ST;;PL;;TN;;Chasing TN;PL;;TK;;;
cb000499-8602-4f1d-9806-8c7a18afab0e;2025-03-23T01:00:46.000Z;09:59;NO;GR;SR;;TK, NY, TN;;M;;;TN, ST, TK, SR;;GG;ST;;TK, NY, TN;;GM;TN;;NY, ST, SR;;GM;TK;;NY, ST, SR;;
587a9f27-7310-45ad-95b7-0bd65e52b7f2;2025-03-23T01:02:24.000Z;10:01;NO;GR;SR;;NY, TK, TN;;RS;;;SR, TK, TN, ST;;GG;ST;;TN, TK, NY;;PL;TN;;SR, ST, NY;;PL;TK;;SR, ST, NY;Pulling arms;
2fadc64c-8267-4a7f-9036-6afe56c409a4;2025-03-23T01:04:44.000Z;10:03;NO;RS;;SR;TK, TN;;RS;;;;;RS;;ST;TN, TK;;PL;;TN;ST, SR;Putting butt in TNs face;PL;;TK;ST, SR;;
76aff753-f1c4-4ec7-866c-8640128582da;2025-03-23T01:06:14.000Z;10:05;NO;RS;;SR;TN;;RS;;TK;;;RS;;ST;TN;;M;;NY;;;RS;;;ST, SR;;
a3c6ea01-7401-48b0-a293-d186ec5b08e4;2025-03-23T01:08:05.000Z;10:07;NO;RS;;;NY;;RS;;;ST, TK;;RS;;;TN;;RS;;;NY;;RS;;;SR;;
cde7da07-aeed-493c-bba2-2431987595df;2025-03-23T01:10:15.000Z;10:09;NO;RL;;;TK, NY;;RS;;;TK, ST;;RS;;;TN;;RL;;;NY, ST;;RS;;;SR;;red
99088bb8-e070-4b8d-8f31-21b1cadf25b7;2025-03-23T01:11:33.000Z;10:11;Yes;RL;;;TK, NY;;RS;;;TK, ST;;RS;;;TN;;RL;;;NY, ST;;RS;;;SR;;green
9604ff61-047b-4f7d-9d45-cf282dd1e921;2025-03-23T01:13:31.000Z;10:13;Yes;RL;;;TK, NY;;RS;;;TK, ST;;RS;;;TN;;RL;;;NY, ST;;RS;;;SR;;green
c396b425-bf01-42ce-a694-acf7601d4ddd;2025-03-23T01:15:32.000Z;10:15;Yes;RL;;;TK, NY;;RS;;;TK, ST;;RS;;;TN;;RL;;;NY, ST;;RS;;;SR;;green
c6d3e411-011f-4adb-ab88-8c7c3ecc7849;2025-03-23T01:17:30.000Z;10:17;Yes;RL;;;TK, NY;;RS;;;TK, ST;;RS;;;TN;;RL;;;NY, ST;;RS;;;SR;;green
745e3c24-76b8-4a26-8556-e61a3eadbc9b;2025-03-23T01:19:35.000Z;10:19;Yes;RL;;;TK, NY;;RS;;;TK, ST;;RS;;;TN;;RL;;;NY, ST;;RS;;;SR;;green
9668e8b1-8803-4f4e-b66a-94ee2f95aa54;2025-03-23T01:21:31.000Z;10:21;Yes;RL;;;TK, NY;;RS;;;TK, ST;;RS;;;TN;;RL;;;NY, ST;;RS;;;SR;;green
7f99071b-14ef-449c-b109-b294c6699b8b;2025-03-23T01:23:33.000Z;10:23;Yes;RL;;;TK, NY;;RS;;;TK, ST;;RS;;;TN;;RL;;;NY, ST;;RS;;;SR;;green
4bdd0ddb-6032-4320-9e88-99f0470172fd;2025-03-23T01:25:39.000Z;10:25;Yes;RL;;;TK, NY;;RS;;;TK, ST;;RS;;;TN;;RL;;;NY, ST;;RS;;;SR;;green
85f113e2-8243-40e8-9033-591e8b5aae91;2025-03-23T01:27:32.000Z;10:27;Yes;RL;;;TK, NY;;RS;;;TK, ST;;RS;;;TN;;RL;;;NY, ST;;RS;;;SR;;green
8a5b5117-effb-4ee1-83ef-744b62914260;2025-03-23T01:29:38.000Z;10:29;Yes;RL;;;TK, NY;;RS;;;TK, ST;;RS;;;TN;;RL;;;NY, ST;;RS;;;SR;;green
64924d9c-df63-4427-8f0f-908575217f15;2025-03-23T01:48:43.000Z;10:47;NO;RS;;;TK, SR, TN;;RS;;;;;DS;;;TK, ST, TN;;RS;;;ST, SR;;RS;;;ST, SR;;
5bcf609e-007f-45e5-bd0f-3d22e9540f18;2025-03-23T01:50:20.000Z;10:49;NO;RS;;;TK, TN, SR;;RS;;;;;RS;;;TK, TN, ST;;RS;;;ST, TN, SR;;M;;;TK, ST, SR;;
d7b3239a-6cdd-4dec-961d-8ad1e57aeb50;2025-03-23T01:52:24.000Z;10:51;NO;RL;;;TK, SR, TN;;M;;;;;RS;;;TK, ST, TN;;RS;;TN;ST, SR;;RS;;TK;SR, ST;;
476712f2-913a-4a24-b95a-a5be4cc0a137;2025-03-23T01:54:29.000Z;10:53;NO;RS;;;NY, TK, SR, TN;;RS;;SR;TK, TN, ST;;RS;;NY;TK, TN, ST;;RS;;TN;NY, SR, ST;;RS;;TK;ST, SR, NY;;
a974e4a2-bc09-4f3c-8c98-234e94fa52d0;2025-03-23T01:56:17.000Z;10:55;NO;E;;;TK, SR, TN;;RS;;;;;RS;;;ST, TN, TK;;RS;;TN;ST, SR;;RS;;TK;ST, SR;;red
eb3cb644-cfce-452b-aaae-eefb4d58bc20;2025-03-23T01:57:36.000Z;10:57;Yes;E;;;TK, SR, TN;;RS;;;;;RS;;;ST, TN, TK;;RS;;TN;ST, SR;;RS;;TK;ST, SR;;green
47e8be13-54b4-4fff-add4-354914d9084a;2025-03-23T02:01:20.000Z;10:59;NO;RL;;;TK, SR, TN;;RS;;;;;RS;;TK;TN, ST;;RL;;TN, SR;ST;;RL;;TK;ST, SR;;red
703d433f-0b5a-4859-a4b4-3d025441b1ea;2025-03-23T02:01:32.000Z;11:01;Yes;RL;;;TK, SR, TN;;RS;;;;;RS;;TK;TN, ST;;RL;;TN, SR;ST;;RL;;TK;ST, SR;;green
dabfe014-7848-490d-885d-e2d9624fc4b4;2025-03-23T02:03:36.000Z;11:03;Yes;RL;;;TK, SR, TN;;RS;;;;;RS;;TK;TN, ST;;RL;;TN, SR;ST;;RL;;TK;ST, SR;;green
9dcefc80-644b-48c4-a6d2-8149ae4a24a1;2025-03-23T02:05:35.000Z;11:05;Yes;RL;;;TK, SR, TN;;RS;;;;;RS;;TK;TN, ST;;RL;;TN, SR;ST;;RL;;TK;ST, SR;;green
fffa1afa-27f3-4ed6-aa4a-060ec2f87517;2025-03-23T02:08:40.000Z;11:07;NO;RL;;;SR, TK, TN;;RS;;;;;RL;;;TK, TN, ST;;RL;;TN;ST, SR;;RS;;TK;SR, ST;;
6444ab48-092b-46d3-b8ba-ae0f21204c45;2025-03-23T02:10:37.000Z;11:09;NO;RL;;;SR, TK, TN, NY;;M;;SR, TK;TN, ST;;RL;;NY;TK, TN, ST;;RS;;TN, NY;SR, ST;;RS;;TK;SR, ST, NY;;
c08a8011-2a05-442e-931b-abff40961ed0;2025-03-23T02:12:14.000Z;11:11;NO;RL;;;NY, TK, SR, TN;;RS;;;TN, ST, TK, SR;;RL;;;TK, TN, ST, NY;;RS;;TN;NY, ST, SR;;RS;;TK;NY, ST, SR;;red
55356056-e826-4d23-89a2-78956a74a637;2025-03-23T02:13:32.000Z;11:13;Yes;RL;;;NY, TK, SR, TN;;RS;;;TN, ST, TK, SR;;RL;;;TK, TN, ST, NY;;RS;;TN;NY, ST, SR;;RS;;TK;NY, ST, SR;;green
fc6c581e-f4c0-49a3-ba6f-c3d608df7532;2025-03-23T02:15:39.000Z;11:15;Yes;RL;;;NY, TK, SR, TN;;RS;;;TN, ST, TK, SR;;RL;;;TK, TN, ST, NY;;RS;;TN;NY, ST, SR;;RS;;TK;NY, ST, SR;;green
9bb889b7-2405-48d7-a715-02ceee95c219;2025-03-23T02:17:32.000Z;11:17;Yes;RL;;;NY, TK, SR, TN;;RS;;;TN, ST, TK, SR;;RL;;;TK, TN, ST, NY;;RS;;TN;NY, ST, SR;;RS;;TK;NY, ST, SR;;green
05d4236f-952d-48f9-9e80-a138bd70926e;2025-03-23T02:19:32.000Z;11:19;Yes;RL;;;NY, TK, SR, TN;;RS;;;TN, ST, TK, SR;;RL;;;TK, TN, ST, NY;;RS;;TN;NY, ST, SR;;RS;;TK;NY, ST, SR;;green
d9449d3c-ab72-47ff-b791-affdafd4659c;2025-03-23T02:21:36.000Z;11:21;Yes;RL;;;NY, TK, SR, TN;;RS;;;TN, ST, TK, SR;;RL;;;TK, TN, ST, NY;;RS;;TN;NY, ST, SR;;RS;;TK;NY, ST, SR;;green
9d73ba85-5d98-44f9-90c5-6ef1499c6a3d;2025-03-23T02:24:12.000Z;11:23;NO;RL;;;TN, SR, TK, NY;;RS;;;TN, ST, SR, TK;;RL;;;TK, TN, ST, NY;;RS;;;NY, SR, TN, ST;;RS;;;NY, TK, ST, SR;;red
d16da965-7b4b-4679-b6d3-8536beb374bf;2025-03-23T02:25:29.000Z;11:25;Yes;RL;;;TN, SR, TK, NY;;RS;;;TN, ST, SR, TK;;RL;;;TK, TN, ST, NY;;RS;;;NY, SR, TN, ST;;RS;;;NY, TK, ST, SR;;green
9fe8a01f-7e5d-4e89-ac90-f6731d8d8965;2025-03-23T02:28:19.000Z;11:27;NO;RL;;;NY, TK, SR;;RS;;;SR, TK, ST;;RL;;;TK, NY, ST;;RL;;;NY, ST, SR;;RS;;;;;red
3ba0fd4d-bc52-4f4e-b553-235832be4a27;2025-03-23T02:29:30.000Z;11:29;Yes;RL;;;NY, TK, SR;;RS;;;SR, TK, ST;;RL;;;TK, NY, ST;;RL;;;NY, ST, SR;;RS;;;;;green
deb9de47-1cf6-440f-aef3-dfc71edad982;2025-03-23T02:31:39.000Z;11:31;Yes;RL;;;NY, TK, SR;;RS;;;SR, TK, ST;;RL;;;TK, NY, ST;;RL;;;NY, ST, SR;;RS;;;;;green
3668f087-d56e-428b-82ca-ff6f4be0321b;2025-03-23T02:34:10.000Z;11:33;NO;RL;;;NY, SR, TN, TK;;RS;;;SR, ST, TK;;RL;;;TK, ST, NY;;RS;;;NY, ST, SR;;RS;;;ST;;red
1afb0ec4-08a6-4d10-bb4a-6b476c147f25;2025-03-23T02:35:37.000Z;11:35;Yes;RL;;;NY, SR, TN, TK;;RS;;;SR, ST, TK;;RL;;;TK, ST, NY;;RS;;;NY, ST, SR;;RS;;;ST;;green
433f8414-1d0d-4922-a42f-074855ea9b20;2025-03-23T02:38:03.000Z;11:37;NO;RL;;;SR, TK, NY;;RS;;;ST, TK, SR;;RL;;;TK, ST, NY;;RS;;;NY, ST, SR;;E;;;;;
77c1f39c-28cb-4bcd-bfed-ac697e782f61;2025-03-23T02:40:07.000Z;11:39;NO;RL;;;SR, TK, NY;;M;;SR;ST, TK;;RL;;NY;ST, TK;;RS;;;SR, ST, NY;;E;;;;;
35f54314-e51f-49e7-86ec-3a7ec8b1ee7e;2025-03-23T02:42:02.000Z;11:41;NO;RL;;;TK, SR;;RS;;;;;RL;;;TK, ST;;RS;;;SR, ST;;E;;;;;red
41bf70c7-8c1c-4381-8338-826b6fb60c11;2025-03-23T02:43:34.000Z;11:43;Yes;RL;;;TK, SR;;RS;;;;;RL;;;TK, ST;;RS;;;SR, ST;;E;;;;;green
406bcbeb-78e0-4746-9a69-b7d6d21b1596;2025-03-23T02:45:29.000Z;11:45;Yes;RL;;;TK, SR;;RS;;;;;RL;;;TK, ST;;RS;;;SR, ST;;E;;;;;green
3ccca0e0-22df-4957-a633-55285efcb5ab;2025-03-23T04:20:01.000Z;13:19;NO;RS;;;;;RS;;TK;;;RS;;;;;RS;;NY;;;E;;;;;
d7f3fc99-7a44-432f-866c-aacca55972c6;2025-03-23T04:21:41.000Z;13:21;NO;RS;;;;;RS;;SR;;;RS;;NY;;;RS;;;;;M;;;;;
af9cc94a-40eb-433d-8259-6f710d633220;2025-03-23T04:24:00.000Z;13:23;NO;E;;;TN;;RS;;;;;RS;;;;;M;;;TN, ST;;M;;;ST;;
fa2eb877-0551-479e-b0dd-601bfd9390f7;2025-03-23T04:25:54.000Z;13:25;NO;E;;;;;RS;;;;;RS;;;;;RS;;;;;E;;;;;
4f92f5d8-4716-4045-839d-e5e0ad7dc1df;2025-03-23T04:27:40.000Z;13:27;NO;M;;;TK, TN;;RS;;;;;RS;;;;;M;;;TN, ST;;E;;;ST, TK;;
37db2fd8-d9a6-4a3e-9cfb-d697e0494bee;2025-03-23T04:29:45.000Z;13:29;NO;RS;;;TN;;RS;;;TK;;RS;;;;;RS;;;NY;;E;;;ST;;
19bd1275-1b0c-431d-9dfb-51d1eb89441d;2025-03-23T04:31:43.000Z;13:31;NO;RS;;;TN;;RS;;TK;;;RS;;;;;RS;;NY;;;E;;;ST;;
996684d8-8a17-483f-823f-5c6e87e981e9;2025-03-23T04:33:55.000Z;13:33;NO;RS;;TN;;;RS;;TK;;;RS;;;;;RS;;NY;;;E;;ST;;;
d13f91d2-1167-40b3-8118-599c40ac2b13;2025-03-23T04:35:37.000Z;13:35;NO;RS;;TN;;;RS;;;TK;;RS;;;;;RS;;;NY;;E;;ST;;;
28dd5200-8add-4333-a9ab-e7507ddbe95e;2025-03-23T04:37:36.000Z;13:37;NO;RS;;TN;NY;;RS;;;TN, ST;;RS;;;;;RS;;;;;RS;;ST;NY;;
fdc09af8-00da-4366-ac04-5e7995592b9e;2025-03-23T04:39:56.000Z;13:39;NO;RS;;TN;NY, TK;;M;;;TN, TK, ST;;RS;;;;;M;;;NY, TN, ST;;M;;ST;NY, TK;;
f53134d0-48e0-4008-8c48-6bbc9f4c9ebf;2025-03-23T04:41:52.000Z;13:41;NO;GM;TN;;TK;;RS;;;;;RS;;;;;RS;;;ST, TN;;GM;ST;;TK;;
a428b16b-3492-4f6e-8ba9-0f194c36b602;2025-03-23T04:43:47.000Z;13:43;NO;RS;;;TN, TK;;RS;;SR;;;RS;;NY;;;GR;TN;;ST;;GG;TK;;ST;;
67f06352-f3c5-4ea0-98e7-a2a91234dc8f;2025-03-23T04:46:21.000Z;13:45;NO;RS;TN;TN;TK;;RS;;SR;;;RS;;NY;;;E;;;TN, ST;;RS;ST;;TK;;
46e1c070-813c-4328-8631-df3053bcfff8;2025-03-23T04:47:40.000Z;13:47;NO;RS;;;;;RS;;SR;;;RS;;NY;;;RS;;;;;M;;;;;
b3b662d4-9256-4eb1-a8fd-09205df6e8f2;2025-03-23T04:49:43.000Z;13:49;NO;RS;;;;;RS;;SR;;;RS;;NY;;;RS;;;;;RS;;;;;
3e5d9561-e453-4211-812b-7d05d330ce0c;2025-03-23T04:51:39.000Z;13:51;NO;RS;;;TK, TN;;M;;SR;;;M;;NY;;;E;;TN;ST;;M;;TK;ST;;
3795ed23-3f87-4418-b6bd-0ebf6a671751;2025-03-23T04:54:13.000Z;13:53;NO;RS;;TK;TN;;RS;;;;;RS;;;;;E;;;ST, TN;;RS;;ST;TK;;
b01a0031-e812-4885-a349-b48bdf139532;2025-03-23T04:55:52.000Z;13:55;NO;RS;;;TK, TN;;RS;;;;;RS;;;;;RS;;TN;ST;;RS;;TK;ST;;
f3386188-27fa-434e-841b-d2c0923991e6;2025-03-23T04:57:35.000Z;13:57;NO;RS;;TN;TK;;RS;;;;;RS;;;;;RS;;;TN, ST;;RS;;ST;TK;;
c1870897-423d-4490-b52b-87bcc14e5724;2025-03-23T04:59:50.000Z;13:59;NO;RS;;;TN, NY, TK;;M;;;ST;;RS;;;;;RS;;;TN, ST;;RS;;;ST, TK;;
76627da9-dce6-42b8-9724-7c9dfbb97e0e;2025-03-23T05:02:03.000Z;14:01;NO;RS;;TN;TK;;M;;;;;RS;;;;;M;;;TN, ST;;RS;;ST;TK;;
459f816d-43fb-4e63-9a58-b027c504a51a;2025-03-23T05:03:39.000Z;14:03;NO;RS;;;TK, TN;;RS;;;;;RS;;;;;RS;;;ST;;M;;;ST;;
8f7da14c-4d2b-4491-b391-4ad658ac5cee;2025-03-23T05:05:33.000Z;14:05;NO;RS;;;TK;;RS;;;;;RS;;;;;RS;;;ST;;RS;;;;;
5a4ab473-9b8e-40b3-8135-ac3196270f41;2025-03-23T05:07:42.000Z;14:07;NO;RS;;;TK, TN;;RS;;;;;RS;;;;;RS;;TN;ST;;RS;;TK;ST;;
2f59ac5d-c9f4-42c8-8bc9-335c6b9b869e;2025-03-23T05:09:51.000Z;14:09;NO;RS;;;TK;;RS;;;SR;;RS;;;NY;;RS;;;ST;;RS;;;;;
6a061d0d-bf2f-4fa9-8b0b-3aaa20ff2cf9;2025-03-23T05:11:41.000Z;14:11;NO;RS;;;TN, TK;;RS;;;SR;;RS;;;NY;;RS;;;ST;;RS;;;ST;;
35ec0c81-5c9c-4049-94c0-95138280c901;2025-03-23T05:13:44.000Z;14:13;NO;RS;;TK, TN;;;RS;;;SR;;RS;;;NY;;RS;;TN, ST;;;RS;;TK, ST;;;
9bcc1047-1dd8-4c39-90ee-176773ce605a;2025-03-23T05:15:10.000Z;14:15;NO;GM;TN;TK;;;RS;;;SR;;RS;;;NY;;RS;;TN, ST;;;GM;ST;TK;;;
3bc71b6b-aeed-457c-a41c-cbc75c86e3a9;2025-03-23T05:17:52.000Z;14:17;NO;RS;;TN;TK;;RS;;;SR;;RS;;;NY;;RL;;;TN, ST;;RS;;ST;TK;;
