ec5_uuid;created_at;1_TIme;2_NC;4_ST_Behavior;5_Contact;6_AR;7_3M;8_Notes;10_NY_Behavior;11_Contact;12_AR;13_3M;14_Notes;16_SR_Behavior;17_Contact;18_AR;19_3M;20_Notes;22_TK_Behavior;23_Contact;24_AR;25_3M;26_Notes;28_TN_Behavior;29_Contact;30_AR;31_3M;32_Notes;highlight
5b38e698-116d-4aab-8b65-b1b119564228;2025-03-24T04:36:46.000Z;13:36;NO;E;;;TN;;E;;;SR;;RS;;;NY;;RL;;;;;E;;;ST;;red
7e89a192-329d-4f34-a92b-cb4c7e47a39d;2025-03-24T04:38:16.000Z;13:38;Yes;E;;;TN;;E;;;SR;;RS;;;NY;;RL;;;;;E;;;ST;;green
b169b70c-576e-43bd-b21b-1addfe7890fa;2025-03-24T04:40:18.000Z;13:40;Yes;E;;;TN;;E;;;SR;;RS;;;NY;;RL;;;;;E;;;ST;;green
758ce22e-800a-4c44-8a54-c81d4e395193;2025-03-24T04:42:48.000Z;13:42;NO;E;;;TN;;M;;;;;RS;;;;;RL;;;;;E;;;ST;;
02e74ac5-2817-42cd-9a41-15dcb2fbf195;2025-03-24T04:44:41.000Z;13:44;NO;E;;TN;;;RL;;TK;;;RS;;;;;RL;;NY;;;E;;ST;;;red
5f432585-aa0b-4d64-bf73-29e1ad8c4f59;2025-03-24T04:46:20.000Z;13:46;Yes;E;;TN;;;RL;;TK;;;RS;;;;;RL;;NY;;;E;;ST;;;green
04223151-786c-4cb8-ae75-9be15a329c74;2025-03-24T04:48:41.000Z;13:48;NO;E;;;;;RL;;TK;;;RS;;;;;RL;;NY;;;DS;;;;Butt scooch;red
0c049448-45c6-482d-82f5-b1ce445eccaa;2025-03-24T04:50:36.000Z;13:50;Yes;E;;;;;RL;;TK;;;RS;;;;;RL;;NY;;;DS;;;;Butt scooch;green
03298775-c008-4ebf-bab5-8711695d235d;2025-03-24T04:52:50.000Z;13:52;NO;E;;;TN;;RS;;;TK;;RS;;;;;RL;;;NY;;E;;;ST;;red
53f540e9-49c1-4293-9cdd-8a5f9696468d;2025-03-24T04:54:23.000Z;13:54;Yes;E;;;TN;;RS;;;TK;;RS;;;;;RL;;;NY;;E;;;ST;;green
bfb63bf5-925c-4b44-a526-60204478bdf5;2025-03-24T04:56:37.000Z;13:56;NO;RS;;;TN;;RS;;;TK;;RS;;;;;RL;;;NY;;E;;;ST;;red
343dc0b9-0dd9-4151-9dba-69c95a5f2f35;2025-03-24T04:58:15.000Z;13:58;Yes;RS;;;TN;;RS;;;TK;;RS;;;;;RL;;;NY;;E;;;ST;;green
d3b57077-dc95-405c-bdbb-b3e069cdc646;2025-03-24T05:00:39.000Z;14:00;NO;RS;;;TN;;RS;;;SR;;RS;;;NY;;RL;;;;;E;;;ST;;
4b892fcc-17cb-41b4-884a-784c1fc5c953;2025-03-24T05:02:43.000Z;14:02;NO;RS;;;TN;;RS;;;;;RS;;;;;RS;;;;;E;;;ST;;
c4d33368-7689-44bf-897e-2d63d775835a;2025-03-24T05:04:56.000Z;14:04;NO;RS;;;SR, TN;;RS;;;;;M;;TN;ST;;RS;;;;;E;;SR;ST;;
3304db90-a96c-40fd-9ae3-a40796f87c54;2025-03-24T05:06:42.000Z;14:06;NO;RS;;;TN;;RS;;;;;M;;;;;RS;;;;;E;;;ST;;
d8119d58-c487-4608-a022-12ca52f8ac12;2025-03-24T05:08:46.000Z;14:08;NO;PL;;NY;;;PL;;ST;;Following ST;RS;;;;;RS;;;;;E;;;;;
92cdf155-3b28-4c4b-a856-5f25a14fa331;2025-03-24T05:10:52.000Z;14:10;NO;DS;;;;Pant hoot;M;;;;;RS;;;;;RS;;;;;E;;;;;
8123fa32-83f0-4958-ac97-4f8e2c9c1578;2025-03-24T05:12:43.000Z;14:12;NO;RS;;;;;RS;;;TK;;RS;;;;;RS;;;NY;;E;;;;;
cc4c87da-5d49-4c9c-81c7-2158468abbd6;2025-03-24T05:14:34.000Z;14:14;NO;M;;;;;RS;;;TK;;RS;;;;;RS;;;NY;;E;;;;;
56180bba-ae72-4c05-ad4d-639e1a742712;2025-03-24T05:16:42.000Z;14:16;NO;RS;;;;;RS;;;TK;;RS;;;;;RS;;;NY;;E;;;;;red
9652c8c6-a69b-489f-8138-c55770a8b121;2025-03-24T05:18:19.000Z;14:18;Yes;RS;;;;;RS;;;TK;;RS;;;;;RS;;;NY;;E;;;;;green
99a99c0b-ddd6-44ae-b0f9-58e25af25180;2025-03-24T05:20:23.000Z;14:20;Yes;RS;;;;;RS;;;TK;;RS;;;;;RS;;;NY;;E;;;;;green
411d2db6-eafd-456f-9074-8c6cb413e710;2025-03-24T05:22:16.000Z;14:22;Yes;RS;;;;;RS;;;TK;;RS;;;;;RS;;;NY;;E;;;;;green
f13a10dc-9b32-4246-9d0e-2560fac23363;2025-03-24T05:24:28.000Z;14:24;NO;E;;;;;RS;;;TK;;RS;;;;;RL;;;NY;;E;;;;;
95c30d51-e453-497a-bf47-2c35c30c2d7a;2025-03-24T05:26:39.000Z;14:26;NO;E;;;;;RS;;;;;RS;;;;;RL;;;;;E;;;;;red
a271249b-6bf1-4d9a-a84b-06ddb3ae0667;2025-03-24T05:28:15.000Z;14:28;Yes;E;;;;;RS;;;;;RS;;;;;RL;;;;;E;;;;;green
8f322126-37d6-4a22-8dee-e6c33572b57c;2025-03-24T05:30:43.000Z;14:30;NO;M;;;TN;;RS;;;;;RS;;;;;M;;;;;M;;;ST;;
6683f027-997d-4e1f-b8f9-e21bc9f167b9;2025-03-24T05:33:30.000Z;14:32;NO;RS;;;;;M;;;TK, TN;;RS;;;;;PL;;TN;NY;;PL;;TK;NY;Chasing TK and hitting;
13041e01-9e5d-4ddb-b23e-1e18ff314c47;2025-03-24T05:34:46.000Z;14:34;NO;M;;;TK;;RS;;;TK;;RS;;;;;E;;;ST, NY;;RS;;;;;
69681894-8ee7-472f-b518-311c80ddc572;2025-03-24T05:37:01.000Z;14:36;NO;E;;TK;TN, NY;;E;;;TK, ST, TN;;RS;;;;;E;;ST;NY, TN;;E;;;TK, NY, ST;;
cb6a48ed-5a39-40e8-ad94-648f460e94f4;2025-03-24T05:38:55.000Z;14:38;NO;E;;TK;TN;;M;;;TN, ST, TK;;RS;;;;;E;;ST;TN, NY;;E;;;ST, TK, NY;;
b4d629e4-f9a0-4ca0-bc6d-dc63fa0470b6;2025-03-24T05:40:49.000Z;14:40;NO;E;;;TN;;RS;;;SR;;RS;;;NY;;RS;;;;;E;;;ST;;
5ea739cb-accd-42f2-8197-2a3be3da55fe;2025-03-24T05:42:50.000Z;14:42;NO;RS;;;;;RS;;;TK;;RS;;;;;RS;;;NY;;E;;;;;red
3dd05b98-bf6d-493e-9e1b-94950a06c35b;2025-03-24T05:44:16.000Z;14:44;Yes;RS;;;;;RS;;;TK;;RS;;;;;RS;;;NY;;E;;;;;green
a31febf1-1244-479f-92a2-25d69198bb28;2025-03-24T05:46:18.000Z;14:46;Yes;RS;;;;;RS;;;TK;;RS;;;;;RS;;;NY;;E;;;;;green
d69ad374-7cc4-4042-b2eb-9db35fc5d06a;2025-04-26T00:32:51.000Z;09:32;NO;RS;;;;;E;;;;;RS;;;;;RS;;;TN;;RS;;;TK;;
9eab6f28-8476-4828-9dda-36495aec860d;2025-04-26T00:34:40.000Z;09:34;NO;M;;;;;E;;;;;RS;;;;;RS;;;;;RS;;;;;
1dbbff2e-b4b6-45e5-bd6c-f246f90f2939;2025-04-26T00:36:44.000Z;09:36;NO;E;;;;;E;;;;;RS;;;;;RS;;;;;E;;;;;red
0849f562-2fbb-4ea9-90a9-0daec8a2f812;2025-04-26T00:38:21.000Z;09:38;Yes;E;;;;;E;;;;;RS;;;;;RS;;;;;E;;;;;green
f7dabfda-e4d2-4c02-9b63-bf5f4849e64b;2025-04-26T00:40:26.000Z;09:40;Yes;E;;;;;E;;;;;RS;;;;;RS;;;;;E;;;;;green
a9e14528-1bac-4793-84f5-206e867ca4ce;2025-04-26T00:42:50.000Z;09:42;NO;E;;NY;;;RS;;ST;;;RS;;;;;RS;;;;;RS;;;;;
4aa715f0-c8b5-400b-ba5f-90e54a40ecf1;2025-04-26T00:44:34.000Z;09:44;NO;E;;;;;E;;;;;RS;;;;;RS;;;;;RS;;;;;
efd7b095-e091-4ff7-8622-d4c3a6318246;2025-04-26T00:46:43.000Z;09:46;NO;E;;;TN;;E;;;;;RS;;;;;RS;;;;;E;;;ST;;
f1bff6e5-963a-4c0a-9bb9-8e20317d6eff;2025-04-26T00:48:45.000Z;09:48;NO;E;;;TN;;M;;;;;M;;;;;RS;;;;;M;;;ST;;
279948ec-9852-45f3-9ae1-2ce49c4a7d1c;2025-04-26T00:50:44.000Z;09:50;NO;E;;;SR;;M;;;SR;;M;;;ST, NY;;RS;;;;;RS;;;;;
9dead641-74f6-4d95-a889-d3bba2958090;2025-04-26T00:52:59.000Z;09:52;NO;RS;;;;;GR;SR;;;;GG;NY;;;;RS;;;TN;;RS;;;TK;;
a96b83e5-3a89-43f9-a6b5-a7cffd52092e;2025-04-26T00:54:47.000Z;09:54;NO;RS;;NY;;;RS;;ST;;;RS;;;;;RS;;;TN;;RL;;;TK;;
7b80f5c0-3cbf-4141-b38e-c14b0799aba4;2025-04-26T00:56:45.000Z;09:56;NO;RS;;SR;;;M;;;;;RS;;ST;;;RS;;;TN;;RL;;;TK;;red
b68aa053-2e28-4524-acfb-37db968d5994;2025-04-26T00:58:26.000Z;09:58;Yes;RS;;SR;;;M;;;;;RS;;ST;;;RS;;;TN;;RL;;;TK;;green
615f06ed-f8bd-452d-afd6-c30d708a04e5;2025-04-26T01:01:10.000Z;10:00;NO;RS;;SR;NY;;RS;;SR;ST;;RS;;ST;NY;;RS;;;TN;;RL;;;TK;;
a8472fd3-c81d-4678-b549-8df500cdf46a;2025-04-26T01:03:13.000Z;10:02;NO;RS;;NY, SR;;;RS;;ST;SR;;RS;;ST;NY;;RS;;;TN;;RS;;;TK;;
47c9d73a-c5c0-4af3-8836-e3adafdaba13;2025-04-26T01:05:41.000Z;10:04;NO;GR;NY;;SR;;GG;ST;;SR;;RS;;;NY, ST;;RS;;;;;RS;;;;;red
66afd550-3844-4bfd-a438-34060860761e;2025-04-26T01:06:20.000Z;10:06;Yes;GR;NY;;SR;;GG;ST;;SR;;RS;;;NY, ST;;RS;;;;;RS;;;;;green
0181a339-fc8d-4842-87a3-414737b304ca;2025-04-26T01:09:23.000Z;10:08;NO;GM;TN;;;;RS;;;SR;;RS;;;NY;;RS;;;;;GM;ST;;;;red
0424bdf7-4df0-43fe-8ac2-851f5851c1a7;2025-04-26T01:10:27.000Z;10:10;Yes;GM;TN;;;;RS;;;SR;;RS;;;NY;;RS;;;;;GM;ST;;;;green
2686957b-823a-480a-a4ad-f54fed89bd62;2025-04-26T01:12:53.000Z;10:12;NO;RL;;;TK, TN;;RS;;;SR;;RS;;;NY;;GM;TN;;ST;;GM;TK;;ST;;
e8863c29-fa04-4922-b858-993795b6f402;2025-04-26T01:14:49.000Z;10:14;NO;RS;;;NY;;RS;;;ST;;RS;;;;;GM;TN;;;;GM;TK;;;;
378e07c2-c491-4ea8-a4c1-9492789125c3;2025-04-26T01:16:50.000Z;10:16;NO;RS;;;;;RS;;;TK;;RS;;TK;;;RS;;SR;NY;;M;;;;;
3803b78f-2cc9-4a72-9dc6-94c1072939b3;2025-04-26T01:19:19.000Z;10:18;NO;RS;;;TK, SR;;RS;;;TK, SR;;RS;;TK;NY, ST;;RS;;SR;NY;;M;;;;;
8912e979-bc0d-4c27-9aca-fa5b8fca2758;2025-04-26T01:20:49.000Z;10:20;NO;RS;;;TN;;RS;;;;;RS;;;TN;;RL;;;;;RS;;;SR, ST;;
5ad6aded-cd0e-48e3-9049-38752483ce96;2025-04-26T01:23:05.000Z;10:22;NO;RS;;TN;SR;;RS;;;;;RS;;;TN, ST;;RL;;;;;RS;;ST;SR;;red
4fd5ad27-7802-4ef7-a9e0-215f97fdb8f1;2025-04-26T01:24:24.000Z;10:24;Yes;RS;;TN;SR;;RS;;;;;RS;;;TN, ST;;RL;;;;;RS;;ST;SR;;green
7fcef454-c519-4172-af8b-7a9f0fd19e2d;2025-04-26T01:26:22.000Z;10:26;Yes;RS;;TN;SR;;RS;;;;;RS;;;TN, ST;;RL;;;;;RS;;ST;SR;;green
9e3b337b-fd4f-43dc-a9df-2cdd13b09827;2025-04-26T01:29:00.000Z;10:28;NO;RS;;TN;SR;;RS;;;TK;;RS;;;TN, ST;;RS;;;NY;;RS;;ST;SR;;red
32796116-f51c-45de-8710-5326c43ef3bb;2025-04-26T01:30:31.000Z;10:30;Yes;RS;;TN;SR;;RS;;;TK;;RS;;;TN, ST;;RS;;;NY;;RS;;ST;SR;;green
8f2c9315-9454-4d11-ab62-161b228c8c61;2025-04-26T01:49:10.000Z;10:48;NO;RS;;;;;RS;;;SR;;RS;;;NY;;RS;;;;;RS;;;;;
93b6ddce-e267-43b0-a403-9403e93d1a07;2025-04-26T01:50:55.000Z;10:50;NO;RS;;;SR, NY;;RS;;;ST, SR;;RS;;;NY, ST;;RS;;;;;RS;;;;;
74efced0-7f8e-444b-8f38-65d1d8e37fc8;2025-04-26T01:52:43.000Z;10:52;NO;M;;;NY;;M;;;ST;;RS;;;;;RS;;;;;RS;;;;;
180e9da8-26ed-402b-acc1-a99d37c23611;2025-04-26T01:54:42.000Z;10:54;NO;RS;;;;;RS;;;;;RS;;;;;RS;;;;;RS;;;;;red
0115e78e-2e59-4a14-bd9a-924a804e7705;2025-04-26T01:56:36.000Z;10:56;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green
d462fc0a-de9f-45d5-863a-f48263d5c663;2025-04-26T01:58:45.000Z;10:58;NO;RS;;;;;RS;;;;;RS;;;;;RS;;;;;M;;;;;
ecd5f72b-1cdb-4be5-a385-a4cfa0269151;2025-04-26T02:00:36.000Z;11:00;NO;RS;;;;;RS;;;;;RS;;;;;RS;;;;;RS;;;;;red
313f8bcb-916f-49df-ae70-6b7804649ffd;2025-04-26T02:02:20.000Z;11:02;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green
e9d74f6d-1667-42d1-b97f-89dd647b021b;2025-04-26T02:04:26.000Z;11:04;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green
86ef3fea-642f-4ae7-a64b-ae3de400f7c1;2025-04-26T02:06:24.000Z;11:06;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green
218dceb1-11b8-48bd-8bd5-9ed8db7ed2ef;2025-04-26T02:08:36.000Z;11:08;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green
107b007b-cdda-4630-b672-c255a7a2bf4e;2025-04-26T02:10:56.000Z;11:10;NO;M;;;TN;;RS;;;;;RS;;;;;RS;;;;;RS;;;ST;;
499e8fee-b0c6-4d21-8171-74d63c8a5c39;2025-04-26T02:12:46.000Z;11:12;NO;RS;;;;;RS;;;;;RS;;;;;RS;;;;;RS;;;;;
33a423cc-9c3b-46b5-af9d-ca2d462a3aa0;2025-04-26T02:14:48.000Z;11:14;NO;RL;;;;;RS;;;;;RS;;;;;RS;;;;;RS;;;;;red
2d1604ce-219f-4add-bff7-c216cd4c2ffc;2025-04-26T02:16:22.000Z;11:16;Yes;RL;;;;;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green
b809e158-063a-412a-9664-ffd28839e00a;2025-04-26T02:18:28.000Z;11:18;Yes;RL;;;;;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green
6dfcdb72-0f04-4f3f-b900-e487148aeb04;2025-04-26T02:20:27.000Z;11:20;Yes;RL;;;;;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green
d971358d-b6b3-4634-ac64-b7520997e92a;2025-04-26T02:22:23.000Z;11:22;Yes;RL;;;;;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green
f1e2756e-3b8b-41fc-ae93-71b8f6548ab1;2025-04-26T02:24:19.000Z;11:24;Yes;RL;;;;;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green
d49a9256-d232-429e-a96e-110417cc9e53;2025-04-26T02:26:46.000Z;11:26;NO;RL;;;;;RS;;;;;RS;;;;;RL;;;;;RS;;;;;red
8f9de8cf-2a02-420c-bf57-776bf9b7dda0;2025-04-26T02:28:23.000Z;11:28;Yes;RL;;;;;RS;;;;;RS;;;;;RL;;;;;RS;;;;;green
e9491954-aadf-4b4f-93be-a1d8913dc972;2025-04-26T02:30:22.000Z;11:30;Yes;RL;;;;;RS;;;;;RS;;;;;RL;;;;;RS;;;;;green
7bb81b71-f923-4f8b-a043-f13290b30c87;2025-04-26T02:32:24.000Z;11:32;Yes;RL;;;;;RS;;;;;RS;;;;;RL;;;;;RS;;;;;green
042c07ff-ce05-4276-846e-3a029e8a01e0;2025-04-26T02:34:25.000Z;11:34;Yes;RL;;;;;RS;;;;;RS;;;;;RL;;;;;RS;;;;;green
60e4134d-635f-48cc-97ef-7220127cbf24;2025-04-26T02:36:22.000Z;11:36;Yes;RL;;;;;RS;;;;;RS;;;;;RL;;;;;RS;;;;;green
b7937c27-5d6e-4aa8-bb87-aebed47c3825;2025-04-26T02:39:12.000Z;11:38;NO;RS;;;NY, TN;;RS;;;ST;;M;;;;;RS;;;;;RS;;;ST;;
sdft;2025-04-26T02:40:12.000Z;11:40;NO;RS;;;TN;;RS;;;;;GM;TK;;;;GM;NY;;;;RS;;;ST;;red
hrbgks;2025-04-26T02:42:12.000Z;11:42;Yes;RS;;;TN;;RS;;;;;GM;TK;;;;GM;NY;;;;RS;;;ST;;green
hrbf;2025-04-26T02:44:12.000Z;11:44;Yes;RS;;;TN;;RS;;;;;GM;TK;;;;GM;NY;;;;RS;;;ST;;green
2112e3f7-c6e1-48d6-9c9f-beca27c8a7d2;2025-04-26T04:17:11.000Z;13:16;NO;E;;TN;;;E;;;;;RS;;;;;M;;;;;E;;ST;;;
da3b1df2-8881-46fe-90a7-608c63a441a0;2025-04-26T04:19:13.000Z;13:18;NO;E;;TN;;;E;;;;;RS;;;;;E;;;;;E;;ST;;;red
1cf6559f-748b-4c6d-a755-b3f292f59c1f;2025-04-26T04:20:33.000Z;13:20;Yes;E;;TN;;;E;;;;;RS;;;;;E;;;;;E;;ST;;;green
76507de2-ccf4-4838-8a16-f8e4bd938bcf;2025-04-26T04:23:07.000Z;13:22;NO;E;;TN;;;E;;;TK;;RS;;;;;E;;;NY;;E;;ST;;;
f27f9c20-7ed5-4538-a747-9da0007185ae;2025-04-26T04:25:14.000Z;13:24;NO;E;;TN;NY;;E;;;TK, ST;;RS;;;;;E;;;NY;;E;;ST;NY;;
93a93d33-dc19-4e9b-8a54-9b5c699fd488;2025-04-26T04:27:14.000Z;13:26;NO;E;;TK, TN;NY;;E;;;TK, ST, TN;;RS;;;;;E;;ST;TN, NY;;E;;ST;TK, NY;;
c60e261b-c45e-4992-8252-bc79ade2dbc8;2025-04-26T04:28:57.000Z;13:28;NO;E;;TN;;;E;;;;;RS;;;;;E;;;;;E;;ST;;;red
f92827e6-2540-4876-95fe-04e44bb39c72;2025-04-26T04:30:29.000Z;13:30;Yes;E;;TN;;;E;;;;;RS;;;;;E;;;;;E;;ST;;;green
4ef099fe-cab1-4fcb-bc23-eefcf8f8ce15;2025-04-26T04:32:58.000Z;13:32;NO;E;;TN;NY;;E;;;ST, TN;;RS;;;;;E;;;;;E;;ST;NY;;
12a23173-7b20-4b24-8b82-101617665a63;2025-04-26T04:35:05.000Z;13:34;NO;E;;;;;E;;;TN;;RS;;;;;E;;;;;E;;;NY;;
29055592-716a-4c4c-8fce-f8c82272efd2;2025-04-26T04:37:02.000Z;13:36;NO;E;;NY;;;E;;ST;;;RL;;;;;E;;;;;E;;;;;
756dc9cc-1586-495c-a11d-ad5397f831ba;2025-04-26T04:38:54.000Z;13:38;NO;E;;;;;E;;;;;RL;;;;;E;;;;;E;;;;;
c4d8e6f4-4e78-42c1-bfe5-47ff1b6a7d3d;2025-04-26T04:41:00.000Z;13:40;NO;E;;TN;;;E;;;;;RL;;;;;E;;;;;E;;ST;;;
2cf4e045-e5d5-4035-af2f-2ded8977aa8b;2025-04-26T04:42:59.000Z;13:42;NO;E;;TN;;;E;;;TK;;RL;;;;;E;;;NY;;E;;ST;;;red
c7cfac88-3b94-4407-995a-f33d19b48496;2025-04-26T04:44:36.000Z;13:44;Yes;E;;TN;;;E;;;TK;;RL;;;;;E;;;NY;;E;;ST;;;green
ebfd9eb8-68cf-40b8-8651-63794ff0b6a9;2025-04-26T04:47:10.000Z;13:46;NO;E;;;TN;;RS;;;TK;;RS;;;;;RS;;;NY;;RS;;;ST;;
062fbd46-d7db-4b63-979d-2a82c1f7203b;2025-04-26T04:49:00.000Z;13:48;NO;E;;;NY;;M;;;ST;;RS;;;;;RS;;;;;RS;;;;;
7ccb63c3-d8fd-488c-81c2-1f299f43bb2b;2025-04-26T04:50:46.000Z;13:50;NO;E;;;;;RS;;;;;RS;;;;;RS;;;;;RS;;;;;
8bda6a55-a501-4f2e-a9cc-ce9f34ba5d50;2025-04-26T04:53:10.000Z;13:52;NO;RS;;;;;M;;TK;SR;;M;;;NY, TK;;M;;NY;SR;;M;;;;;
d126cbf3-9e73-405c-81cc-38020597ee9b;2025-04-26T04:54:55.000Z;13:54;NO;RS;;TN;;;RS;;;;;M;;;;;RS;;;;;RS;;ST;;;
e53e75b4-8a3a-47a3-8284-ca02d8732446;2025-04-26T04:57:16.000Z;13:56;NO;RS;;TN;SR;;M;;TK;;;RS;;TN;ST;;M;;NY;;;RS;;ST, SR;;;
4371f0d0-5f61-48bb-86da-00ed80301b66;2025-04-26T04:59:09.000Z;13:58;NO;M;;;;;GM;TK;;;;M;;;;;GM;NY;;;;RS;;;;;
7b120c97-6604-4893-80f7-f92a1bea32ef;2025-04-26T05:00:45.000Z;14:00;NO;RS;;;;;GR;TK;;;;RS;;;;;GG;NY;;;;RS;;;;;
1a8b7496-dd75-4dbd-baca-e306d923edbc;2025-04-26T05:02:59.000Z;14:02;NO;RS;;SR;;;GR;TK;;;;RS;;ST;;;GG;NY;;;;RS;;;;;
e1cac586-297d-4caa-a180-c27ff454dab5;2025-04-26T05:05:15.000Z;14:04;NO;RS;;;SR, TN;;M;;TK;;;RS;;;ST, TN;;M;;NY;;;RS;;;ST, SR;;
163ca79c-54d7-4c86-9c7a-46377681fbd2;2025-04-26T05:06:55.000Z;14:06;NO;RS;;;TN;;RS;;;;;RS;;;;;RS;;;;;E;;;ST;;red
5a328fe3-4db1-4dec-b5be-c7e9fd501d5b;2025-04-26T05:08:33.000Z;14:08;Yes;RS;;;TN;;RS;;;;;RS;;;;;RS;;;;;E;;;ST;;green
5c151b68-1760-4c3c-8d7c-51717db9d7a8;2025-04-26T05:10:29.000Z;14:10;Yes;RS;;;TN;;RS;;;;;RS;;;;;RS;;;;;E;;;ST;;green
0e39e616-babe-4222-b7fd-c2968789bc0b;2025-04-26T05:13:19.000Z;14:12;NO;M;;;TK;;RS;;;;;RL;;;;;M;;;ST;;RS;;;;;
6ff9ff4b-61d0-4af5-9d1a-7b2c8cf9abc9;2025-04-26T05:15:33.000Z;14:14;NO;RS;;;TN, TK;;RS;;;SR;;RL;;;NY;;GM;TN;;ST;;GM;TK;;ST;;
ddfbbbc1-c2d3-4fd7-a129-0ecb36a76977;2025-04-26T05:17:02.000Z;14:16;NO;RS;;;TN, TK;;RS;;;SR;;RL;;;NY;;RS;;;ST, TN;;RS;;;ST, TK;;
3c7e0225-e298-4c0a-9975-35aeadac924c;2025-04-26T05:19:07.000Z;14:18;NO;RS;;;TN;;RS;;;SR;;RL;;;NY;;RS;;;;;RS;;;ST;;
6e1a24c2-4fec-466f-a606-28fbc14ebc87;2025-04-26T05:21:35.000Z;14:21;NO;SD;;;TN;;M;;;;;RL;;;;;RS;;;;;RS;;;ST;;
4c794808-ab5c-4926-872e-d702dc914a78;2025-04-26T05:22:53.000Z;14:22;NO;SD;;;TN;;RS;;;;;RL;;;;;RS;;;;;RS;;;ST;;red
201d2443-25f7-40c4-be59-aa2d8c31398c;2025-04-26T05:24:38.000Z;14:24;Yes;SD;;;TN;;RS;;;;;RL;;;;;RS;;;;;RS;;;ST;;green
75a96dda-ea0a-400b-8249-6a6aa2fe0758;2025-04-26T05:26:31.000Z;14:26;Yes;SD;;;TN;;RS;;;;;RL;;;;;RS;;;;;RS;;;ST;;green
d9a39825-79f3-4cc8-a005-4a0d909b8be4;2025-04-26T05:28:49.000Z;14:28;NO;RS;;;TN;;RS;;;;;RL;;;;;RS;;;;;RS;;;ST;;red
ac50deb5-be2d-4cc4-a5b8-83cda22184b2;2025-04-26T05:30:30.000Z;14:30;Yes;RS;;;TN;;RS;;;;;RL;;;;;RS;;;;;RS;;;ST;;green
e2a5cd8e-37ac-4544-aaa4-ba52782b1e9f;2025-04-26T05:32:32.000Z;14:32;Yes;RS;;;TN;;RS;;;;;RL;;;;;RS;;;;;RS;;;ST;;green
ec4f628b-2dfe-4195-9582-2fc5b1735efd;2025-04-26T05:34:41.000Z;14:34;Yes;RS;;;TN;;RS;;;;;RL;;;;;RS;;;;;RS;;;ST;;green
ce31fcc4-fbd1-41a8-b934-af74d33cb322;2025-04-26T05:36:58.000Z;14:36;NO;RS;;;TN;;RS;;;;;RL;;;TK;;RS;;;SR;;RS;;;ST;;red
ed1b5350-addd-4a2e-846a-add38d7cf09f;2025-04-26T05:38:31.000Z;14:38;Yes;RS;;;TN;;RS;;;;;RL;;;TK;;RS;;;SR;;RS;;;ST;;green
975cb5b9-842f-422f-bb3a-87ed7fa244e0;2025-04-26T05:40:32.000Z;14:40;Yes;RS;;;TN;;RS;;;;;RL;;;TK;;RS;;;SR;;RS;;;ST;;green
df3398fe-5886-4849-b1f1-2606d11ad083;2025-04-26T05:42:32.000Z;14:42;Yes;RS;;;TN;;RS;;;;;RL;;;TK;;RS;;;SR;;RS;;;ST;;green
4ae6bde2-d4ed-4aa6-8c74-3fefbab9298a;2025-04-26T05:44:32.000Z;14:44;Yes;RS;;;TN;;RS;;;;;RL;;;TK;;RS;;;SR;;RS;;;ST;;green
79c19a39-bda2-4395-8c1a-84d9df609d78;2025-04-26T05:46:36.000Z;14:46;Yes;RS;;;TN;;RS;;;;;RL;;;TK;;RS;;;SR;;RS;;;ST;;green
beac7f7f-0af4-4beb-9633-5cd17ba7fefa;2025-04-27T00:34:51.000Z;09:33;NO;M;;;NY, TK, SR, TN;;M;;;SR, TK, ST, TN;;M;;;TK, TN, ST, NY;;M;;;NY, ST, TN, SR;;M;;;NY, TK, ST, SR;Everyone is fighting each other;
2b4be5e0-ed79-4c34-82e6-956f49df4c0c;2025-04-27T00:36:20.000Z;09:35;NO;M;;;NY, TK, SR, TN;;M;;;SR, TK, ST, TN;;M;;;TK, TN, ST, NY;;M;;;NY, ST, TN, SR;;M;;;NY, TK, ST, SR;;
8a5ea301-d4e1-4b70-b370-071a09790b1c;2025-04-27T00:38:10.000Z;09:37;NO;RS;;SR;;;RS;;;;;RS;;ST;;;RS;;;;;RS;;;;;
3d33923c-68e3-4069-8ab6-fec528994395;2025-04-27T00:40:14.000Z;09:39;NO;RS;;;;;RS;;;;;RS;;;;;RS;;;;;RS;;;;;red
26dba333-1fd4-4dcf-ab5e-ea373282ab8b;2025-04-27T00:41:54.000Z;09:41;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green
2dc68252-fffe-40d2-beba-370d3da4338e;2025-04-27T00:43:57.000Z;09:43;Yes;RS;;;;;RS;;;;;RS;;;;;RS;;;;;RS;;;;;green
